"osm_id","osm_type","osm_url","lat","lon","addr:unit","addr:housename","addr:housenumber","addr:substreet","addr:street","addr:locality","addr:place","addr:city","addr:postcode","addr:country"
"104901932","way","https://osm.org/way/104901932","54.1548125","-4.482284999999999","","","1","","Albert Terrace","","","Douglas","IM1 3LQ","IM"
"1236542340","way","https://osm.org/way/1236542340","54.15557545368084","-4.482187804818585","","","10","","Albert Terrace","","","Douglas","IM1 3LQ",""
"1236542341","way","https://osm.org/way/1236542341","54.15562695295968","-4.482175808245885","","","11","","Albert Terrace","","","Douglas","IM1 3LQ",""
"1236542342","way","https://osm.org/way/1236542342","54.155680499999995","-4.482163499999999","","","12","","Albert Terrace","","","Douglas","IM1 3LQ",""
"1236542343","way","https://osm.org/way/1236542343","54.15572991874062","-4.482152120853953","","","13","","Albert Terrace","","","Douglas","IM1 3LQ",""
"1236542344","way","https://osm.org/way/1236542344","54.1557785","-4.48214","","","14","","Albert Terrace","","","Douglas","IM1 3LQ",""
"1154139318","way","https://osm.org/way/1154139318","54.155368562943956","-4.482219115140759","","","7","","Albert Terrace","","","Douglas","IM1 3LQ",""
"1236542338","way","https://osm.org/way/1236542338","54.15543319182922","-4.482200495431416","","","8","","Albert Terrace","","","Douglas","IM1 3LQ",""
"1236542339","way","https://osm.org/way/1236542339","54.155522","-4.482200000000001","","","9","","Albert Terrace","","","Douglas","IM1 3LQ",""
"1302865609","way","https://osm.org/way/1302865609","54.15600841858013","-4.490520045066211","","","2","Marlborough Terrace","Alexander Drive","","","Douglas","IM2 3QL","IM"
"1302865605","way","https://osm.org/way/1302865605","54.15594563160306","-4.490998083975887","","","","Marlborough Terrace","Alexander Drive","","","Douglas","IM2 3QJ","IM"
"1302875628","way","https://osm.org/way/1302875628","54.156868595515576","-4.486451381439476","","","1","","Alexander Drive","","","Douglas","IM2 3QD","IM"
"1302875641","way","https://osm.org/way/1302875641","54.157028114279065","-4.486977116496004","","","10","","Alexander Drive","","","Douglas","IM2 3QE","IM"
"1302875632","way","https://osm.org/way/1302875632","54.156782804839466","-4.486846741728234","","","11","","Alexander Drive","","","Douglas","IM2 3QD","IM"
"1302875642","way","https://osm.org/way/1302875642","54.15700715839094","-4.487058595118141","","","12","","Alexander Drive","","","Douglas","IM2 3QE","IM"
"1302875631","way","https://osm.org/way/1302875631","54.15676659775463","-4.486925378673908","","","13","","Alexander Drive","","","Douglas","IM2 3QD","IM"
"1302875643","way","https://osm.org/way/1302875643","54.156989527615856","-4.487147916097644","","","14","","Alexander Drive","","","Douglas","IM2 3QE","IM"
"1302875630","way","https://osm.org/way/1302875630","54.156750178028595","-4.487003955080372","","","15","","Alexander Drive","","","Douglas","IM2 3QD","IM"
"1302875644","way","https://osm.org/way/1302875644","54.15697170104397","-4.487227798971071","","","16","","Alexander Drive","","","Douglas","IM2 3QE","IM"
"1302875629","way","https://osm.org/way/1302875629","54.15673191926062","-4.487080425240378","","","17","","Alexander Drive","","","Douglas","IM2 3QD","IM"
"1302875645","way","https://osm.org/way/1302875645","54.15694799549937","-4.487329392880545","","","18","","Alexander Drive","","","Douglas","IM2 3QE","IM"
"1302875637","way","https://osm.org/way/1302875637","54.15708930396285","-4.486630414779923","","","2","","Alexander Drive","","","Douglas","IM2 3QE","IM"
"1154815809","way","https://osm.org/way/1154815809","54.15688608945611","-4.487903842402942","","","20","","Alexander Drive","","","Douglas","IM2 3QF",""
"1302875636","way","https://osm.org/way/1302875636","54.15685160889057","-4.48652920056625","","","3","","Alexander Drive","","","Douglas","IM2 3QD","IM"
"1302867095","way","https://osm.org/way/1302867095","54.156742445606135","-4.488683585304208","","","34","","Alexander Drive","","","Douglas","IM2 3QG","IM"
"1302867096","way","https://osm.org/way/1302867096","54.15671456925922","-4.488775272769136","","","36","","Alexander Drive","","","Douglas","IM2 3QG","IM"
"1302875638","way","https://osm.org/way/1302875638","54.15706569478845","-4.486712737581846","","","4","","Alexander Drive","","","Douglas","IM2 3QE","IM"
"1302867100","way","https://osm.org/way/1302867100","54.15658742204648","-4.489106921162193","","","44","","Alexander Drive","","","Douglas","IM2 3QG","IM"
"1302875635","way","https://osm.org/way/1302875635","54.15683509880829","-4.486606660277638","","","5","","Alexander Drive","","","Douglas","IM2 3QD","IM"
"1302865612","way","https://osm.org/way/1302865612","54.15615780733639","-4.490146000365515","","The Ferns","52","","Alexander Drive","","","Douglas","IM2 3QH","IM"
"1302875639","way","https://osm.org/way/1302875639","54.15706320862454","-4.48680821987482","","","6","","Alexander Drive","","","Douglas","IM2 3QE","IM"
"1302875634","way","https://osm.org/way/1302875634","54.15681748661944","-4.486686446963518","","","7","","Alexander Drive","","","Douglas","IM2 3QD","IM"
"1302875640","way","https://osm.org/way/1302875640","54.15703180716303","-4.48688306490217","","","8","","Alexander Drive","","","Douglas","IM2 3QE","IM"
"1302875633","way","https://osm.org/way/1302875633","54.156800000000004","-4.4867680000000005","","","9","","Alexander Drive","","","Douglas","IM2 3QD","IM"
"1302860946","way","https://osm.org/way/1302860946","54.15732706432373","-4.49634603384612","","Arkadia","","","Alexander Drive","","","Douglas","IM2 3QX",""
"182594363","way","https://osm.org/way/182594363","54.15798010675413","-4.496069261443094","","Woodlands","","","Alexander Drive","","","Douglas","IM2 3QU","IM"
"60582635","way","https://osm.org/way/60582635","54.07770778172244","-4.6513320562524045","","The Engine House","","","Alexandra Road","","","Castletown","IM9 1TG",""
"10673109798","node","https://osm.org/node/10673109798","54.329977","-4.397731","","","","","Alkest Way","","","Ramsey","IM8 3NY",""
"10710776631","node","https://osm.org/node/10710776631","54.15264","-4.485604","","","12","","Allan Street","","","Douglas","IM1 3DH","IM"
"10710776637","node","https://osm.org/node/10710776637","54.152304","-4.486082","","","30","","Allan Street","","","Douglas","IM1 3DH","IM"
"10710776638","node","https://osm.org/node/10710776638","54.15215","-4.486301","","","38","","Allan Street","","","Douglas","IM1 3DH","IM"
"10710776623","node","https://osm.org/node/10710776623","54.152111","-4.486356","","","40","","Allan Street","","","Douglas","IM1 3DH","IM"
"1151321949","way","https://osm.org/way/1151321949","54.152724799891615","-4.485566716927354","","The Saleroom","8-10","","Allan Street","","","Douglas","IM1 3DQ",""
"10710776632","node","https://osm.org/node/10710776632","54.152684","-4.485552","","The Saleroom","8-10","","Allan Street","","","Douglas","IM1 3DQ",""
"10710776633","node","https://osm.org/node/10710776633","54.152716","-4.485501","","The Saleroom","8-10","","Allan Street","","","Douglas","IM1 3DQ",""
"1151321945","way","https://osm.org/way/1151321945","54.15161195632369","-4.486696258146534","","Rechabite Hall","","","Allan Street","","","Douglas","IM1 3DW","IM"
"901151018","way","https://osm.org/way/901151018","54.36700711617904","-4.439234084572685","","Old Smithy","","","Andreas Main Road","","","Andreas","IM7 4EZ","IM"
"901151020","way","https://osm.org/way/901151020","54.36705338329462","-4.440876478836476","","Police Station","","","Andreas Main Road","","","Andreas","IM7 4EZ","IM"
"901151023","way","https://osm.org/way/901151023","54.36692280690026","-4.44346012079281","","Rectory Cottages","","","Andreas Main Road","","","Andreas","IM7 4EZ","IM"
"418336881","way","https://osm.org/way/418336881","54.36754052293648","-4.4423690703139895","","","","","Andreas Main Road","","","Andreas","IM7 4EZ","IM"
"895078378","way","https://osm.org/way/895078378","54.36569784741648","-4.448644757917817","","","","","Andreas Main Road","","","Andreas","IM7 4HE",""
"773781476","way","https://osm.org/way/773781476","54.338458496034214","-4.3999258981082","","Dhoor School House","","","Andreas Road","","Dhoor","Dhoor","IM7 4EB","IM"
"773778697","way","https://osm.org/way/773778697","54.33858020035874","-4.400537108565507","","Meadow View","","","Andreas Road","","Dhoor","Dhoor","IM7 4EB","IM"
"773781469","way","https://osm.org/way/773781469","54.33696798798918","-4.395321828007735","","Grest Care Home","","","Andreas Road","","","Lezayre","IM7 4EA",""
"963224262","way","https://osm.org/way/963224262","54.33136456787573","-4.392195409248713","","Myrtle Hill","","","Andreas Road","","","Ramsey","IM8 3UA","IM"
"459976551","node","https://osm.org/node/459976551","54.332103","-4.394921","","","","","Andreas Road","","","Ramsey","IM8 3UA",""
"773778699","way","https://osm.org/way/773778699","54.338713300443246","-4.400933198674693","","Ballacarberry","","","Andreas Road","","Dhoor","","IM7 4EB","IM"
"220392635","way","https://osm.org/way/220392635","54.151234004674606","-4.518131511947977","","","1-4","","Appledene Court","","","Douglas","IM2 2BU","IM"
"220392636","way","https://osm.org/way/220392636","54.15158300224244","-4.517936004172404","","","13-16","","Appledene Court","","","Douglas","IM2 2BU","IM"
"220392637","way","https://osm.org/way/220392637","54.15166803821416","-4.518143627546121","","","17-20","","Appledene Court","","","Douglas","IM2 2BU","IM"
"220392638","way","https://osm.org/way/220392638","54.15175171686797","-4.518365856542951","","","21-24","","Appledene Court","","","Douglas","IM2 2BU","IM"
"220392639","way","https://osm.org/way/220392639","54.15117400157445","-4.517884004191154","","","5-8","","Appledene Court","","","Douglas","IM2 2BU","IM"
"220392640","way","https://osm.org/way/220392640","54.151406909769406","-4.517750887359661","","","9-12","","Appledene Court","","","Douglas","IM2 2BU","IM"
"59652554","way","https://osm.org/way/59652554","54.077061864644676","-4.662109424926087","","Royal Court","","","Arbory Road","","","Castletown","IM9 1RA",""
"60005400","way","https://osm.org/way/60005400","54.07415774616935","-4.663521304850731","","","","","Arbory Road","","","Castletown","IM9 1RE","IM"
"100438940","way","https://osm.org/way/100438940","54.07371707328548","-4.655229962681444","","","21","","Arbory Street","","","Castletown","IM9 1LN",""
"66343961","way","https://osm.org/way/66343961","54.07361080536731","-4.6549564897830455","","","","","Arbory Street","","","Castletown","IM9 1LH","IM"
"100054341","way","https://osm.org/way/100054341","54.07348929925674","-4.654255573700942","","","","","Arbory Street","","","Castletown","IM9 1LH",""
"963223976","way","https://osm.org/way/963223976","54.328584500000005","-4.3929715","","","","","Ash Grove","","","Ramsey","IM8 3HT",""
"963223977","way","https://osm.org/way/963223977","54.32869099828937","-4.392733433138274","","","","","Ash Grove","","","Ramsey","IM8 3HT",""
"963223978","way","https://osm.org/way/963223978","54.328793000000005","-4.392501500000002","","","","","Ash Grove","","","Ramsey","IM8 3HT",""
"963223979","way","https://osm.org/way/963223979","54.32889399333494","-4.392260572788214","","","","","Ash Grove","","","Ramsey","IM8 3HT",""
"963224011","way","https://osm.org/way/963224011","54.3291135","-4.39243","","","","","Ash Grove","","","Ramsey","IM8 3HT",""
"963224012","way","https://osm.org/way/963224012","54.32901150222136","-4.392675428337361","","","","","Ash Grove","","","Ramsey","IM8 3HT",""
"963224013","way","https://osm.org/way/963224013","54.32891068806143","-4.392906061645821","","","","","Ash Grove","","","Ramsey","IM8 3HT",""
"963224014","way","https://osm.org/way/963224014","54.328805187909396","-4.3931455548678695","","","","","Ash Grove","","","Ramsey","IM8 3HT",""
"963224015","way","https://osm.org/way/963224015","54.32870693189817","-4.393368970284709","","","","","Ash Grove","","","Ramsey","IM8 3HT",""
"963224016","way","https://osm.org/way/963224016","54.328625","-4.393612000000001","","","","","Ash Grove","","","Ramsey","IM8 3HT",""
"11881848854","node","https://osm.org/node/11881848854","54.084153","-4.758123","","Athol Park Guest House","","","Athol Park","","","Port Erin","IM9 6EX","IM"
"101847182","way","https://osm.org/way/101847182","54.08409426492564","-4.758147294887733","","","","","Athol Park","","","Port Erin","IM9 6EX","IM"
"79143401","way","https://osm.org/way/79143401","54.14949044604157","-4.481467269421325","","","11","","Athol Street","","","Douglas","IM1 1LD","IM"
"79143400","way","https://osm.org/way/79143400","54.14942124985889","-4.481507930927733","","Court House","13","","Athol Street","","","Douglas","IM1 1LD","IM"
"79143415","way","https://osm.org/way/79143415","54.14975431908442","-4.4815714435902585","","","14","","Athol Street","","","Douglas","IM1 1JA","IM"
"10623703243","node","https://osm.org/node/10623703243","54.149701","-4.481628","","","14","","Athol Street","","","Douglas","IM1 1JA",""
"79141598","way","https://osm.org/way/79141598","54.149960567473535","-4.481083967827175","","","2","","Athol Street","","","Douglas","IM1 1JA","IM"
"79143413","way","https://osm.org/way/79143413","54.149559912754086","-4.4819427691285645","","","20","","Athol Street","","","Douglas","IM1 1JA",""
"1139644381","way","https://osm.org/way/1139644381","54.14950917109493","-4.4820356060660735","","","22","","Athol Street","","","Douglas","IM1 1JA",""
"79143412","way","https://osm.org/way/79143412","54.149469792231436","-4.482135190118643","","","24","","Athol Street","","","Douglas","IM1 1JA","IM"
"79141612","way","https://osm.org/way/79141612","54.148987501399105","-4.482507998887294","","","25","","Athol Street","","","Douglas","IM1 1LB",""
"79141642","way","https://osm.org/way/79141642","54.14939864426999","-4.482376377921319","","","26","","Athol Street","","","Douglas","IM1 1JB",""
"79141635","way","https://osm.org/way/79141635","54.14932746423771","-4.48242606941674","","","28","","Athol Street","","","Douglas","IM1 1JB",""
"79141609","way","https://osm.org/way/79141609","54.14890496139808","-4.482692569123413","","","29/31","","Athol Street","","","Douglas","IM1 1LB",""
"79141634","way","https://osm.org/way/79141634","54.149324741448574","-4.482548943592556","","","30","","Athol Street","","","Douglas","IM1 1JB",""
"79141637","way","https://osm.org/way/79141637","54.1492524142836","-4.482585197516086","","","32","","Athol Street","","","Douglas","IM1 1JB",""
"79141608","way","https://osm.org/way/79141608","54.1488281738484","-4.482865859961186","","","33-37","","Athol Street","","","Douglas","IM1 1LB",""
"79141617","way","https://osm.org/way/79141617","54.14875458881469","-4.4830313614440565","","","33-37","","Athol Street","","","Douglas","IM1 1LB",""
"79141622","way","https://osm.org/way/79141622","54.149221692185726","-4.482684610764973","","","34","","Athol Street","","","Douglas","IM1 1JB",""
"79141625","way","https://osm.org/way/79141625","54.14914879868293","-4.482940473072551","","Securities House","38","","Athol Street","","","Douglas","IM1 1QH",""
"79141614","way","https://osm.org/way/79141614","54.14905758185052","-4.48315307107736","","Millennium House","46","","Athol Street","","","Douglas","IM1 1JB",""
"79141630","way","https://osm.org/way/79141630","54.14895575529525","-4.483313640493873","","","50","","Athol Street","","","Douglas","IM1 1JB","IM"
"59384795","way","https://osm.org/way/59384795","54.148841545082085","-4.48365738303184","","Exchange House","52-62","","Athol Street","","","Douglas","IM1 1JD",""
"895923915","way","https://osm.org/way/895923915","54.14868608646242","-4.484012052101496","","Britannia House","64a","","Athol Street","","","Douglas","IM1 1JD",""
"79143403","way","https://osm.org/way/79143403","54.149570268834985","-4.48128854732936","","","7","","Athol Street","","","Douglas","IM1 1LD","IM"
"79143402","way","https://osm.org/way/79143402","54.14953142528434","-4.481380086363479","","Dölberg House","9","","Athol Street","","","Douglas","IM1 1LD","IM"
"8328949334","node","https://osm.org/node/8328949334","54.148702","-4.484132","","Britannia House","","","Athol Street","","","Douglas","IM1 1JD","IM"
"61580810","way","https://osm.org/way/61580810","54.14932099235434","-4.481559693380191","","The Old Courthouse","","","Athol Street","","","Douglas","IM1 1LD","IM"
"10618502535","node","https://osm.org/node/10618502535","54.14939","-4.48162","","The Old Courthouse","","","Athol Street","","","Douglas","IM1 1LD","IM"
"10618502536","node","https://osm.org/node/10618502536","54.149352","-4.481683","","The Old Courthouse","","","Athol Street","","","Douglas","IM1 1LD","IM"
"101784710","way","https://osm.org/way/101784710","54.072729159299925","-4.738286729216076","","Athol House","","","Athol Street","","","Port Saint Mary","IM9 5DS","IM"
"101784728","way","https://osm.org/way/101784728","54.07195072315246","-4.738020628055805","","Sydney Cottage","","","Athol Street","","","Port Saint Mary","IM9 5DS","IM"
"101784744","way","https://osm.org/way/101784744","54.072587333132034","-4.738554837989826","","","","","Athol Street","","","Port Saint Mary","IM9 5DS","IM"
"61673161","way","https://osm.org/way/61673161","54.071064677293414","-4.73690381252872","","","","","Athol Street","","","","IM9 5DS",""
"498494360","node","https://osm.org/node/498494360","54.222727","-4.691865","","","12","","Atholl Place","","","Peel","IM5 1HE","IM"
"147191845","way","https://osm.org/way/147191845","54.222770621214835","-4.692529940238222","","","2","","Atholl Place","","","Peel","IM5 1HE","IM"
"1280577084","way","https://osm.org/way/1280577084","54.22274875842892","-4.6924515074782995","","","4","","Atholl Place","","","Peel","IM5 1HE","IM"
"147191861","way","https://osm.org/way/147191861","54.22269783536322","-4.692394585497812","","","6","","Atholl Place","","","Peel","IM5 1HE","IM"
"147183390","way","https://osm.org/way/147183390","54.22267121436131","-4.69229490929187","","","8-10","","Atholl Place","","","Peel","IM5 1HE","IM"
"1194879902","way","https://osm.org/way/1194879902","54.22289094839991","-4.692134899724008","","","9","","Atholl Place","","","Peel","IM5 1HE","IM"
"147183511","way","https://osm.org/way/147183511","54.222566033390095","-4.692379024910195","","","25","","Atholl Street","","","Peel","IM5 1HQ","IM"
"147183411","way","https://osm.org/way/147183411","54.22246367046286","-4.691982380918713","","","26","","Atholl Street","","","Peel","IM5 1HQ","IM"
"147183381","way","https://osm.org/way/147183381","54.22183435343001","-4.692516168097688","","","6","","Atholl Street","","","Peel","IM5 1HQ","IM"
"1217389846","way","https://osm.org/way/1217389846","54.17490649772256","-4.45666600173542","","","4-5","","Avondale Court","","","Onchan","IM3 1AG","IM"
"10716557905","node","https://osm.org/node/10716557905","54.175103","-4.456676","","","6","","Avondale Court","","","Onchan","IM3 1AG","IM"
"10716540904","node","https://osm.org/node/10716540904","54.175014","-4.456563","","","","","Avondale Court","","","Onchan","IM3 1AG","IM"
"10659969550","node","https://osm.org/node/10659969550","54.175979","-4.458086","","","1","Birchley Terrace","Avondale Road","","","Onchan","IM3 4EY",""
"10659969552","node","https://osm.org/node/10659969552","54.175918","-4.458774","","","10","Birchley Terrace","Avondale Road","","","Onchan","IM3 4EY",""
"10659969559","node","https://osm.org/node/10659969559","54.175939","-4.458537","","","7","Birchley Terrace","Avondale Road","","","Onchan","IM3 4EY",""
"10659969558","node","https://osm.org/node/10659969558","54.175932","-4.458616","","","8","Birchley Terrace","Avondale Road","","","Onchan","IM3 4EY",""
"10659969551","node","https://osm.org/node/10659969551","54.175925","-4.458695","","","9","Birchley Terrace","Avondale Road","","","Onchan","IM3 4EY",""
"981865677","way","https://osm.org/way/981865677","54.17595451981755","-4.458431307927214","","","","Birchley Terrace","Avondale Road","","","Onchan","IM3 4EY",""
"10716515398","node","https://osm.org/node/10716515398","54.174665","-4.455458","","","1","","Avondale Road","","","Onchan","IM3 1AG","IM"
"247968412","way","https://osm.org/way/247968412","54.1755195","-4.455961","","","10C","","Avondale Road","","Village Walk","Onchan","IM3 4EA","IM"
"1145467159","way","https://osm.org/way/1145467159","54.17594540558491","-4.458919609871743","","","11","","Avondale Road","","","Onchan","IM3 4EY",""
"10716515403","node","https://osm.org/node/10716515403","54.17502","-4.456082","","","11","","Avondale Road","","","Onchan","IM3 1AG","IM"
"246812764","way","https://osm.org/way/246812764","54.17546401862447","-4.456615011612522","","","11B","","Avondale Road","","","Onchan","IM3 4EA","IM"
"10716515404","node","https://osm.org/node/10716515404","54.175054","-4.456142","","","12","","Avondale Road","","","Onchan","IM3 1AG","IM"
"246812788","way","https://osm.org/way/246812788","54.17602710271727","-4.455450970848327","","","1A","","Avondale Road","","Village Walk","Onchan","IM3 4EA","IM"
"246812775","way","https://osm.org/way/246812775","54.17602710271729","-4.455450970848328","","","1B","","Avondale Road","","Village Walk","Onchan","IM3 4EA","IM"
"10716515399","node","https://osm.org/node/10716515399","54.174706","-4.455497","","","2","","Avondale Road","","","Onchan","IM3 1AG","IM"
"246812757","way","https://osm.org/way/246812757","54.17601844521139","-4.455890737996775","","","21B","","Avondale Road","","","Onchan","IM3 4EB","IM"
"247968423","way","https://osm.org/way/247968423","54.17545485023925","-4.456083731573815","","","24A","","Avondale Road","","","Onchan","IM3 4EA","IM"
"246812771","way","https://osm.org/way/246812771","54.175859466454064","-4.455420018341012","","","2B","","Avondale Road","","Village Walk","Onchan","IM3 4EA","IM"
"247968413","way","https://osm.org/way/247968413","54.175859466454064","-4.455420018341012","","","2C","","Avondale Road","","Village Walk","Onchan","IM3 4EA","IM"
"10716515400","node","https://osm.org/node/10716515400","54.174742","-4.455543","","","3","","Avondale Road","","","Onchan","IM3 1AG","IM"
"246812767","way","https://osm.org/way/246812767","54.17582302892398","-4.455478435369921","","","3B","","Avondale Road","","Village Walk","Onchan","IM3 4EA","IM"
"247968424","way","https://osm.org/way/247968424","54.17582302892398","-4.455478435369921","","","3C","","Avondale Road","","Village Walk","Onchan","IM3 4EA","IM"
"10716515401","node","https://osm.org/node/10716515401","54.174782","-4.455655","","","4","","Avondale Road","","","Onchan","IM3 1AG","IM"
"246812769","way","https://osm.org/way/246812769","54.17578631332587","-4.455536545506984","","","4B","","Avondale Road","","Village Walk","Onchan","IM3 4EA","IM"
"247968414","way","https://osm.org/way/247968414","54.17578631332588","-4.455536545506985","","","4C","","Avondale Road","","Village Walk","Onchan","IM3 4EA","IM"
"10716515402","node","https://osm.org/node/10716515402","54.174813","-4.455712","","","5","","Avondale Road","","","Onchan","IM3 1AG","IM"
"247968416","way","https://osm.org/way/247968416","54.175752993169745","-4.455617458242358","","","5C","","Avondale Road","","Village Walk","Onchan","IM3 4EA","IM"
"247968411","way","https://osm.org/way/247968411","54.17571128163965","-4.455688612576958","","","6C","","Avondale Road","","Village Walk","Onchan","IM3 4EA","IM"
"246812770","way","https://osm.org/way/246812770","54.17566703253455","-4.455759436410804","","","7B","","Avondale Road","","Village Walk","Onchan","IM3 4EA","IM"
"247968419","way","https://osm.org/way/247968419","54.17566703253455","-4.455759436410803","","","7C","","Avondale Road","","Village Walk","Onchan","IM3 4EA","IM"
"247968421","way","https://osm.org/way/247968421","54.17562091942642","-4.4558205168034934","","","8C","","Avondale Road","","Village Walk","Onchan","IM3 4EA","IM"
"246812756","way","https://osm.org/way/246812756","54.1755195","-4.455961","","","9B","","Avondale Road","","Village Walk","Onchan","IM3 4EA","IM"
"247968422","way","https://osm.org/way/247968422","54.17556750000001","-4.4558845","","","9C","","Avondale Road","","Village Walk","Onchan","IM3 4EA","IM"
"247968410","way","https://osm.org/way/247968410","54.17605639346874","-4.457426966528559","","","","","Avondale Road","","","Onchan","IM3 4EZ",""
"247968415","way","https://osm.org/way/247968415","54.17575299316974","-4.455617458242358","","","5A","","Avondale Road","","Village Walk","","IM3 4EA",""
"247968417","way","https://osm.org/way/247968417","54.17571128163965","-4.455688612576958","","","6A","","Avondale Road","","Village Walk","","IM3 4EA",""
"247968418","way","https://osm.org/way/247968418","54.17566703253455","-4.455759436410804","","","7A","","Avondale Road","","Village Walk","","IM3 4EA",""
"247968420","way","https://osm.org/way/247968420","54.17562091942642","-4.455820516803493","","","8A","","Avondale Road","","Village Walk","","IM3 4EA",""
"99527582","way","https://osm.org/way/99527582","54.07580210531115","-4.653504585297593","","Claddagh Cottage","","","Back Hope Street","","","Castletown","IM9 1AR","IM"
"1297170861","way","https://osm.org/way/1297170861","54.20629078761167","-4.407771518917142","","Baldrine Lodge","","","Baldrine Main Road","","","Baldrine","IM4 6ET","IM"
