"id","lat","lon","name","name:en","name:gv","tourism","website","phone"
"475395126","54.37667","-4.457449","Leodest Farm","","","guest_house","http://www.leodestfarm.co.uk",""
"475395150","54.225739","-4.616811","Glen Helen","","","attraction","",""
"475395188","54.18342","-4.476031","Cronk-ny-mona","","Cronk-ny-mona","attraction","",""
"476150218","54.161805","-4.474519","Ascot Hotel","","","hotel","https://www.hotel-ascot.co.uk/",""
"476150222","54.161275","-4.475035","Welbeck Hotel","","","hotel","https://www.welbeckhotel.com/","+44 1624 675663"
"476150244","54.163278","-4.470225","Penta Hotel","","","hotel","http://www.regency.im/Penta",""
"476184704","54.366888","-4.438508","Ballacottier Beg","","","chalet","",""
"477370931","54.289476","-4.491632","Killeabraegga Cottage","","","chalet","https://www.isleofmancottage.com/",""
"477372456","54.350427","-4.510566","The Swiss Chalet","","","chalet","http://www.the-swiss-chalet.com",""
"478680057","54.161386","-4.474906","Mereside","","","hotel","https://www.hqbar.im/mereside.php",""
"478680058","54.161215","-4.4744","Glen Mona","","","guest_house","https://www.hqbar.im/glenmona.php",""
"480448003","54.181641","-4.453893","Mullen Beg","","","guest_house","http://www.mullenbeg.com",""
"492450565","54.192537","-4.567975","Ballavitchel Farm","","","chalet","http://www.ballavitchel.com",""
"492916887","54.118489","-4.637253","Ballachrink Barn Cottages","","","chalet","http://www.barncottagesisleofman.com",""
"492916892","54.143371","-4.614197","Edd Gollan Geayee","","","chalet","https://www.eddgollangeayee.co.uk/",""
"496611444","54.384578","-4.477712","Ballathona Farm","","","guest_house","",""
"501841536","54.152965","-4.482761","Melrose Guest House","","","guest_house","http://www.melroseguesthouse.co.uk",""
"502292309","54.160812","-4.475513","Seaview Hotel","","","hotel","http://www.seaview.co.im/",""
"502292316","54.221071","-4.40022","Pinfold Cottage","","","chalet","https://www.pinfoldholidaycottage.com/",""
"502490905","54.16027","-4.479197","Arrandale House","","","hotel","http://www.arrandale.com",""
"502533095","54.19372","-4.628883","Kenaa Holiday Accommodation","","","chalet","https://www.kennaa.com/holidayaccommodation.htm",""
"549539741","54.163292","-4.740428","","","","viewpoint","",""
"551862841","54.143453","-4.4694","Douglas Head","","","viewpoint","",""
"727475963","54.147836","-4.482691","Sail Lofts","","","guest_house","https://www.saillofts.im","+44 1624 625005"
"727802289","54.068219","-4.737015","","","","picnic_site","",""
"734998862","54.148556","-4.47379","Isle of Man Welcome Centre","","","information","",""
"735916611","54.143246","-4.468501","Sir William Hillary","","","artwork","",""
"756012451","54.157036","-4.642757","","","","picnic_site","",""
"780295091","54.095064","-4.646813","Cross Four Ways","","","attraction","",""
"801113963","54.190237","-4.581696","The Highlander","","","attraction","",""
"801114012","54.192709","-4.588866","Greeba Castle","","","attraction","",""
"939199116","54.164109","-4.468655","Silvercraigs","","","hotel","http://www.silvercraigshotel.com","01624 677776"
"939199118","54.164052","-4.468746","Inglewood","","","guest_house","https://www.inglewood.im/","01624 674734"
"1069323482","54.159942","-4.480967","Adelphi Hotel","","","hotel","http://www.iomhotels.co.uk/","+44 1624 676591"
"1151886562","54.315591","-4.513742","Quarry Bends","","","attraction","",""
"1219367462","54.111063","-4.64357","Mullin-y-Carty","","","camp_site","",""
"1286674600","54.205921","-4.636654","","","","viewpoint","",""
"1286674699","54.203508","-4.64398","","","","viewpoint","",""
"1304030839","54.292733","-4.577906","Birkin's Bend","","","attraction","",""
"1697702230","54.237038","-4.47367","32nd Milestone","","","attraction","",""
"1697727831","54.313212","-4.376976","Waterworks","","","attraction","",""
"1697727855","54.301146","-4.393582","26th Milestone","","","attraction","",""
"1697728716","54.314761","-4.382963","Stella Maris","","","attraction","",""
"1732876575","54.320618","-4.393594","School House Corner","","","attraction","",""
"1732884687","54.318072","-4.432749","Glentramman","","","attraction","",""
"1745777545","54.241574","-4.606308","Molyneux's","","","attraction","",""
"1745777551","54.250412","-4.589163","Handley's Corner","","","attraction","",""
"1745777565","54.25438","-4.585168","McGuinness's","","","attraction","",""
"1747483581","54.319273","-4.382518","Cruickshank's Corner","","","attraction","",""
"1751528049","54.171538","-4.536224","Ballahutchin Hill","","","attraction","",""
"1783400412","54.248009","-4.465036","Hailwood's Rise","","","attraction","",""
"1925453835","54.063924","-4.793537","Calf Sound","","","viewpoint","",""
"1950174701","54.117896","-4.586479","Murray's Motorcycle Museum","Murray's Motorcycle Museum","","museum","https://www.murraysmotorcyclemuseum.com",""
"2388000716","54.183971","-4.566128","Marown Parish Comissioners","","","information","",""
"2394523265","54.127226","-4.520479","","","","picnic_site","",""
"2394903220","54.127262","-4.503909","","","","viewpoint","",""
"2394903241","54.127576","-4.503416","","","","picnic_site","",""
"2653154859","54.073451","-4.653804","","","","information","",""
"3427837027","54.233833","-4.405198","The Great Laxey Mine Railway","","","attraction","",""
"3666167636","54.160653","-4.479874","The Ashton","","","hotel","",""
"4115148160","54.120315","-4.581489","Santon Country Retreat","","","hotel","https://www.visitisleofman.com/stay/santon-country-retreat-p1287691",""
"4127664537","54.263216","-4.461682","","","","information","",""
"4144257679","54.148075","-4.485372","Douglas","","","information","",""
"4633634221","54.073344","-4.653063","","","","information","",""
"4861893526","54.225066","-4.698562","Lady Fenella","","","artwork","",""
"4899420258","54.173547","-4.560728","Glen Darragh Water Wheel","","","attraction","",""
"5063392621","54.135269","-4.668008","Kerroobeg","Kerroobeg","","viewpoint","",""
"5117277517","54.202224","-4.470726","Gob-ny-Geay","","","attraction","",""
"5211483492","54.072558","-4.652179","","","","viewpoint","",""
"6174710385","54.355675","-4.549967","Pasages Shipwreck","","","attraction","",""
"6503531569","54.17966","-4.509236","FC Camping Union Mills","","","camp_site","https://tt.umfc.tv/",""
"6609143864","54.208326","-4.71453","","","","picnic_site","",""
"6739810081","54.262094","-4.46262","","","","viewpoint","",""
"6918863985","54.28691","-4.587425","Michael United AFC Campsite","","","camp_site","https://www.visitisleofman.com/trade/information/product-catch-all/michael-utd-afc-campsite-p1287451",""
"7151277585","54.318194","-4.377193","Nine Carlton Grove","","","apartment","https://www.visitisleofman.com/stay/nine-carlton-grove-p1360601",""
"7777593447","54.068511","-4.76854","Church Farm Walk","","","information","",""
"7843012495","54.053261","-4.823501","","","","information","",""
"7843012498","54.052756","-4.828492","","","","information","",""
"7887954946","54.186817","-4.573252","Crosby Jump","","","attraction","",""
"8280984447","54.208165","-4.6343","","","","artwork","",""
"8355908520","54.085469","-4.759376","","","","information","",""
"8355908547","54.085858","-4.759289","Boat","","","artwork","",""
"8378219631","54.228072","-4.620199","Sarah's Cottage","","","attraction","",""
"8378507536","54.229613","-4.597069","Rhenass Waterfall","","","attraction","",""
"8555436710","54.262939","-4.449376","The Verandah","","","attraction","",""
"8555436824","54.305433","-4.381823","Gooseneck","","","attraction","",""
"8555436839","54.312892","-4.384994","Ramsey Hairpin","","","attraction","",""
"8560685225","54.233727","-4.406295","","","","information","",""
"8603450963","54.091326","-4.649636","""Vampire's Grave""","","","attraction","",""
"8914832018","54.075085","-4.652648","","","","information","",""
"8980672916","54.157587","-4.565699","","","","information","",""
"8980761217","54.157247","-4.566615","","","","information","",""
"8988077264","54.135553","-4.577016","","","","information","",""
"9023586433","54.152912","-4.479372","Loft 11","","","apartment","",""
"9217019709","54.327493","-4.409122","","","","picnic_site","",""
"9257779946","54.306765","-4.342485","","","","viewpoint","",""
"9257779947","54.302324","-4.322929","","","","viewpoint","",""
"9257779968","54.298162","-4.312526","","","","viewpoint","",""
"9257779970","54.296203","-4.310639","","","","viewpoint","",""
"9257780005","54.311302","-4.351115","","","","viewpoint","",""
"9289101494","54.406119","-4.412482","","","","viewpoint","",""
"9332491586","54.168116","-4.531051","Saba's Glen Yurt","","","chalet","https://www.sabasglenyurt.com/",""
"9358245964","54.298235","-4.311602","","","","viewpoint","",""
"9364283779","54.241354","-4.408517","","","","viewpoint","",""
"9364283796","54.244941","-4.399597","","","","viewpoint","",""
"9473024606","54.321493","-4.381068","Millennium Sculpture","","","artwork","",""
"9851665917","54.05386","-4.822092","Or Vooar","","","attraction","",""
"9851666517","54.056006","-4.824416","Or Vooar","","","attraction","",""
"9918871435","54.245251","-4.596878","11th Milestone","","","attraction","",""
"9970463030","54.16698","-4.455227","Steve Hislop Memorial","","","artwork","",""
"10049617258","54.151818","-4.478305","Ellan Vannin","","","hotel","https://www.ellanvanninhotel.im/","+441624674824"
"10135859524","54.250257","-4.642064","Natural Arch","","","attraction","",""
"10135859526","54.246621","-4.648477","Cave","","","attraction","",""
"10135859527","54.245481","-4.649991","Cave","","","attraction","",""
"10169482882","54.137479","-4.52231","Real Fairy Bridge","","","attraction","",""
"10169482883","54.114646","-4.595244","Fairy Bridge","","","attraction","",""
"10297403400","54.271522","-4.376883","Garff Commissioners","","","information","",""
"10297500992","54.23022","-4.404546","","","","information","",""
"10607167375","54.320701","-4.381312","","","","information","",""
"10607193605","54.320887","-4.384754","","","","information","",""
"10607193606","54.320899","-4.384728","Ramsey Town Commissioners","","","information","",""
"10634772695","54.153458","-4.48428","Lansdowne","","","guest_house","",""
"10648497429","54.323102","-4.38782","","","","information","",""
"10651817852","54.322589","-4.387561","","","","information","",""
"10674834325","54.070682","-4.766043","","","","information","",""
"10681892882","54.321824","-4.378025","","","","information","",""
"10683382251","54.363362","-4.503793","Garden Cottage","","","chalet","",""
"10683492835","54.348383","-4.493023","Ballacrye Beg","","","chalet","https://ballacryebeg.com",""
"10685384491","54.170651","-4.728765","The Dalby Hub Bunkhouse","","","chalet","http://www.stjamesdalby.org/the-bunkhouse.html",""
"10686459993","54.169082","-4.518429","","","","information","",""
"10688364361","54.200667","-4.413569","","","","information","",""
"10688639709","54.291434","-4.579422","Pennybridge TT Campsite","","","camp_site","",""
"10693193695","54.199963","-4.638457","St John's United Football Club Campsite","","","camp_site","http://www.stjohnsfootballclub.com",""
"10711123023","54.064106","-4.662648","Historic Scarlett Landscape","","","information","https://culturevannin.im/exploremore/places/scarlett-landscape-386121/",""
"10711123024","54.064137","-4.662629","Scarlett Visitor Centre and Nature Trail","","","information","",""
"10717466014","54.154565","-4.481996","","","","information","",""
"10717665419","54.213859","-4.47988","Keppel Gate","","","attraction","",""
"10742329750","54.319909","-4.404317","Milntown Apartments","","","chalet","https://www.milntown.org/apartments-568920/",""
"10778781241","54.07394","-4.652007","Captain John Quilliam","","","artwork","",""
"10794945305","54.159221","-4.480582","All Seasons","","","guest_house","",""
"10813037049","54.29083","-4.394601","","","","artwork","",""
"10844057179","54.15467","-4.478366","Cultural area","","","attraction","",""
"10853173502","54.155831","-4.501449","Quarterbridge","","","attraction","",""
"10853994042","54.076099","-4.653834","The Signet Studio","","","apartment","",""
"10858616256","54.220461","-4.626835","The Blackdub","","","attraction","https://www.theblackdub.com",""
"10858845295","54.212505","-4.63074","Doran's Bend","","","attraction","",""
"10858941214","54.218228","-4.632624","Laurel Bank","Laurel Bank","Cronk-y-Killey","attraction","",""
"10858941283","54.231021","-4.617503","Creg Willey's Hill","","","attraction","",""
"10858941284","54.235849","-4.613324","Lambfell","","","attraction","",""
"10861071081","54.250374","-4.588935","Ballamenagh Cottage Studio","","","chalet","http://isleofmancottages.co.uk/ballamenagh.html",""
"10862106479","54.166727","-4.463177","Sir Hall Caine","","","artwork","",""
"10862149551","54.086944","-4.634888","The Legs of Man","","","artwork","",""
"10862209336","54.079502","-4.661567","Southern 100 start line","","","attraction","",""
"10862294643","54.091273","-4.649082","Church Bends","","","attraction","",""
"10862294644","54.094347","-4.657552","Billown Dip","","","attraction","",""
"10862294645","54.094679","-4.664709","Williams Corner","","","attraction","",""
"10862294646","54.096708","-4.66982","Ballawhetstone","","","attraction","",""
"10862294647","54.093209","-4.674955","Ballanorris","","","attraction","",""
"10864523373","54.154749","-4.478381","The Dancers","","","artwork","",""
"10867731359","54.321085","-4.464745","Kerrowmoar","","","attraction","",""
"10868094898","54.171815","-4.46829","Governor's Bridge","","","attraction","",""
"10868989796","54.213173","-4.630163","Glen Helen House Apartment","","","apartment","https://www.visitisleofman.com/stay/glen-helen-house-apartment-p1319111",""
"10871602930","54.172027","-4.468963","Governor's Dip","","","attraction","",""
"10880817236","54.069548","-4.768631","Cregneash Cross","","","attraction","",""
"10887131646","54.150303","-4.477046","The Bee Gees","","","artwork","",""
"10891721348","54.149219","-4.474407","","","","information","",""
"10897674917","54.252642","-4.46272","Joey Dunlop","","","artwork","",""
"10979302877","54.073231","-4.621757","Derbyhaven Bay","","","artwork","",""
"10992195969","54.147773","-4.47695","","","","information","",""
"11009081313","54.143453","-4.467837","","","","information","",""
"11009081344","54.143423","-4.46892","","","","information","",""
"11009988558","54.218416","-4.432407","","","","viewpoint","",""
"11012439064","54.148511","-4.480558","","","","artwork","",""
"11014683949","54.315578","-4.488666","Sulby Starch Mill Stones","","","information","",""
"11015455517","54.171373","-4.515035","","","","information","",""
"11016563696","54.317468","-4.473777","","","","viewpoint","",""
"11059912727","54.092108","-4.761952","","","","information","",""
"11065225042","54.07683","-4.738442","","","","information","",""
"11078547873","54.174754","-4.454565","","","","information","",""
"11104889311","54.166997","-4.452613","Raad Ny Foillan Obelisk","","","information","",""
"11109516684","54.226263","-4.684725","Raad Ny Foillan Obelisk","","","information","",""
"11109545170","54.324086","-4.381113","Raad Ny Foillan Obelisk","","","information","",""
"11109547846","54.08824","-4.759137","Raad Ny Foillan Obelisk","","","information","",""
"11125998681","54.214076","-4.698737","The Moddey Dhoo of Peel Castle","","","artwork","",""
"11125998689","54.204117","-4.650702","The Lost Wife of Ballaleece","","","artwork","",""
"11132701739","54.149893","-4.48004","","","","information","",""
"11161441105","54.066871","-4.771737","Spanish Head Road","","","information","",""
"11162034928","54.078855","-4.649125","","","","information","",""
"11164580385","54.105039","-4.729698","","","","viewpoint","",""
"11197682133","54.067459","-4.773671","Meadows","","","information","",""
"11197682134","54.067719","-4.772985","","","","information","",""
"11197682135","54.068394","-4.771133","The Meadow Field","","","information","",""
"11197682136","54.066798","-4.773918","","","","information","",""
"11197704437","54.067026","-4.774261","","","","information","",""
"11197748568","54.106338","-4.638329","Trail Lodge","","","guest_house","https://www.traillodge.im",""
"11229561712","54.168107","-4.575737","St Patrick's Chair","","","information","",""
"25986488","","","Peel Road","","","attraction","",""
"25987737","","","Braddan Bridge","","","attraction","",""
"25987835","","","Ballaugh Main Road","Ballaugh Main Road","","attraction","",""
"38300993","","","Rushen Abbey","","","museum","",""
"38301009","","","Castle Rushen","Castle Rushen","Cashtal Rushen","museum","https://manxnationalheritage.im/our-sites/castle-castletown/",""
"38707987","","","Fairy Bridge","","","attraction","",""
"39658905","","","The Curraghs Wildlife Park","","","zoo","https://www.curraghswildlifepark.im","+44 1624 897323"
"40566046","","","Tynwald Hill","Tynwald Hill","Cronk Keeill Eoin","attraction","",""
"54190207","","","Laxey Campsite","","","camp_site","",""
"59279322","","","Manx Museum","Manx Museum","Thie Tashtee Vannin","museum","https://manxnationalheritage.im/our-sites/manx-museum/",""
"59284246","","","Palace Hotel & Casino","","","hotel","https://www.palacehotelcasino.co.im/","+44 1624 662662"
"59285948","","","The Sefton","","","hotel","https://www.seftonhotel.co.im/",""
"59392898","","","Grandstand","","","attraction","",""
"59400559","","","Joiner's Workshop","","","attraction","",""
"59400571","","","The Smithy","","","attraction","",""
"59400622","","","Cregneash Cafe","Cregneash Cafe","","museum","https://thesound.im/cregneash-cafe/",""
"59400625","","","Harry Kelly's Cottage","Harry Kelly's Cottage","Bwaane Harry Kelly","attraction","",""
"59523535","","","Comis Hotel and Golf Resort","","","hotel","https://www.comishotelandgolfresort.com","+44 1624 661111"
"59541016","","","Sefton Express","","","hotel","https://www.seftonexpress.co.uk/",""
"59582056","","","Kerroobeg Cottage","Kerroobeg Cottage","","guest_house","",""
"59700879","","","House of Manannan","","","museum","https://www.gov.im/MNH/heritage/museums/manannan.xml",""
"59700905","","","Peel Castle","Peel Castle","Cashtal Phurt ny h-Inshey","attraction","https://manxnationalheritage.im/our-sites/peel-castle/",""
"60007280","","","Isle of Man Railway Museum","","","museum","https://www.iombusandrail.im/heritage/museums/port-erin-railway-museum/",""
"60007293","","","Cherry Orchard","","","aparthotel","http://www.cherry-orchard.com/","+44 1624 833811"
"60007299","","","Rushen Heritage Centre","","Ynnyd Eiraght Rushen","information","",""
"60048757","","","The Falcons Nest Hotel","","","hotel","https://www.thenest.im","+44 1624 834077"
"60177067","","","Foxdale Heritage Centre","","","museum","http://www.foxdale-village.net/",""
"60930657","","","The Old Grammar School","The Old Grammar School","Yn Chenn Scoill Ghrammeyoys","museum","https://manxnationalheritage.im/our-sites/old-grammar-school/",""
"62226362","","","Wyndham","","","hotel","https://alphamanagementservices.co.uk/","+44 1624 676913"
"62390312","","","Shore Hotel","","","hotel","https://www.theshoregansey.com","+44 1624 832269"
"62393623","","","Niarbyl Cottages","","","attraction","",""
"65750687","","","Saint Trinian's","","Keeill Brisht","attraction","",""
"77415355","","","Marine Drive Old Toll Gate","","","attraction","",""
"77818790","","","Kings Guest House","","","guest_house","http://www.kings.im","+44 1624 620829"
"79141576","","","Tynwald","Tynwald","Tinvaal","attraction","https://www.tynwald.org.im//",""
"79398096","","","Balmoral Hotel","","","hotel","http://www.balmoralporterin.co.uk",""
"80822410","","","Hydro","","","hotel","https://www.hydrohotel.co.im/","01624 676870"
"80822418","","","Four Seasons","","","hotel","",""
"80822456","","","The Edelweiss","","","hotel","http://www.edelweiss-hotel.co.uk",""
"80822489","","","Regency Hotel","","","hotel","https://www.regency.im",""
"80830546","","","The Empress","","","hotel","https://www.theempresshotel.net/",""
"80830548","","","Saint Helier's","","","hotel","",""
"80830551","","","Savoy","","","hotel","https://www.savoyiom.com/",""
"80989823","","","Admiral House","","","hotel","http://www.admiralhouse.com/",""
"81446763","","","The Chesterhouse Hotel","","","hotel","https://www.sleepwellhotels.com/hotels/isle_of_man/chesterhouse",""
"81446768","","","Ellan Vannin Hotel","","","hotel","",""
"81446769","","","Gloucester House","","","apartments","http://www.gloucesterhouse.im/",""
"81446775","","","Cunard","","","apartments","https://www.cunard-accom.com/","+44 1624 676728"
"81446776","","","Claremont","","","hotel","https://www.sleepwellhotels.com/hotels/isle_of_man/claremont","+44 1624 617068"
"81446779","","","The Town House","","","hotel","https://www.thetownhouse.im/",""
"81446781","","","Sugarland Hotel","","","hotel","http://www.gov.im/tourism/accommodation/properties/SV70%7B23CE477E-1C24-DE11-BB88-00155D016A2D%7D.qry?datefrom_Day=14&datefrom_Month=10&datefrom_Year=2010&nights=1&area=1&type=13&Type_Single=&Type_Twin=&Type_Double=&Type_Triple=&Type_FourOrMore=&facility=",""
"82626204","","","South Barrule Hill Fort","","","attraction","",""
"82726598","","","Premier Inn","","","hotel","https://www.premierinn.com/gb/en/hotels/england/isle-of-man/douglas/douglas-isle-of-man.html",""
"91347977","","","The Nautical Museum","The Nautical Museum","Yn Thie Tashtee Lhuingey","museum","https://manxnationalheritage.im/our-sites/nautical-museum/",""
"100018176","","","George Hotel","","","hotel","https://www.thegeorge.im",""
"100464798","","","Old House of Keys","Old House of Keys","Shenn Thie Yn Chiare As Feed","museum","https://manxnationalheritage.im/our-sites/old-house-of-keys/",""
"100540301","","","Scarlett Nature Discovery Centre","","","information","https://www.gov.im/tourism/culture/attractions/scarlett_attract.xml",""
"101393009","","","West Lodge","","","guest_house","http://westlodgeiom.com","01624 832346"
"101784664","","","Thie Fuinnee","","","chalet","https://www.islandescapes.im/property/564099",""
"101799684","","","Aaron House","","","guest_house","http://www.aaronhouse.co.uk/",""
"101799752","","","Beach Croft","","","guest_house","",""
"101833417","","","The Bay Hotel","","","hotel","",""
"101847182","","","Anchorage Guesthouse","","","guest_house","http://www.anchorageguesthouse.com/",""
"102227003","","","Colloway Cottage","","","chalet","https://www.visitisleofman.com/stay/colloway-cottage-p1289221",""
"102638470","","","Ramsey Art Gallery","","","artwork","http://www.ramseyartgallery.com/",""
"102734588","","","Ramsey Park Hotel","","","hotel","https://www.classiclodges.co.uk/ramsey-park/",""
"103485031","","","Manx Aviation and Military Museum","","","museum","http://www.maps.org.im/museum","+44 1624 829294"
"103529572","","","Cronk Darragh Cottage","","","chalet","https://www.visitisleofman.com/stay/cronk-darragh-cottage-p1289341",""
"103529579","","","Francorchamps","","","guest_house","http://www.francorchamps.co.uk",""
"103786559","","","Ballahane House","","","guest_house","http://ballahane.co.uk/bhindex.htm",""
"103786575","","","Ballahane Cottage","","","chalet","http://ballahane.co.uk/bcindex.htm",""
"103786586","","","Ballahane House","","","guest_house","http://ballahane.co.uk/bhindex.htm",""
"103786657","","","Ballahane Cottage","","","chalet","http://ballahane.co.uk/bcindex.htm",""
"103786664","","","The Stable at Glendown Farm","","","chalet","https://glendownfarm.com/",""
"104422694","","","The Pines","","","chalet","https://www.thepines-iom.com/",""
"104720129","","","Carabas","","","guest_house","https://www.carabas.im",""
"105039278","","","The White House","","","chalet","",""
"105039289","","","Kilavrock","","","chalet","",""
"105051114","","","Kentraugh Mill","","","museum","",""
"109881530","","","","","","picnic_site","",""
"112574139","","","Ard Whallan Outdoor Centre","","","hostel","",""
"112577117","","","The Old Vicarage","","","museum","",""
"113526284","","","Ballalough House Beg","","","chalet","http://gilesgate.im/","+44 1624 880529"
"115752152","","","Corvalley South Farm","","","guest_house","http://www.corvalley.com",""
"130527530","","","Close Taggart Cottages","","","chalet","https://www.closetaggart.co.uk/","+44 1624 897459"
"146833068","","","The Leece Museum","","","museum","https://www.peelonline.net/leece/",""
"146890336","","","Manx Transport Museum","","","museum","",""
"147183393","","","Ben-my-Chree","","","chalet","http://www.peel-holiday-cottage.com",""
"147191858","","","Manx Whale and Dolphin Watch","","","information","",""
"147204835","","","Waldick Hotel","","","hotel","https://www.waldickhotel.co.uk/",""
"147204840","","","Fernleigh","","","hotel","",""
"147204862","","","Kimberly House Holiday Apartments","","","chalet","http://www.kimberley-house.com/",""
"147204873","","","Stanley House","","","chalet","",""
"147604396","","","Yn Shenn Vaaiegh","The Old Byre","Yn Shenn Vaaiegh","chalet","https://www.theoldbyrepeel.co.uk/",""
"147860349","","","Albany House","","","guest_house","http://manxbedandbreakfast.com/",""
"149788099","","","Stansfield House","","","chalet","http://www.stansfield-iom.com",""
"150653480","","","Peel Camping Park","","","camp_site","https://www.peelonline.net/wheretostay/campsite.htm",""
"158683980","","","Ballaglea","","","guest_house","https://www.isle-of-man-bed-and-breakfast.com/",""
"158903140","","","The Blossoms","","","guest_house","",""
"159151053","","","Museum of the Manx Regiment","","","museum","http://www.maps.org.im/regimental-museum",""
"159381722","","","Ballakerkey Cottage","","","chalet","http://www.glenmaye.com/",""
"160411573","","","Keeling Holiday Apartment","","","chalet","http://www.keeling-im.com",""
"161340854","","","Grenaby Estates","","","chalet","https://www.grenabyestates.com/",""
"161834494","","","Ballacricket Farmhouse","","","guest_house","http://www.ballacricket.com",""
"162111451","","","Injebreck Cottage","","","chalet","http://www.injebreckcottage.co.uk",""
"162913664","","","The Views Cottage","","","chalet","http://www.theviewscottage.co.uk",""
"163139334","","","Ballahowin Courtyard","","","chalet","http://www.ballahowin.com",""
"163139337","","","Colooneys Farm Cottages","","","chalet","https://www.colooneys.com/",""
"163759545","","","Sea Front","Sea Front","","apartments","http://www.seafront.moonfruit.com/","+44 1624 835220"
"164658115","","","Pitcairn","","","hotel","",""
"165795669","","","Waterfall Barn","","","chalet","http://www.glenmaye.com/",""
"165803331","","","Kerrowkeil Bed & Breakfast","","","guest_house","http://www.kerrowkeil.com",""
"165849970","","","Willow Nook Cottages","","","chalet","https://www.willownook.com/",""
"166047471","","","Bee and Blossom Farm","","","chalet","https://beeandblossomfarm.co.uk",""
"166769263","","","Rose Cottage","","","chalet","http://www.isle-of-man-self-catering.com",""
