"osm_id","osm_type","osm_url","lat","lon","name","name:en","name:gv","amenity","addr:unit","addr:housename","addr:housenumber","addr:substreet","addr:street","addr:locality","addr:place","addr:city","addr:postcode","addr:country","website","contact:website","phone","contact:phone","contact:email","contact:facebook"
"10134773760","node","https://osm.org/node/10134773760","54.148575","-4.481052","Breizh Vannin Crêperie","","","restaurant","","","","","","","","","","","","","+447624454414","","",""
"416526310","way","https://osm.org/way/416526310","54.15309209723618","-4.478868440314506","Brendan O'Donnell's","","","pub","","","16-18","","Castle Street","","","Douglas","IM1 2EU","IM","https://pubsandbars.im/venue/brendan-odonnells/","","+44 1624 621566","","",""
"167556267","way","https://osm.org/way/167556267","54.38226851083612","-4.389314670079404","Bride Tea Rooms","","","cafe","","","","","","","","Bride","IM7 4AT","IM","https://bridetearooms.weebly.com/","","","","","https://www.facebook.com/Bride.Tea.Rooms"
"102856211","way","https://osm.org/way/102856211","54.3223273639527","-4.3845748215551","Brunch","","","cafe","","Kermode House","74","","Parliament Street","","","Ramsey","IM8 1AG","IM","","","","","",""
"937630387","node","https://osm.org/node/937630387","54.151975","-4.535615","Cafe @ Riley's Garden Centre","","","cafe","","","","","Cooil Road","","","Douglas","IM4 2AF","IM","https://rileys.co.im/cafe/","","","","",""
"452662085","node","https://osm.org/node/452662085","54.149926","-4.480248","Cafe Delight","","","cafe","","","","","Prospect Hill","","","Douglas","","","https://www.cafedelight.co.uk/","","+44 1624 660557","","",""
"80249697","way","https://osm.org/way/80249697","54.148368917480575","-4.478323263237112","Cafe Laare","","","cafe","","","1","","Lord Street","","","Douglas","","IM","https://www.sch.im/Youth/IOMYOUTH/Laare.html","","","","",""
"11167151447","node","https://osm.org/node/11167151447","54.085377","-4.755936","Cafe Red","","","cafe","","","37","","Station Road","","","Port Erin","IM9 6AW","IM","","","","","","https://www.facebook.com/CafeRedPE/"
"939415403","node","https://osm.org/node/939415403","54.155423","-4.478399","Cafe Villa","","","cafe","4","Villa Marina Arcade","","","Harris Promenade","","","Douglas","IM1 2HJ","IM","","","","","","https://www.facebook.com/p/Cafe-Villa-100090273510275/"
"59540949","way","https://osm.org/way/59540949","54.08308506803151","-4.613337450986419","Café Bar Two-Six","","","restaurant","","The Old Clubhouse","","","Airport Road","","","Derbyhaven","IM9 1TU","IM","http://www.manxflyersaeroclub.com","","","+44 7624 222620","",""
"505528511","node","https://osm.org/node/505528511","54.320327","-4.444268","Café Rosa","","","cafe","","","","","Lezayre Road","","","Glenduff","","IM","https://www.caferosa.net/","","","","",""
"87988780","way","https://osm.org/way/87988780","54.06397559756135","-4.792385730625793","Calf Sound Cafe","","","cafe","","","","","Sound Road","","","Port Erin","IM9 5PZ","IM","https://thesound.im","","+44 1624 838123","","",""
"417401591","way","https://osm.org/way/417401591","54.152370554330346","-4.478956397730855","Capone's Diner","","","restaurant","","","84","","Strand Street","","","Douglas","IM1 2EP","IM","","","","","","https://www.facebook.com/caponesiom"
"60757131","way","https://osm.org/way/60757131","54.074063433443094","-4.65236023490767","Castle Arms","","","pub","","","","","The Quay","","","Castletown","IM9 1LD","IM","https://pubsandbars.im/venue/castle-arms/","","","","",""
"1154135530","way","https://osm.org/way/1154135530","54.157769687916996","-4.477883423278098","Cheng Du Impression","","","restaurant","","","18","","Broadway","","","Douglas","IM2 4EL","IM","","","","","",""
"456430223","node","https://osm.org/node/456430223","54.166583","-4.464157","Chillies","","","restaurant","","","1 South View","","Queens Promenade","","","","","IM","","","","","",""
"10889622603","node","https://osm.org/node/10889622603","54.167182","-4.461962","Chinatown","","","restaurant","","","7/8","","Strathallan Crescent","","","Douglas","IM2 4NR","IM","http://www.chinatown-iom.com","","","","",""
"4969122524","node","https://osm.org/node/4969122524","54.32132","-4.381638","Chingan","","","restaurant","","","","","Court Row","","","Ramsey","IM8 1JS","IM","http://chinganskitchen.com","","","+44 1624 817412","","https://www.facebook.com/p/Chingans-Asian-Kitchen-100072261787732/"
"81446777","way","https://osm.org/way/81446777","54.15092610062504","-4.478148025207174","Coast","","","restaurant","","","18-22","","Loch Promenade","","","Douglas","IM1 2LX","IM","https://www.coast.im","","+44 1624 698888","","",""
"10289485880","node","https://osm.org/node/10289485880","54.152579","-4.481128","Coffee Corner","","","cafe","6","Rosemary House","37","","Finch Road","","","Douglas","IM1 2PR","IM","","","","+44 1624 619209","offeecorner@manx.net",""
"4585539957","node","https://osm.org/node/4585539957","54.073367","-4.653917","CoffeeCraft, Castletown","","","cafe","","","","","","","","","","","","","","","",""
"393264135","way","https://osm.org/way/393264135","54.096462270576446","-4.702011514054498","Colby Glen Hotel","","","pub","","","","","Colby Main Road","","","Colby","IM9 4LR","IM","https://pubsandbars.im/venue/the-colby-glen/","","+441624834853","","",""
"846243994","node","https://osm.org/node/846243994","54.161302","-4.475081","Conservatory Restaurant","","","restaurant","","Welbeck Hotel","","","Mona Drive","","","Douglas","","IM","http://www.welbeckhotel.com/restaurant.html","","+44 1624 675663","","",""
"2935283908","node","https://osm.org/node/2935283908","54.32183","-4.380985","Cooil Bar","","","bar","","","","","","","","","","","","","","","",""
"101812295","way","https://osm.org/way/101812295","54.076919235266246","-4.738967443180196","Corner House Coffee","","","cafe","","Seamount","","","Bay View Road","","","Port Saint Mary","IM9 5AG","IM","","","","","",""
"1185135506","way","https://osm.org/way/1185135506","54.085192807189735","-4.7602840777408355","Cosmic Ice Cream","","","cafe","","","","","","","","","","","","","","","",""
"61649820","way","https://osm.org/way/61649820","54.32972782536745","-4.386813060960971","Costa","","","cafe","","","","","","","","","","","","","","","",""
"414637480","way","https://osm.org/way/414637480","54.07401185551202","-4.652235950626776","Costa","","","cafe","","Castlegate","","","Castle Street","","","Castletown","IM9 1LD","IM","","","","","",""
"419113934","way","https://osm.org/way/419113934","54.15182277578427","-4.479385765158922","Costa","","","cafe","","","65","","Strand Street","","","","","IM","","","","","",""
"1107791004","way","https://osm.org/way/1107791004","54.321702406819455","-4.380837473585895","Costa","","","cafe","","","","","","","","","","","","","","","",""
"4200367949","node","https://osm.org/node/4200367949","54.148376","-4.473731","Costa","","","cafe","","","","","","","","","","","","","","","",""
"9952891796","node","https://osm.org/node/9952891796","54.183667","-4.566862","Costa","","","cafe","","","","","","","Crosby Meadows","Crosby","IM4 2EE","IM","","","","","",""
"10295227844","node","https://osm.org/node/10295227844","54.086576","-4.633861","Costa","","","cafe","","","","","","","","","","","","","","","",""
"79396808","way","https://osm.org/way/79396808","54.0871605","-4.759116999999999","Cosy Nook Cafe","","","cafe","","","","","The Promenade","","","Port Erin","IM9 6HH","IM","","","+44 1624 835020","","","https://www.facebook.com/cosynookporterin/"
"1164189639","way","https://osm.org/way/1164189639","54.321616420618454","-4.380730113539512","Court Café","","","cafe","","","12","","Parliament Street","","","Ramsey","","IM","","","","","",""
"908204536","way","https://osm.org/way/908204536","54.20732939624626","-4.465954530792341","Creg-ny-baa","","","pub","","","","","Mountain Road","","","","IM4 5BP","IM","https://www.creg-ny-baa.com/","","","","",""
"59400622","way","https://osm.org/way/59400622","54.06907062322256","-4.7683033812519975","Cregneash Cafe","Cregneash Cafe","","cafe","","Creg-y-Shee","","","","","Cregneash","","IM9 5PX","IM","https://thesound.im/cregneash-cafe/","","","","","https://www.facebook.com/CregneashTeaRooms/"
"718204386","way","https://osm.org/way/718204386","54.14944662367044","-4.480335560916154","Deli by Shar","","","cafe","","","27","","Nelson Street","","","Douglas","","IM","","","","+44 7624 342910","",""
"1107455507","way","https://osm.org/way/1107455507","54.16752606920247","-4.4520286199534835","Delissimo","","","cafe","","","10","","","","Port Jack","Onchan","IM3 1EB","IM","","","","","",""
"11826361905","node","https://osm.org/node/11826361905","54.321616","-4.378031","Dogs lounge","","","cafe","","","","","","","","","","","","","","","",""
"247968423","way","https://osm.org/way/247968423","54.17545485023925","-4.456083731573815","Domino's","","","fast_food","","","24A","","Avondale Road","","","Onchan","IM3 4EA","IM","","https://www.dominos.co.uk/pizza-near-me/douglas/unit-24b-the-village-walk","","","",""
"655702919","way","https://osm.org/way/655702919","54.151695565865985","-4.504321307948801","Domino's","","","fast_food","","","","","Groves Road","","","Douglas","IM2 1DU","IM","https://www.dominos.co.uk/pizza-near-me/douglas/groves-road","","","","",""
"60675006","way","https://osm.org/way/60675006","54.14944061774344","-4.478341219762011","Downtown","","","cafe","","","","","","","","","","","","","","","",""
"5448647413","node","https://osm.org/node/5448647413","54.222717","-4.693906","Duncan's Diner","","","cafe","","","20/22","","Michael Street","","","Peel","IM5 1HB","IM","","","","","",""
"241013778","way","https://osm.org/way/241013778","54.15201961944854","-4.48317102859469","Enzo's","","","restaurant","","","52","","Bucks Road","","","Douglas","IM1 3AD","IM","","","+44 1624 622653","","",""
"1306229008","way","https://osm.org/way/1306229008","54.22488400000001","-4.697366500000001","Fish Bar","","","fast_food","","","","","","","","","","","","","","","",""
"1220527322","way","https://osm.org/way/1220527322","54.15247726826183","-4.4835739789181766","Flaming Great","","","fast_food","","","68","","Bucks Road","","","Douglas","","IM","","","+44 1624 611030","","",""
"505512377","node","https://osm.org/node/505512377","54.157875","-4.478294","Flavours Indian Cuisine","","","restaurant","","Broadway Apartments","1","Sherwood Terrace","Broadway","","","Douglas","IM2 4EN","IM","https://www.facebook.com/flavoursIndiancuisinebroadway/","","+44 1624 665599","","",""
"1243246099","way","https://osm.org/way/1243246099","54.14968512890304","-4.50518552379144","Food Paradise","","","fast_food","","","","","","","","","","","","","","+44 1624 629988","",""
"10724496951","node","https://osm.org/node/10724496951","54.084604","-4.765317","Foraging Vintners","","","bar","","The Old Coal Shed","","","Breakwater Road","","","Port Erin","IM9 6JA","IM","https://www.foragingvintners.com","","","","",""
"939413216","node","https://osm.org/node/939413216","54.155649","-4.478281","Frank Matcham's","","","restaurant","1-3","","","","Harris Promenade","","Villa Marina Arcade","Douglas","IM1 2NH","IM","https://matchams.im/","","","","","https://www.facebook.com/FrankMatchams"
"101799789","way","https://osm.org/way/101799789","54.077915056523","-4.739503324028705","Fresh Fried & Crispy","","","fast_food","","Beacon View","","","Station Road","","","Port St Mary","","IM","https://freshfriedandcrispy.im","","+44 7624 200586","","","https://www.facebook.com/profile.php?id=100071446280489"
"419775938","way","https://osm.org/way/419775938","54.149407268746074","-4.478037931737295","Freshly Squeezed","","","cafe","","","14","","Victoria Street","","","Douglas","IM1 2LD","IM","","https://freshlysqueezed.im/","+441624613585","+441624613585","","https://facebook.com/FreshlySqueezedIOM/"
"82614425","way","https://osm.org/way/82614425","54.15233650021259","-4.483430109430327","Froth","","","cafe","","","62","","Bucks Road","","","Douglas","","IM","","","+44 1624 612883","","","https://www.facebook.com/FrothIOM/"
"420051246","way","https://osm.org/way/420051246","54.148256255707985","-4.47900653894258","Full Moon Thai","","","restaurant","","","3","","Market Hill","","","Douglas","","IM","","","","+44 1624 236697","",""
"5162989593","node","https://osm.org/node/5162989593","54.147663","-4.484593","Gali Kitchen","","","restaurant","","","","Clinch's Court","Bank Hill","","","Douglas","IM1 1JE","IM","http://www.galikitchen.co.uk/","","+44 1624 613036","","",""
"916257505","node","https://osm.org/node/916257505","54.170687","-4.445902","Gandhi Restaurant","","","restaurant","","","59","","King Edward Road","","","Onchan","IM3 2AR","IM","https://gandhiiom.com/","","1624 677774","","",""
"1164180985","way","https://osm.org/way/1164180985","54.321251578773364","-4.380037637953032","Gelatory","","","cafe","","","1","","Market Hill","","","Ramsey","IM8 1JT","IM","https://www.gelatory.store","","","","",""
"100018176","way","https://osm.org/way/100018176","54.073126484405435","-4.653755615690425","George Hotel","","","pub","","","","","The Parade","","","Castletown","IM9 1LG","IM","https://www.thegeorge.im","","","","",""
"412956695","way","https://osm.org/way/412956695","54.32097465734962","-4.470840932460094","Ginger Hall Hotel","","","pub","","","","","Ballamanagh Road","","","Sulby","IM7 2HB","IM","","","","","","https://www.facebook.com/TheGingerHallHotel"
"230777716","way","https://osm.org/way/230777716","54.270314073750654","-4.377343316233969","Glen Mona Hotel","","","pub","","","","","","","","","","","http://www.glenmonasc.co.uk/","","+44 1624 861263","","",""
"165129858","way","https://osm.org/way/165129858","54.17121019255088","-4.484214540716576","Golden Gate","","","fast_food","","","13","","Snaefell Road","","","Douglas","IM2 6LX","IM","","","","","",""
"102785238","way","https://osm.org/way/102785238","54.32159392406564","-4.381823874876295","Golden Phoenix","","","restaurant","","","13-15","","Parliament Street","","","Ramsey","IM8 1AS","IM","","","","","","https://www.facebook.com/goldenphoenixiom/"
"101812267","way","https://osm.org/way/101812267","54.076687101375136","-4.738710983068994","Good Luck","","","fast_food","","Laureston House","","","Bay View Road","","","Port Saint Mary","IM9 5AQ","IM","","","+441624836211","","",""
"102638510","way","https://osm.org/way/102638510","54.320936229045046","-4.38107495429478","Good Stuff","","","restaurant","","","6","","Peel Street","","","Ramsey","IM8 1JH","IM","http://goodstuffiom.com/","","+441624610225","","",""
"416526311","way","https://osm.org/way/416526311","54.152913659129304","-4.478907710591501","Gourmet Shakes 'n' Snacks","","","cafe","","","10","","Castle Street","","","","","IM","","","","","",""
"10017458753","node","https://osm.org/node/10017458753","54.147893","-4.503105","Green Island Coffee","","","cafe","5","","","","","","Middle River Industrial Estate","Douglas","IM2 1AL","IM","","","+44 7624 234223","","","https://www.facebook.com/foodtotruck/"
"292052815","way","https://osm.org/way/292052815","54.2030227240377","-4.6421422284689395","Green's","","","cafe","","","","","St Johns Main Road","","","St John's","IM4 3NA","IM","http://www.greensiom.com","","","","","https://www.facebook.com/greenscafeiom/"
"10877834594","node","https://osm.org/node/10877834594","54.174331","-4.509552","Greenfield Park cafe","","","cafe","","","","","","","","","","","","","","","",""
"416526317","way","https://osm.org/way/416526317","54.15312723760653","-4.479222343516063","HOPS","","","bar","","","17","","Castle Street","","","Douglas","IM1 2EX","IM","","","","","","https://www.facebook.com/HopsIOM/"
"478680059","node","https://osm.org/node/478680059","54.161435","-4.47495","HQ Bar","","","restaurant","","","1","","Empire Terrace","","","Douglas","IM2 4LE","IM","https://www.hqbar.im/","","","","",""
"942516656","node","https://osm.org/node/942516656","54.161287","-4.473502","Haneffe's Bar And Grill","","","restaurant","","","","","","","","","","","","","","","",""
"146835165","way","https://osm.org/way/146835165","54.22402711615603","-4.6950419705914115","Harbour Lights","","","restaurant","","","","","Shore Road","","","Peel","IM5 1AH","IM","","","","","","https://www.facebook.com/harbourlightspeel/"
"478926156","node","https://osm.org/node/478926156","54.158295","-4.479164","Home Run Pizza","","","fast_food","","","","","Broadway","","","Douglas","","IM","http://www.homerunpizza.co.uk","","+44 1624 611621","","","https://www.facebook.com/homerunpizzaiom/"
"4770205299","node","https://osm.org/node/4770205299","54.147536","-4.484474","Hooded Ram","","","pub","","","","Clinch's Court","North Quay","","","Douglas","IM1 1JE","IM","http://www.hoodedram.com/the-bars/douglas-isle-of-man/","","+44 1624 613036","","",""
"59523619","way","https://osm.org/way/59523619","54.155526","-4.533648000000001","Horse and Plough","","","pub","","","","","","","Isle of Man Business Park","Douglas","IM2 2QZ","IM","https://pubsandbars.im/venue/horse-plough/","","","","",""
"81446764","way","https://osm.org/way/81446764","54.15255589114571","-4.478721213177535","Hot Wok","","","fast_food","","","2","","Granville Street","","","Douglas","IM1 2ES","IM","","","+44 1624 677018","","",""
"100789408","way","https://osm.org/way/100789408","54.07390502359949","-4.65518672297047","I ♥ Kebabs","","","fast_food","","","","","","","","","","","","","","","",""
"146911007","way","https://osm.org/way/146911007","54.22239218997528","-4.69742906893","Indian Kitchen","","","restaurant","","","","","East Quay","","","Peel","IM5 1AR","IM","https://www.flavoursiom.com","","+44 1624 875726","","",""
"233925096","way","https://osm.org/way/233925096","54.231556369659465","-4.406347045891254","Isabella's Pizzeria","","","restaurant","","Old Post Office","13","","New Road","","","Laxey","","","","","+44 7624 322321","","","https://m.facebook.com/100092946731180/"
"280860894","way","https://osm.org/way/280860894","54.151786693726585","-4.4829877474754545","Isle of Gelato","","","cafe","","","42","","Bucks Road","","","Douglas","IM1 3AH","IM","","","","+44 1624 815207","",""
"79143392","way","https://osm.org/way/79143392","54.14900039794235","-4.4811383814227685","Isola","","","restaurant","","","7","","John Street","","","Douglas","","IM","","","","","",""
"944189615","node","https://osm.org/node/944189615","54.150471","-4.478036","JAR","","","restaurant","","","","","","","","","","","http://www.jar.co.im/","","","","",""
"455952594","node","https://osm.org/node/455952594","54.150296","-4.47766","JAR Bar","","","bar","","","12","","Loch Promenade","","","","","IM","http://www.admiralhouse.com/jar-bar-grill/","","","","",""
"410363358","way","https://osm.org/way/410363358","54.14785003988522","-4.479837009214716","JC's Bar & Restaurant","","","restaurant","","","32","","North Quay","","","Douglas","IM1 4LB","IM","","","+44 1624 677774","","",""
"146833062","way","https://osm.org/way/146833062","54.223808371205436","-4.69739120768105","Jade Harbour Restaurant","","","restaurant","","","","","East Quay","","","Peel","IM5 1AR","IM","","https://jadeharbour.com/","","+44 1624 845353","info@jadeharbour.com",""
"415157496","way","https://osm.org/way/415157496","54.15274468734239","-4.478597689558127","Jaks","","","pub","","Granville Hotel","43","","Loch Promenade","","","Douglas","IM1 2LZ","IM","https://www.jakspub.com/","","","","",""
"755354026","way","https://osm.org/way/755354026","54.14974947967247","-4.480926485674997","Java Express","","","cafe","","","11","","Prospect Hill","","","Douglas","","IM","","https://www.facebook.com/pages/Java-Express-Coffee-Shop-Noodle-Bar/129290450474431","","+44 1624 677228","",""
"11360381821","node","https://osm.org/node/11360381821","54.07334","-4.653888","Just Jenny's Cakes & Coffee","","","cafe","","The Square","","","Market Square","","","Castletown","","IM","","","","","",""
"1125185107","way","https://osm.org/way/1125185107","54.15135272839886","-4.499301730814674","KFC","","","fast_food","10-14","","","","","","Peel Road Retail Park","Douglas","IM1 5ED","IM","","","","","",""
"11901768060","node","https://osm.org/node/11901768060","54.077656","-4.739202","Kellas","","","restaurant","","Manxonia House","","","Bay View Road","","","Port St Mary","","IM","https://www.kellas.im","","","","","https://www.facebook.com/KellasIsleofMan"
"1286650367","way","https://osm.org/way/1286650367","54.0926553239667","-4.628045296767646","Kelly's Cafe","","","cafe","KB1","","","","Harcourt Drive","","Balthane Industrial Estate","Ballasalla","IM9 2AH","IM","","","","+44 7624 455807","","https://www.facebook.com/KellysCafe1234/"
"60048766","way","https://osm.org/way/60048766","54.084372","-4.754988000000001","Kerroo Brewing Company","","","pub","","Fromer Commissioners' Depot","","","Droghadfayle Road","","","Port Erin","IM9 6EE","IM","","https://kerroobrewing.com/","","","hello@kerroobrewing.com",""
"948933232","node","https://osm.org/node/948933232","54.152319","-4.478392","Kiki Lounge","","","bar","","","","","","","","","","","https://www.kikis.im/","","+447624324774","","",""
"1304426289","way","https://osm.org/way/1304426289","54.15869428285609","-4.482339647877478","Kirin","","","fast_food","","","5","","Bathurst Street","","","Douglas","IM2 3HH","IM","","","","","",""
"100464827","way","https://osm.org/way/100464827","54.07366350598192","-4.6519125082456885","Kizuna","","","restaurant","","Harbour Mews","","","Parliament Square","","","Castletown","","IM","","","","","",""
"5161120724","node","https://osm.org/node/5161120724","54.166564","-4.464126","Kurries and Steaks","","","restaurant","","","","","Queens Promenade","","","Douglas","IM2 4NP","IM","http://www.kurriesandsteaks.com/","","+44 1624 613811","","",""
"12459262014","node","https://osm.org/node/12459262014","54.166193","-4.465192","L'experience","","","restaurant","","","","","","","","","","","http://www.lex.co.im/","","+44 1624 612211","","",""
"5159244165","node","https://osm.org/node/5159244165","54.083975","-4.763263","La Gusto Pizza","","","restaurant","","","","","Shore Road","","","Port Erin","IM9 6HL","IM","","","+44 1624 834834","","",""
"283500412","node","https://osm.org/node/283500412","54.226795","-4.392324","La Mona Lisa","","","restaurant","","","","","Glen Road","","","","","IM","https://www.lamonalisa.im","","+44 1624 862488","","",""
"455952597","node","https://osm.org/node/455952597","54.14896","-4.475548","La Piazza","","","restaurant","","","","","Loch Promenade","","","","","IM","https://www.lapiazza.co.im/","","","","",""
"10599130563","node","https://osm.org/node/10599130563","54.328188","-4.383943","Lakeview","","","restaurant","","","","","","","","","","","","","","","",""
"12463077640","node","https://osm.org/node/12463077640","54.225022","-4.391271","Laxey Beach Cafe","","","cafe","","","","","","","","","","","","","","","",""
"11126166850","node","https://osm.org/node/11126166850","54.231429","-4.409195","Laxey Glen Cafe","","","restaurant","","","","","","","","","","","","","","","",""
"453442522","node","https://osm.org/node/453442522","54.232023","-4.405227","Laxey Station Cafe","","","cafe","","","","","","","","","","","","","","","",""
"540218375","way","https://osm.org/way/540218375","54.07323476016647","-4.652595927365714","Leonardo's","","","restaurant","","Stanley House","","","Castle Street","","","Castletown","IM9 1LF","IM","","","+44 1624 827635","","",""
"79143112","way","https://osm.org/way/79143112","54.14774811164849","-4.480633510071639","Little Fish Cafe","","","cafe","","","31,31a","","North Quay","","","Douglas","","IM","https://www.littlefishcafe.com","","","","",""
"246812764","way","https://osm.org/way/246812764","54.17546401862447","-4.456615011612522","Loong Tan Garden","","","restaurant","","","11B","","Avondale Road","","","Onchan","IM3 4EA","IM","","","","","",""
"246386233","way","https://osm.org/way/246386233","54.220389068896516","-4.67738921098649","Lotus","","","restaurant","","","","","","","","","","","","","","","",""
"59523618","way","https://osm.org/way/59523618","54.155472814237","-4.533931015423759","Lucky House","","","restaurant","","","","","","","Isle of Man Business Park","Douglas","IM2 2SP","IM","","","","+44 1624 671188","",""
"1069323499","node","https://osm.org/node/1069323499","54.159889","-4.48182","Magic Wok","","","fast_food","","","1","","Waverley Terrace","","","Douglas","IM2 3HZ","IM","","","","","","https://www.facebook.com/MagicWok.IOM/"
"11769042155","node","https://osm.org/node/11769042155","54.162748","-4.471248","Majestic","","","restaurant","","","","","Central Promenade","","","Douglas","IM2 4NA","IM","https://palacehotel.co.im/majestic/","","","","",""
"727751260","node","https://osm.org/node/727751260","54.150091","-4.478072","Malabar","","","restaurant","","","7","","Regent Street","","","Douglas","","IM","","","","","",""
"456430224","node","https://osm.org/node/456430224","54.166641","-4.463981","Mama's Kitchen","","","cafe","","South View","","","Queens Promenade","","","Douglas","","IM","","","","","",""
