"Name","Number","Inc/Reg Date","Status","Registry Type","Name Status","URL","Index Date"
"J. Philipps Lomas & Partners","001989B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=Jq6l1vj2bLNm%2f6SLNJHm0Q%3d%3d","2024-04-28"
"Construction Design Partnership","002346B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=vwnflobW6qMeQX4vzEIEgg%3d%3d","2024-04-28"
"R.C. Teare & Partners","002934B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=%2fYrwXGI9qe%2bspIi5xKz0Aw%3d%3d","2024-04-28"
"Addis, Brown & Partners","003262B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=zj%2bgvecfVo3YB8a6P0YI2Q%3d%3d","2024-04-28"
"Norveil & Partners (Overseas)","003329B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=JsMiiPV6l24df9kgrYETPQ%3d%3d","2024-04-28"
"Pearce & Partners","003332B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=Evwvhxx5iYhFB%2fQ436tR8g%3d%3d","2024-04-28"
"G. Alan Herbert & Partners (Gulf)","003437B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=Ut1WhKKzMh%2bvHys%2bImAocQ%3d%3d","2024-04-28"
"Mattinson Williams & Partners Limited","003608C"," ","Dissolved","1931 Act Company","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=Jz7bGfjB3%2bsropUcEU%2fDxQ%3d%3d","2024-04-28"
"Macaulay Faragher and Partners.","003714B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=NUOhCf9AL1Ajag%2f9Ozc2PA%3d%3d","2024-04-28"
"Ellis Brown Partnership","003906B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=06MocU0q7Jfk7OP8b2Jz9Q%3d%3d","2024-04-28"
"Blue Ice And Partners","003970B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=dNPUS0%2bfBAECgB%2b6baeG%2fg%3d%3d","2024-04-28"
"Hollingworth & Partners Limited","004054C"," ","Dissolved","1931 Act Company","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=u1FrmorJXQBsUvS2OyM9sQ%3d%3d","2024-04-28"
"McPherson, Slinn & Partners","004471B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=jiazVwAuARzx3Ngk9XSHGg%3d%3d","2024-04-28"
"Norman & Partners","004570B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=X0vZsltdToa9YEmo4VEHKw%3d%3d","2024-04-28"
"Sir Anthony Evans and Partners (IOM) Limited","004609C"," ","Dissolved","1931 Act Company","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=TsAA9RV9JXOC9V0NXLqf6w%3d%3d","2024-04-28"
"Lewis, Marlow and Partners","006316B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=Wu0va75NNngL8UumMYHGUQ%3d%3d","2024-04-28"
"Lewis, Marlow and Partners","007134B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=7C5Qm3nOcTYshi%2bnK14htg%3d%3d","2024-04-28"
"The Portland Partnership Limited","007157C"," ","Dissolved","1931 Act Company","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=wRLGh9vYXaB629plOX7fPw%3d%3d","2024-04-28"
"Bernard Hames & Partners (Isle of Man) Limited","007213C"," ","Dissolved","1931 Act Company","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=eDvAlDbQD0WzehS5cXoMzg%3d%3d","2024-04-28"
"Island Partnership Agencies","007967B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=krBTuSk8XbuN1NMBboLjOw%3d%3d","2024-04-28"
"Revall Hayward & Partners (Overseas) Limited","008318C"," ","Dissolved","1931 Act Company","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=NNtaKlbBBC9gDts9wsM4dg%3d%3d","2024-04-28"
"Addis, Brown & Partners Limited","008564C"," ","Dissolved","1931 Act Company","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=k9pykHrjkiE%2b27DzzVqHWg%3d%3d","2024-04-28"
"H.P. Murphy & Partners (Isle of Man) Limited","009289C"," ","Dissolved","1931 Act Company","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=9md%2biDZZ1vNM4UffoN1xmg%3d%3d","2024-04-28"
"John Burrow & Partners","010473C"," ","Dissolved","1931 Act Company","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=fBDv9UWdbWHcCHNb2gYwLg%3d%3d","2024-04-28"
"John Lacey & partners Limited","012359C"," ","Dissolved","1931 Act Company","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=LWMb5vyBow0TpbbosLFgGw%3d%3d","2024-04-28"
"A.E. Thornton-Firkin Partners & Co.","016563C"," ","Dissolved","1931 Act Company","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=i6vKuRuThYeoxP9kSxItyQ%3d%3d","2024-04-28"
"W.M. Sangster and Partners","001116B","27 Nov 1953","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=pV1oxJ8nVD7bUIhDJ00y5A%3d%3d","2024-04-28"
"Moore Clague & Partners","002125B","5 Jun 1970","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=qAUyiWiND3dpysl7zxu7Cw%3d%3d","2024-04-28"
"The Ruth Kelly Design Partnership","002133B","1 Jul 1970","Dissolved","Business Name","Previous","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=t4xv6FiPqME5HhqFQguhwA%3d%3d","2024-04-28"
"F.W. Gillespie & Partner","002163B","25 Sep 1970","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=%2fSOB%2ffTGNYEDxgvkVaeBHg%3d%3d","2024-04-28"
"Malew Partners Limited","003467C","15 Mar 1971","Dissolved","1931 Act Company","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=uh2Wj30nCyS7hzqK6uD1mw%3d%3d","2024-04-28"
"The Allied Accountancy Partnership","002279B","5 Aug 1971","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=OYnTm%2fz%2fYqkY%2fzf01uE5Gw%3d%3d","2024-04-28"
"E.T. Leach and Partners","002364B","28 Feb 1972","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=%2f82ENXgPsGdc6cfUb95ZQg%3d%3d","2024-04-28"
"Malcolm Milton Partnership","002498B","12 Dec 1972","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=TMHJhNwPP7Ds%2fuUItoN5Sw%3d%3d","2024-04-28"
"Burness, Corlett & Partners Limited","000248F","31 Dec 1973","Dissolved","Foreign Company","Previous","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=cHn03HHFXoSisiqIMDMdQg%3d%3d","2024-04-28"
"Anthony McKenna and Partners","002989B","6 Mar 1975","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=CJVcJgshunzmLZ5e2mTgOQ%3d%3d","2024-04-28"
"Alan Grant & Partners (Overseas) Limited","007927C","1 Mar 1976","Dissolved","1931 Act Company","Previous","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=w8I7sHCK4DcI%2b9BGPSqmAA%3d%3d","2024-04-28"
"Bruce - Shaw Partnership","003268B","30 Apr 1976","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=uV3wXW39SCCo542XkcL%2b7A%3d%3d","2024-04-28"
"Alan Grant and Partners (I.O.M.)","003298B","18 Jun 1976","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=DGpIewcENkROdU6gi5oKbg%3d%3d","2024-04-28"
"Weightman Bullen Riyad Tayar & Partners","003315B","8 Jul 1976","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=3kk4DKzgxUsfTAONwGRy7A%3d%3d","2024-04-28"
"Partners Manx Construction Limited","010059C","21 Oct 1977","Dissolved","1931 Act Company","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=TwQRqF5510cfZk5B2s1e6Q%3d%3d","2024-04-28"
"The Kelly Jackson Design Partnership","003676B","1 Nov 1977","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=wqkgKvRiWUvpjSbpfbyQow%3d%3d","2024-04-28"
"Pearce & Partners","003702B","1 Dec 1977","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=i%2fhZAnsbckHMoZ9kAhJqjw%3d%3d","2024-04-28"
"John Burrow & Partners (Overseas)","010472C","1 Feb 1978","Dissolved","1931 Act Company","Previous","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=aJ91x7%2f4%2fOy162an3JufhQ%3d%3d","2024-04-28"
"John Burrow & Partners (Holdings)","010471C","1 Feb 1978","Dissolved","1931 Act Company","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=%2b5cO0f0odWPqIzASXGasKw%3d%3d","2024-04-28"
"Macintyre Hudson-International Partnership","004143B","9 Mar 1978","Dissolved","Business Name","Previous","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=i8gAyMWC4jZZOFHNBIfW%2bQ%3d%3d","2024-04-28"
"Finnson and Partners","003840B","15 May 1978","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=xAItiXV0SiSnXxh6yrslwQ%3d%3d","2024-04-28"
"Murland & Partners","003910B","25 Jul 1978","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=B3EpdoG9T%2bq30pIzbUM40w%3d%3d","2024-04-28"
"Alan Quiggin & Partners Limited","016743C","26 Nov 1980","Dissolved","1931 Act Company","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=%2fHNQsSrsP%2bgfk5jLRSK8Eg%3d%3d","2024-04-28"
"N. Bosson and Partners Limited","017530C","9 Mar 1981","Dissolved","1931 Act Company","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=npOrKKZjP7Ox2AueV5c5%2bQ%3d%3d","2024-04-28"
"Redman, Callister & Partners.","005059B","11 Aug 1981","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=ucO5pV5V%2b4yzGE42CNxawg%3d%3d","2024-04-28"
"The Allied Accountancy Partnership","005085B","28 Aug 1981","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=S2YNV9fa0SskW6yOghE5Zg%3d%3d","2024-04-28"
"Marketing Trading and Consultant Partners Limited","020105C","14 May 1982","Dissolved","1931 Act Company","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=kWHWZlW6IWjgoNJgyqY2%2bg%3d%3d","2024-04-28"
"Architecture and Design Partnership Limited","020165C","25 May 1982","Dissolved","1931 Act Company","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=OlTS8nYXcr2AIw%2fHCLoPpw%3d%3d","2024-04-28"
"Burness, Corlett & Partners (I.O.M.) Limited","020885C","17 Nov 1982","Live","1931 Act Company","Previous","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=y6qhE8cuSdk6hAseQQt9GA%3d%3d","2024-04-28"
"Burness Corlett & Partners Ltd.","020886C","17 Nov 1982","Dissolved","1931 Act Company","Previous","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=PrMzjXtrDwtRdIBe%2bFpacQ%3d%3d","2024-04-28"
"Burness, Corlett & Partners (W.H.) Limited","020886C","17 Nov 1982","Dissolved","1931 Act Company","Previous","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=PrMzjXtrDwtRdIBe%2bFpacQ%3d%3d","2024-04-28"
"Real Time Systems Partnership","006068B","2 Feb 1984","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=uxWWiNuMJJnvS%2flf4TtIAA%3d%3d","2024-04-28"
"Tennett Nolan Partnership","024527C","25 Jul 1984","Dissolved","1931 Act Company","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=pSerqJK2T4ah1Rq9QDdp2Q%3d%3d","2024-04-28"
"Marlow, Strange and Partners","006360B","5 Oct 1984","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=mG5qQOpITE5%2fbjEL1IU%2bTw%3d%3d","2024-04-28"
"ASTHMA UK AND BRITISH LUNG FOUNDATION PARTNERSHIP","005851F","14 Nov 1984","Live","Foreign Company","Previous","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=efHoED2%2fu0pHDbYamxoMXQ%3d%3d","2024-04-28"
"Partnership for Profit","006625B","25 Jul 1985","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=KsSDDCxuB3o%2bHLWGL1ttjg%3d%3d","2024-04-28"
"P.M. Partnership Limited","027372C","6 Aug 1985","Dissolved","1931 Act Company","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=%2fCJtXqbjUz5tkIGQsnB%2bgg%3d%3d","2024-04-28"
"Sykes, Gordon Partnership","006649B","13 Aug 1985","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=Z4bXZ6K5LeXGv0EGtP96xA%3d%3d","2024-04-28"
"McGill and Partners I.O.M.","006668B","27 Aug 1985","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=OxMCGhh3aCePTvKmeR5VPQ%3d%3d","2024-04-28"
"Siddall and Partners Limited","028371C","21 Nov 1985","Dissolved","1931 Act Company","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=2fp9jin4zVa7lXg3yjwv8g%3d%3d","2024-04-28"
"SMP PARTNERS LIMITED","000908V","2 Jan 1986","Dissolved","2006 Act Company","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=i%2bLK99jDb0qw8thBDN5vjg%3d%3d","2024-04-28"
"Bentley & Partners Limited","028831C","17 Jan 1986","Dissolved","1931 Act Company","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=bSODvGoLesSz8HvA2hamCw%3d%3d","2024-04-28"
"Hummel & Partners Ltd","029878C","23 Apr 1986","Live","1931 Act Company","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=HqRgC%2fD4%2fesvWZKGIze4Lw%3d%3d","2024-04-28"
"Rural And Coastal Design Partnership","006986B","13 May 1986","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=Galvj4BiylXg6yo0p8KuhQ%3d%3d","2024-04-28"
"Mostafasons & Partners Limited","030658C","27 Jun 1986","Dissolved","1931 Act Company","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=YyorYq%2beJmKPToe5achMcg%3d%3d","2024-04-28"
"The Ellis Brown Partnership","007090B","30 Jul 1986","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=BIegyrlKJy4HCXdaxF6MnA%3d%3d","2024-04-28"
"VIK & Partners Limited","031629C","24 Sep 1986","Dissolved","1931 Act Company","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=Iw%2bErSCcnBFSkrY%2bwR%2ff4Q%3d%3d","2024-04-28"
"J.G. Corlett & Partners","007197B","14 Oct 1986","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=sXXiaPfjoGsH4fHGMD%2bcwg%3d%3d","2024-04-28"
"Terence Devlin Partnership","007305B","6 Jan 1987","Ceased","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=B49A7R3W%2f0axQWiLm7UzMg%3d%3d","2024-04-28"
"John Burrow & Partners (Overseas) Limited","032810C","22 Jan 1987","Live","1931 Act Company","Previous","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=Zq1v6pOeejEBaFAVRuYY1g%3d%3d","2024-04-28"
"Partnership Investment Company Limited","036923C","23 Dec 1987","Dissolved","1931 Act Company","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=WO8fyKSeO9w%2frClYjnaXmA%3d%3d","2024-04-28"
"Partnership Properties Limited","036924C","23 Dec 1987","Dissolved","1931 Act Company","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=itXnDV%2bWqI7ee%2fvnilbSgw%3d%3d","2024-04-28"
"Gordon, Louvet, McGill & Partners Limited","037605C","25 Feb 1988","Dissolved","1931 Act Company","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=IHG0HT4dBYEWu7dPIt0OsA%3d%3d","2024-04-28"
"Island Partnership Agencies Limited","039324C","17 Jun 1988","Dissolved","1931 Act Company","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=26niS%2bdfdfwxFd76gyTTtw%3d%3d","2024-04-28"
"Hansson & Partners Limited","039627C","11 Jul 1988","Dissolved","1931 Act Company","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=rGu6fY7%2bo8GfjkRhkgzVZg%3d%3d","2024-04-28"
"R C Teare & Partners","008061B","2 Aug 1988","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=nS1ifWv9BIVAp1dJ1hdGDA%3d%3d","2024-04-28"
"Cornerstone Entertainment Partners Limited","040496C","9 Sep 1988","Dissolved","1931 Act Company","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=Jvh71j%2bIq%2fp0QfSIN2lyww%3d%3d","2024-04-28"
"Archon Partnership Limited","041343C","4 Nov 1988","Dissolved","1931 Act Company","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=XLATkVMTfmAkKSNii88%2bDA%3d%3d","2024-04-28"
"Overseas Partners International","008379B","6 Feb 1989","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=viN8n3RQnJE93qpS0oHByQ%3d%3d","2024-04-28"
"The Cramp & Frith Partnership","008435B","9 Mar 1989","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=0ElRjv5BKdFl2DsN6MKIUA%3d%3d","2024-04-28"
"Saga Partners Limited","043470C","22 Mar 1989","Dissolved","1931 Act Company","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=5AGyegTbW1HdDNkI4hcerw%3d%3d","2024-04-28"
"Lovell Savage & Partners Limited","043736C","14 Apr 1989","De-Registered","1931 Act Company","Previous","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=fUuS56DzKgX6%2bma%2f%2bgHVuQ%3d%3d","2024-04-28"
"Lovell Ozanne & Partners Limited","043736C","14 Apr 1989","De-Registered","1931 Act Company","Previous","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=fUuS56DzKgX6%2bma%2f%2bgHVuQ%3d%3d","2024-04-28"
"Norwest Holst Partnerships (I.O.M.) Limited","044119C","9 May 1989","Dissolved","1931 Act Company","Previous","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=quYm73uTwin%2f339fM9s2pg%3d%3d","2024-04-28"
"P.H. McCarthy Partnership","008626B","6 Jul 1989","Ceased","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=RgCOcmf5%2fph%2fiEQZZOuw6A%3d%3d","2024-04-28"
"Modular Design Partnership Limited","045218C","21 Jul 1989","Dissolved","1931 Act Company","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=xVG7jCS8ZcTCz6ercKI2uw%3d%3d","2024-04-28"
"Michael Pearce & Partners","008668B","28 Jul 1989","Ceased","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=LUyEtrIvyWMh5WodYUI94w%3d%3d","2024-04-28"
"Powell Partnership, Limited","045682C","31 Aug 1989","Dissolved","1931 Act Company","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=O9ZzOdUpWBUVfUcyXJHkEg%3d%3d","2024-04-28"
"Overseas Partners Investors","008762B","26 Sep 1989","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=dvkM%2bs6IBVE0yZCb5ax8zA%3d%3d","2024-04-28"
"Elite Business Partners Limited","046174C","6 Oct 1989","Dissolved","1931 Act Company","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=ff%2byyzF1YHnxi2JRjhypBw%3d%3d","2024-04-28"
"Allied General Partners Limited","046459C","31 Oct 1989","Dissolved","1931 Act Company","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=fOI8RRJN5zcGEX7b8TW3fA%3d%3d","2024-04-28"
"The S.J.C.S. Partners","008942B","14 Feb 1990","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=gJFNUgwaiPc5jpBDu8oQUg%3d%3d","2024-04-28"
"Hornig & Partners Limited","048796C","6 Apr 1990","Dissolved","1931 Act Company","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=QmE4P3j5Lfihin%2bVz6ZbEA%3d%3d","2024-04-28"
"S.H. Dove & Partners Limited","049135C","30 Apr 1990","Dissolved","1931 Act Company","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=MPzIyNzWKkGYx90G%2bVrjkQ%3d%3d","2024-04-28"
"Havgas Partners Limited","049727C","18 Jun 1990","Dissolved","1931 Act Company","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=9%2b6Yz0ctBlU0%2f8NqIEt1%2bA%3d%3d","2024-04-28"
"Bikers Partnership Limited","050776C","3 Sep 1990","Dissolved","1931 Act Company","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=%2f7WrW9YDocniZEeN5sJMTA%3d%3d","2024-04-28"
"3 E Partnership","009346B","18 Oct 1990","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=30Q3LInYqPXCl69Vl%2bVlqg%3d%3d","2024-04-28"
"Greystone Partners Limited","051931C","28 Nov 1990","Dissolved","1931 Act Company","Previous","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=Y5VPITtNiT4hFcalOavM1g%3d%3d","2024-04-28"
"Corporate Support Partnership Limited","052012C","3 Dec 1990","Dissolved","1931 Act Company","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=MnzqLw8tGZAegS5bIv6FJA%3d%3d","2024-04-28"
"Gaafar Karrar & Partners (Consultants) Limited","052234C","18 Dec 1990","Dissolved","1931 Act Company","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=aH1AK4wKIA5aOFg6joKDLw%3d%3d","2024-04-28"
"Ove Arup & Partners Isle of Man Limited","053237C","11 Mar 1991","Dissolved","1931 Act Company","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=Gd8Cnb7DIY7Kc6i1cCNqIA%3d%3d","2024-04-28"
"Reads Property Partnership","009580B","26 Mar 1991","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=Dop8U37QBYcYvmIp62MXtg%3d%3d","2024-04-28"
"3E Partnership Trading as The Body Shop","009711B","22 May 1991","Ceased","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=KD9OddIX732wbjskPllTnA%3d%3d","2024-04-28"
"Land Planning in Partnership Limited","054692C","21 Jun 1991","Dissolved","1931 Act Company","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=sQ2zIpvNtrTQkcJOs8jmmg%3d%3d","2024-04-28"
"Perfect Partners","009768B","27 Jun 1991","Dissolved","Business Name","Previous","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=6RCy9Vd%2bkFo7XNqu34CJow%3d%3d","2024-04-28"
"Perfect Partners Isle Of Man","009768B","27 Jun 1991","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=6RCy9Vd%2bkFo7XNqu34CJow%3d%3d","2024-04-28"
"Quality Management Partners Limited","054801C","1 Jul 1991","Dissolved","1931 Act Company","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=XGcVlTNOLcFGYue%2biKkwdA%3d%3d","2024-04-28"
