Planning  Applications Determined between 1/1/19 - 31/12/19,,,,,
Decision,PA Ref,PROPOSAL,Decision issued,Determining Body,Property Address
Permitted,19/00516/B,Erection of a detached garden sunroom,04-Jul-19,Head of Development Management,18 Keeill Pharick Glen Vine Isle Of Man IM4 4EW 
Permitted,19/00517/GB,"Roofing works, installation of replacement windows, replacement lead work and roof insulation (in association with 19/00518/CON)",10-Jul-19,Principal Planner- North (CB),King Williams College Science Building King Williams College Grounds Castletown Isle Of Man IM9 1TP 
Permitted,18/01111/B,"Demolition works, alterations, erection of extension and creation of vehicular access (in association with 18/01112/CON)",01-Mar-19,Principal Planner- North (CB),51 Brunswick Road Douglas Isle Of Man IM2 3NW
Permitted,19/00181/B,Window and door alterations and rendering work to dwelling,23-Apr-19,Head of Development Management,4 Raad Bridjeen Reayrt Ny Cronk Peel Isle Of Man IM5 1GQ 
Permitted,19/00329/B,Replacement windows to front and rear of property in white double glazed upvc,24-May-19,Head of Development Management,21 Wesley Terrace Douglas Isle Of Man IM1 3HG
Permitted,19/00552/B,Replacement of existing conservatory roof with a tiled roof,18-Jul-19,Head of Development Management,2 Cronk Y Berry Drive Douglas Isle Of Man IM2 6HB
Permitted,19/00553/B,Erection of a replacement dwelling,02-Jul-19,Head of Development Management,Upper Rhenab Rhenab Road Cornaa Ramsey Isle Of Man IM7 1EL 
Permitted,18/01151/B,Erection of a two storey Commissioners depot to replace existing and alterations and extension to car park including lighting and landscaping,08-Jan-19,Planning Committee,Storage Facility And Car Park Breagle Glen  St Georges Crescent Port Erin Isle Of Man  
Permitted,19/00024/B,"Alterations, erection of extension, and installation of dormer windows and flue",25-Feb-19,Principal Planner - South (SC),24 Ormly Avenue Ramsey Isle Of Man IM8 3LQ
Permitted,19/00344/B,Extension of residential curtilage and erection of a shed,04-Jul-19,Head of Development Management,Field 335069 Rear To Falls Cottage Glen Rushen Road Glen Maye Isle Of Man  
Permitted,19/00345/B,Installation of replacement front door (retrospective),08-May-19,Head of Development Management,36 Mill Street Castletown Isle Of Man IM9 1AG
Permitted,18/01236/B,Construction of slurry lagoon and associated works within field (retrospective),23-Aug-19,Principal Planner - Enf (AM),Field 324401 Top Road Crosby Isle Of Man  
Permitted,19/00127/B,"Variation of condition one of PA 14/01156/REM. Reserved Matters Application relating to PA 13/00183/A for erection of a replacement dwelling, addressing siting, design, external appearance, internal layout and means of access, to extend the period of perm",24-May-19,Principal Planner- North (CB),Clypse Lodge Clypse Onchan Isle Of Man IM4 5BG
Permitted,19/00376/B,Installation of replacement front door,05-Jun-19,Director 2017+,2 Wesley Terrace Ballasalla Isle Of Man IM9 2DB
Permitted,19/00378/B,Erection of front porch,24-May-19,Principal Planner - South (SC),71 Friary Park Road Ballabeg Castletown Isle Of Man IM9 4EP
Permitted,19/00113/B,"Installation of replacement windows on front and side elevation, door on rear elevation, and guttering with downpipes",03-May-19,Principal Planner- North (CB),Primrose Lodge Athol Park Port Erin Isle Of Man IM9 6ES
Permitted,19/00145/B,Erection of agricultural shed and demolition of existing agricultural shed,30-May-19,Head of Development Management,Cronk Vane Stoney Mountain Road Eairy Isle Of Man IM4 3HJ
Permitted,19/00146/B,Installation of replacement roof tiles,30-Apr-19,Principal Planner - South (SC),22 Mines Road Laxey Isle Of Man IM4 7NH
Permitted,19/00148/B,Erection of porch with roof tiled to match house,03-May-19,Principal Planner- North (CB),2 Barrule Terrace Barrule View Terrace Foxdale Isle Of Man IM4 3EW
Permitted,19/00469/C,Additional use of residential accommodation as self-catering tourist accommodation,12-Aug-19,Head of Development Management,Renscault Farm East Baldwin Isle Of Man IM4 5EP 
Permitted,19/00470/B,"Roofing works, window / door alterations to dwelling and creation of additional parking / turning area",10-Jun-19,Head of Development Management,Green Gables Laxey Road Baldrine Isle Of Man IM4 6HA
Permitted,19/00471/C,Change of use of part ground floor from residential accommodation to a shop (Class 1) and professional / medical use,25-Jun-19,Planning Committee,34 Woodbourne Road Douglas Isle Of Man IM1 3AN 
Permitted,19/00472/B,Replacement of existing glazed conservatory roof with tile,26-Jun-19,Head of Development Management,4 Eleanora Gardens Douglas Isle Of Man IM2 3NR
Permitted,18/01283/A,"Approval in principle for the erection of a detached dwelling, addressing means of access",05-Mar-19,Planning Committee,Water Gardens  Jurby Coast Road Jurby West Isle Of Man IM7 3AS 
Permitted,19/00002/B,Installation of replacement windows to rear elevation with PVC units (retrospective),01-Mar-19,Head of Development Management,17 Thorny Road Douglas Isle Of Man IM2 5EG
Permitted,19/00052/D,Installation of illuminated signage,04-Mar-19,Principal Planner- North (CB),Jacksons Ltd Eden Business Park Cooil Road Braddan Isle Of Man IM4 2AZ 
Permitted,19/00089/B,Replacement windows and door on front elevation,03-Apr-19,Principal Planner - South (SC),50 Glenfaba Road Peel Isle Of Man IM5 1BX
Permitted,18/00986/B,Installation of 2m high security fencing to the north eastern boundary of car park,08-Jan-19,Head of Development Management,Sorting Office Spring Valley Industrial Estate Douglas Isle Of Man IM2 2AA
Permitted,19/01021/B,"Conversion of existing boarding house in to a dwelling including demolition of existing rear extension and wall, construction of kitchen extension, and creation of new vehicular access to rear lane.",25-Oct-19,Principal Planner- North (CB),16 Albert Street Douglas Isle Of Man IM1 2QA
Permitted,19/01218/B,Installation of a replacement front door and surrounding frame (retrospective),18-Dec-19,Principal Planner- North (CB),Fairholme Athol Park Port Erin Isle Of Man IM9 6EX
Permitted,19/01219/B,Installation of replacement roof slates (retrospective),09-Dec-19,Head of Development Management,61 Brunswick Road Douglas Isle Of Man IM2 3NW
Permitted,19/00639/B,Installation of replacement windows to front elevation,02-Aug-19,Head of Development Management,Stanley Hotel West Quay Ramsey Isle Of Man IM8 1DW
Permitted,19/01025/B,Replacement of existing hall window to front elevation with door.,02-Dec-19,Principal Planner - South (SC),St Georges Vicarage 16 Devonshire Road Douglas Isle Of Man IM2 3RB
Permitted,19/01027/B,"Alterations and extension to property, and erection of detached double garage.",23-Dec-19,Principal Planner- North (CB),Raby Farmhouse Main Road Glen Maye Isle Of Man IM5 3AU
Permitted,19/01087/B,Replace existing glazed conservatory roof with tile,18-Nov-19,Principal Planner - South (SC),20 Pinehurst Avenue Douglas Isle Of Man IM2 1PJ
Permitted,19/01088/B,Installation of replacement windows to front elevation,18-Nov-19,Head of Development Management,Meersbrook Quarterbridge Road Douglas Isle Of Man IM2 3RG
Permitted,18/00856/B,Erection of two new dwellings with associated parking and adjustments to vehicular access,16-Apr-19,Head of Development Management,Site Adjacent To Hanley Court North Shore Road Ramsey Isle Of Man  
Permitted,18/01317/CON,Registered Building consent for the demolition elements relating the application 18/01316/B,31-Jan-19,Principal Planner - South (SC),2 Osborne Terrace Douglas Isle Of Man IM1 3LH
Permitted,19/00392/B,"Alterations, erection of first floor extension and creation of driveway and vehicular access",29-May-19,Head of Development Management,Reina Malvern Road Douglas Isle Of Man IM2 5AP
Permitted,19/00461/B,Alterations and erection of ground and first floor extension,10-Jun-19,Head of Development Management,7 Ballagale Avenue Surby Port Erin Isle Of Man IM9 6QJ
Permitted,19/00476/B,Chimney and flue alterations,11-Jun-19,Head of Development Management,34 Greeba Drive Onchan Isle Of Man IM3 1EW
Permitted,19/00153/B,Installation of a replacement rear roof including two roof windows (retrospective),03-May-19,Principal Planner - South (SC),5 Scarlett Road Castletown Isle Of Man IM9 1NT
Permitted,19/00328/B,Construction of 18 industrial/storage and distribution units with associated highway/parking,18-Dec-19,Planning Committee,Part Of Recycling Compound Middle Park Kewaigue Braddan Isle Of Man  
Permitted,19/00589/B,Landscaping works to rear garden,12-Jul-19,Principal Planner- North (CB),Juniper House 1 Bradda West Lane Port Erin Isle Of Man IM9 6PW
Permitted,19/00590/B,Erection of replacement sunroom,09-Jul-19,Head of Development Management,20 Meadow Crescent Douglas Isle Of Man IM2 1NJ
Permitted,19/00591/B,Erection of garden room replacing existing garage at rear of property,02-Jul-19,Head of Development Management,Cair Vie Belle Vue Peel Isle Of Man IM5 1UH
Permitted,19/00609/B,Alterations and installation of flat roof with roof lights replacing existing domed roof,10-Jul-19,Principal Planner - South (SC),Hillberry House Hillberry Green Douglas Isle Of Man IM2 6DE
Permitted,19/00611/B,Alterations to create enclosed front porch from existing covered entrance,04-Jul-19,Principal Planner - South (SC),18 Robert Stephen Close Reayrt Y Sheear Douglas Isle Of Man IM2 6PJ 
Permitted,18/01344/B,Replacement of existing conservatory roof with tiled roof,30-Jan-19,Head of Development Management,67 Claughbane Drive Ramsey Isle Of Man IM8 2BL
Permitted,19/00008/B,"Alterations to property including installation of three dormer windows, a gable window, roof lights, change in roof finish",01-Mar-19,Principal Planner - South (SC),10 The Fairway Onchan Isle Of Man IM3 2EL
Permitted,19/00103/B,Alterations and formation of rear external landing and steps (retrospective),12-Mar-19,Head of Development Management,Amagary Eleanora Drive Douglas Isle Of Man IM2 3NN
Permitted,19/00249/B,Erection of a replacement storage building,23-Apr-19,Principal Planner - South (SC),Quiet Hills Jacks Lane Port E Vullen Ramsey Isle Of Man IM7 1AW
Permitted,19/00252/B,Alterations and erection of a portal frame agricultural building,30-Apr-19,Head of Development Management,Shenvalley Farm Foxdale Road St Marks Ballasalla Isle Of Man IM9 3AL
Permitted,19/00485/B,"Alterations, demolition of detached store and erection of extension to side and rear extensions",06-Aug-19,Head of Development Management,Cromford Eairy Isle Of Man IM4 3HU 
Permitted,18/01279/B,Removal of part wall to widen existing vehicular access (in association with 18/01282/CON),24-Jan-19,Principal Planner - South (SC),Crofton Mews The Crofts Castletown Isle Of Man IM9 1LW
Permitted,18/01282/CON,Registered Building consent for the removal of part wall to widen existing vehicular access (in association with 18/01279/B),24-Jan-19,Principal Planner - South (SC),Crofton Mews The Crofts Castletown Isle Of Man IM9 1LW
Permitted,18/01286/B,Installation of a replacement rear window,14-Jan-19,Head of Development Management,9 Woodburn Square Douglas Isle Of Man IM1 4DB 
Permitted,19/00622/B,Replacement of existing glazed conservatory roof with tile,01-Aug-19,Head of Development Management,10 Cronk Y Berry Mooar Douglas Isle Of Man IM2 6HJ
Permitted,19/00624/B,Erection of a front porch,25-Sep-19,Principal Planner- North (CB),Niarbyl Bridson Street Port Erin Isle Of Man IM9 6AN
Permitted,19/01162/B,"Alterations, erection of extension to replace conservatory and installation of a flue",11-Dec-19,Principal Planner - South (SC),4 Oakdale Douglas Isle Of Man IM2 7BT 
Permitted,19/01163/B,Erection of fencing with gate to rear,23-Dec-19,Principal Planner- North (CB),13 Victoria Road Castletown Isle Of Man IM9 1EN
Permitted,18/00811/C,Additional use of school grounds for the parking of up to two minibuses (retrospective),29-May-19,Planning Committee,Kirk Michael School Main Road Kirk Michael Isle Of Man IM6 1AJ
Permitted,18/00813/C,Additional use of school car park for the parking of up to two minibuses (retrospective),24-May-19,Head of Development Management,New Foxdale Primary School Mines Road Foxdale Isle Of Man IM4 3EX
Permitted,18/00815/C,Additional use of school car park for the parking of up to four minibuses (retrospective),24-May-19,Head of Development Management,Braddan School Braddan Road Braddan Douglas Isle Of Man IM4 4TQ
Permitted,19/00486/B,Alterations and extension to provide additional living accommodation,14-Jun-19,Director 2017+,Reayrt Y Jiass Orrisdale Road Ballasalla Isle Of Man IM9 3AE 
Permitted,19/00487/B,Alterations and erection of a rear extension,11-Jun-19,Head of Development Management,16 Baldrine Park Baldrine Isle Of Man IM4 6DD
Permitted,18/01189/C,Alternative use of property as either a single residential dwelling or one unit of tourist accommodation and one permanent dwelling,12-Feb-19,Planning Committee,Colby Mill Glen Road Colby Isle Of Man IM9 4NY 
Permitted,19/01232/B,"Alterations, erection of garden room with balcony deck area above",24-Dec-19,Principal Planner - South (SC),Minorca Chapel Minorca Hill Laxey Isle Of Man IM4 7DP 
Permitted,19/01253/B,Alterations and erection of first floor extension,24-Dec-19,Principal Planner - South (SC),Dhoor House Andreas Road Dhoor Ramsey Isle Of Man IM7 4ED 
Permitted,19/00995/B,Alterations and erection of single storey extension to front elevation,25-Oct-19,Principal Planner - South (SC),Struan Ballakillowey Road Colby Isle Of Man IM9 4BD
Permitted,19/01100/B,Removal of wall to widen existing vehicular access,09-Dec-19,Principal Planner - South (SC),Sunset View Peveril Road Peel Isle Of Man IM5 1PW
Permitted,19/01101/B,"Refurbishment works, removal of chimney stacks, replacement of roof slates with tiles and window / door alterations",09-Dec-19,Head of Development Management,Arnside Bay View Road Port Erin Isle Of Man IM9 6LF
Permitted,18/01339/B,Extension to property in order to accommodate new lifeboat,25-Jun-19,Planning Committee,RNLI New Norbury Lifeboat House Queens Promenade Ramsey Isle Of Man IM8 1BH
Permitted,19/00029/B,Erection of an extension (amendment to PA 17/00441/B),20-Feb-19,Principal Planner- North (CB),10 Knock Rushen Scarlett Castletown Isle Of Man IM9 1TQ 
Permitted,19/00032/B,"Alterations, installation of a replacement shop front and installation of an extractor flue to rear elevation of building",08-Apr-19,Head of Development Management,Shop Units 2 & 3 Church Walk St Pauls Square Ramsey Isle Of Man IM8 1LA 
Permitted,19/00163/B,"Variation of condition one of PA 15/00235/B, Erection of a dwelling to replace existing building, to extend the period of permission by two years",08-Apr-19,Head of Development Management,Builders Yard  Corner Of Maine Avenue And Maine Road Port Erin Isle Of Man IM9 6LG
Permitted,19/00164/B,Erection of a garden equipment storage shed and extension to existing storage shed,04-Apr-19,Head of Development Management,Ballacorris Croft Clannagh Road Santon Isle Of Man IM4 2HP 
Permitted,19/00317/CON,Installation of overhead heaters and radiator tubes located under pews (Registered Building Nos. 185),28-May-19,Head of Development Management,The Chapel King Williams College Grounds Castletown Isle Of Man IM9 1TP 
Permitted,18/00958/CON,Registered Building consent for the demolition of former repair shop and site clearance (in association with application 18/00957/B),01-Mar-19,Head of Development Management,Former Princes Motors Ltd Repair Shop Glen Road Laxey Isle Of Man IM4 7AR
Permitted,18/01089/B,Erection of tractor storage shed,15-Feb-19,Head of Development Management,Union Mills Football Club Ballaoates Road Strang Douglas Isle Of Man IM4 4TE 
Permitted,18/01296/B,Installation of timber fishing platform,08-Mar-19,Department Application,Cringle Reservoir Corlea Road Ballasalla Isle Of Man  
Permitted,19/00083/CON,Registered Building consent for the demolition elements relating the application 19/00082/B,19-Mar-19,Planning Committee,Castle House 7 The Parade Castletown Isle Of Man IM9 1LG 
Permitted,19/00165/B,Creation of a bore hole,30-Jul-19,Planning Committee,Gleneedle Farm Gleneedle Lower Foxdale Isle Of Man IM4 3BF
Permitted,19/00478/B,"Alterations and installation of rooflights, doors to rear of property, replacement of existing roof tiles and windows",04-Jul-19,Head of Development Management,Heatherlea Station Road Kirk Michael Isle Of Man IM6 1AE
Permitted,19/00484/CON,Registered Building consent for the replacement of existing windows and internal works (in association with PA 19/00483/GB) Registered Building Nos. 187,21-Aug-19,Principal Planner - South (SC),2 Victoria Terrace Douglas Isle Of Man IM2 4EU
Permitted,19/00488/B,Erection of two detached dwellings with associated garages and field access gates,02-Jul-19,Principal Planner- North (CB),Clypse Mooar Cottage Clypse Onchan Isle Of Man IM4 5BG
Permitted,19/00549/B,Erection of two detached dwellings with integral garages,20-Jun-19,Head of Development Management,Plots 85 & 86 Phase 2 Royal Park Ramsey Isle Of Man IM8 3UH 
Permitted,19/00942/B,Alterations and erection of side extension,07-Nov-19,Principal Planner - South (SC),60 Ormly Road Ramsey Isle Of Man IM8 3LJ
Permitted,19/01175/B,Installation of replacement roof tiles and removal of chimney stacks,18-Dec-19,Principal Planner- North (CB),1-32 Ayre View Bride Isle Of Man IM7 4AY
Permitted,19/01185/B,Erection of ancillary accommodation (retrospective),18-Dec-19,Principal Planner - South (SC),Gat Y Whing Glen Road Colby Isle Of Man IM9 4PA
Permitted,18/01308/B,Replacement of existing conservatory roof with tiled roof,18-Jan-19,Principal Planner- North (CB),17 Thirlmere Avenue Onchan Isle Of Man IM3 2DR
Permitted,18/01319/B,Alterations and renovation of property including repositioning of entrance door,05-Feb-19,Head of Development Management,White House 11 New Road Laxey Isle Of Man IM4 7BB
Permitted,19/00260/C,Additional use of retail unit (Class 1) for after school tuition (Class 2),30-Apr-19,Planning Committee,15 Malew Street Castletown Isle Of Man IM9 1AB
Permitted,18/01232/B,Alteration to an existing side window,09-Jan-19,Head of Development Management,1 Peveril Villas Main Road Ballasalla Isle Of Man IM9 2DA
Permitted,18/01233/B,Alterations and erection of a rear extension,14-Mar-19,Principal Planner - South (SC),6 King Orry Road Glen Vine Isle Of Man IM4 4ER
Permitted,18/01235/B,Erection of a car port over existing driveway,28-Jun-19,Director 2017+,Chibbyr Dybber 7 Spaldrick Avenue Port Erin Isle Of Man IM9 6PE 
Permitted,18/01280/B,Alterations and extensions to dwelling including replacement windows to front elevation (in association with RB application 18/01281/CON),30-Apr-19,Head of Development Management,15 Stanley Terrace Douglas Isle Of Man IM2 4EP
Permitted,19/00384/B,Replacement of existing conservatory roof with a tiled roof.,24-May-19,Head of Development Management,29 Greeba Drive Onchan Isle Of Man IM3 1ER
Permitted,19/00261/B,Installation of a replacement shop front,23-Apr-19,Principal Planner - South (SC),67 Strand Street Douglas Isle Of Man IM1 2EN
Permitted,19/00262/C,Additional use of residential dwelling as tourist living accommodation,15-May-19,Head of Development Management,41 Castlemona Avenue Douglas Isle Of Man IM2 4EB
Permitted,19/00299/B,Removal of a chimney stack (retrospective),21-May-19,Head of Development Management,Thie-Ny-Chibbyr Eairy Isle Of Man IM4 3HU 
Permitted,19/01093/B,Replacement of existing conservatory roof with tiles,20-Nov-19,Principal Planner- North (CB),33 Ballanoa Meadow Santon Isle Of Man IM4 1HQ 
Permitted,19/01095/B,Variation of condition 1 of approval for dwelling (PA 15/00682/REM) to extend permission for a further 3 years,20-Nov-19,Principal Planner- North (CB),Agricultural Building Robin Hill Farm Cronk Y Dhooney Ballakilpheric Colby Isle Of Man  
Permitted,19/01099/B,Alterations and erection of extension to dwelling,02-Dec-19,Principal Planner - South (SC),Ballatrollag Farmhouse Grenaby Road Ballabeg Castletown Isle Of Man IM9 4HE 
Permitted,19/01016/B,Replacement of existing conservatory roof with tiled roof.,19-Dec-19,Principal Planner- North (CB),2 Murrays Lake Grove Mount Murray Douglas Isle Of Man IM4 2GY 
Permitted,18/01330/CON,Registered Building Consent for the demolition elements of PA 18/01329/B.,11-Mar-19,Planning Committee,22-23 North Quay Douglas Isle Of Man IM1 4LE 
Permitted,19/00729/B,Replacement of existing glazed conservatory roof with tile,13-Aug-19,Head of Development Management,3 Broogh Wyllin Shore Road Kirk Michael Isle Of Man IM6 1HU 
Permitted,19/00731/B,Erection of extension to rear elevation,13-Aug-19,Head of Development Management,22 Sunnybank Avenue Onchan Isle Of Man IM3 3BW
Permitted,19/01032/B,Erection of replacement detached garage and widening to vehicle access,07-Nov-19,Principal Planner - South (SC),Kimberley Athol Park Port Erin Isle Of Man IM9 6ES
Permitted,19/01036/D,Installation of non-illuminated signage,20-Nov-19,Principal Planner - South (SC),PricewaterhouseCoopers LLC 60 Circular Road Douglas Isle Of Man IM1 1BAE
Permitted,19/01038/C,Additional use of dwelling as tourist accommodation,30-Oct-19,Principal Planner - South (SC),Bramalea Highfield Drive Baldrine Isle Of Man IM4 6EE
Permitted,19/00006/B,Replacement of existing office building with new industrial unit and associated parking,18-Feb-19,Head of Development Management,Manx Metals Balthane Industrial Estate Balthane Ballasalla Isle Of Man IM9 2AQ 
Permitted,19/00177/B,Replacement of existing conservatory with sun lounge with insulated roof,17-Apr-19,Head of Development Management,Ballagorrey Beg Bungalow Glen Mona Ramsey Isle Of Man IM7 1HF 
Permitted,19/00175/B,Alterations to existing patio and replacement of two existing windows with window/door unit,23-Apr-19,Head of Development Management,Rock View Walpole Road Peel Isle Of Man IM5 1PE
Permitted,19/00178/B,Creation of single storey extension and replacement of existing flat roof with pitched roofs,05-Apr-19,Head of Development Management,7 Glen Park Drive Douglas Isle Of Man IM2 6HN
Permitted,19/00180/B,Creation of extension and alterations to existing parking.,09-Apr-19,Head of Development Management,26 Hampton Farm New Castletown Road Douglas Isle Of Man IM2 2DN 
Permitted,19/00215/B,Erection of four semi-detached dwellings with associated parking,22-Jul-19,Planning Committee,Millmount House Millmount Off New Castletown Road Douglas Isle Of Man IM2 1HD
Permitted,19/00216/B,Removal of two chimney stacks,17-Apr-19,Head of Development Management,11 Bay View Road Onchan Isle Of Man IM3 1HX
Permitted,19/00217/B,Creation of an outdoor equine arena,16-Apr-19,Principal Planner - South (SC),Field 534212 Scollag Road Abbeylands Isle Of Man  
Permitted,19/00567/B,Upgrading works to former cow shed including works to roof and walls,22-Oct-19,Principal Planner - South (SC),Whitestrand Farm Lhergydhoo Peel Isle Of Man IM5 2AE 
Permitted,19/00996/B,"Installation of replacement windows, doors and roof tiles",13-Nov-19,Head of Development Management,1 Crossag Road Ballasalla Isle Of Man IM9 3DX
Permitted,19/00998/C,Additional use of residential appartment as tourist accommodation,16-Oct-19,Principal Planner - South (SC),Apartment 15 Piccadilly Court Queens Promenade Douglas Isle Of Man IM2 4NS 
Permitted,19/01001/B,"Alterations, erection of single storey rear extension, front and rear dormers",30-Oct-19,Principal Planner - South (SC),The Naul 16 Claughbane Avenue Ramsey Isle Of Man IM8 2BF 
Permitted,19/01004/C,Additional use of flat as tourist accommodation,25-Oct-19,Principal Planner - South (SC),Flat 9  Carlton Grove Queens Drive West Ramsey Isle Of Man IM8 2JA
Permitted,19/01239/B,Erection of garden room extension to side elevation and a storm porch extension to front elevation,24-Dec-19,Principal Planner - South (SC),Sandhurst Cottage Minorca Hill Laxey Isle Of Man IM4 7DX
Permitted,18/01034/B,Erection of extension at first floor level over existing garage,03-Apr-19,Head of Development Management,21 Ballagyr Park Peel Isle Of Man IM5 1UN
Permitted,19/00491/D,Erection of signage (in association with 19/00492/CON),11-Jun-19,Head of Development Management,1 - 3 Castle Street Castletown Isle Of Man IM9 1LF
Permitted,19/00492/CON,Registered Building consent for the erection of signage (in association with 19/00491/D) Registered Building Nos. 68 & 69,21-Jun-19,Head of Development Management,1 - 3 Castle Street Castletown Isle Of Man IM9 1LF
Permitted,19/00555/B,Creation of a secured storage area for skips (retrospective),16-Jul-19,Planning Committee,Landrace The Technical Site The Old Airfield Braust Andreas Isle Of Man IM7 4JB 
Permitted,19/00557/B,"Alterations, installation of replacement windows and entrance doors, curtain walling alteration and remodelling of public entrances to improve accessibility with inclusion of canopies",27-Jun-19,Head of Development Management,Markwell House Market Street Douglas Isle Of Man IM1 2RZ 
Permitted,19/00562/B,"Alterations, erection of extension and raising of roof with associated dormers",10-Jul-19,Principal Planner - South (SC),Elmwood Honna Road Surby Port Erin Isle Of Man IM9 6QW
Permitted,19/00565/B,Erection of a roof canopy / gazebo to an existing patio / walled area,02-Jul-19,Head of Development Management,Rockwood Land Adjacent To Ramsey Road Laxey Isle Of Man IM4 7PY 
Permitted,19/00891/B,Erection of a shed to provide agricultural storage and workshop,26-Sep-19,Principal Planner- North (CB),Field 224189 Track Parallel To Quarry Bends Ballaugh Isle Of Man  
Permitted,19/00892/B,"Alterations, demolition of garage and erection of double garage with sunroom and terrace above",22-Nov-19,Head of Development Management,Lhie Ny Greiney Darragh Port Erin Isle Of Man IM9 6JB
Permitted,19/00566/B,Conversion of redundant milking parlour into a general purpose agricultural building,22-Oct-19,Principal Planner - South (SC),Whitestrand Farm Lhergydhoo Peel Isle Of Man IM5 2AE 
Permitted,19/00570/B,Replacement of existing glazed conservatory roof with tile,23-Jul-19,Principal Planner - South (SC),7 Wentworth Close Onchan Isle Of Man IM3 2JU 
Permitted,19/00604/B,Installation of air source heat pump,04-Jul-19,Principal Planner - South (SC),1 Cronk Y Berry Beg Douglas Isle Of Man IM2 6HA
Permitted,19/00606/C,Additional use of residential dwelling as tourist accommodation,12-Jul-19,Principal Planner - South (SC),64 Erin Way Port Erin Isle Of Man IM9 6EF 
Permitted,19/00629/B,Erection of mobile classroom,12-Jul-19,Principal Planner - South (SC),Ballakermeen High School St Catherines Drive Douglas Isle Of Man IM1 4BE 
Permitted,19/00631/B,Alterations and erection of garage/workshop extension and rear porch extension,10-Jul-19,Principal Planner - South (SC),Pomeroy Richmond Road Ramsey Isle Of Man IM8 3PB
