"osm_id","osm_type","osm_url","lat","lon","name","name:en","name:gv","shop","addr:unit","addr:housename","addr:housenumber","addr:street","addr:place","addr:city","addr:postcode","addr:country","website","contact:website","phone","contact:phone","contact:fax","contact:email","contact:facebook"
"11800214430","node","https://osm.org/node/11800214430","54.322185","-4.385771","Age Concern Isle of Man","","","charity","3","","87","Parliament Street","","Ramsey","IM8 1AJ","","https://www.ageconcern.im/","","","","","",""
"204133177","way","https://osm.org/way/204133177","54.14976655533806","-4.526821569001943","Agrimark","","","wholesale","1","","","","Spring Valley Industrial Estate","Douglas","IM2 2QR","IM","https://www.agrimark.im","","","","","",""
"182594372","way","https://osm.org/way/182594372","54.156316372374896","-4.493223171175119","Alexander Nurseries","","","garden_centre","","","","Westminster Drive","","Douglas","IM1 4EQ","","https://alexander-nurseries.business.site","","","","","",""
"419113941","way","https://osm.org/way/419113941","54.15142178395851","-4.479324804244805","Ali's Gadget","","","gift","","","47","Strand Street","","Douglas","","IM","","","","","","",""
"1069288850","node","https://osm.org/node/1069288850","54.161187","-4.482013","All Round Fishing","","","fishing","","","","","","","","","","","","","","",""
"146980699","way","https://osm.org/way/146980699","54.22284238282573","-4.693611316208802","Allkinds","","","second_hand","","","","Michael Street","","Peel","","IM","","","","","","",""
"11904565155","node","https://osm.org/node/11904565155","54.160977","-4.481755","Allusion","","","hairdresser;beauty","","","","Duke's Road","","Douglas","","","","","","","","",""
"416526302","way","https://osm.org/way/416526302","54.15303468534333","-4.479149255303428","Amara","","","clothes","","","","","","","","","","","","","","",""
"1194879903","way","https://osm.org/way/1194879903","54.22266278326128","-4.6948363976232805","Anabela's","","","craft","","","4","Michael Street","","Peel","","IM","","","","","","",""
"1069323497","node","https://osm.org/node/1069323497","54.156067","-4.482838","Andrea's Grooming Parlour","","","beauty","","","","","","","","","","","","","","",""
"6123229686","node","https://osm.org/node/6123229686","54.385095","-4.449531","Andreas Christmas Trees","","","garden_centre","","Knock e Nean","","Smeale Road","","Andreas","IM7 4JA","IM","https://www.facebook.com/pages/category/Local-Business/Andreas-Christmas-Trees-1204851189579353/","","","","","",""
"1270952326","way","https://osm.org/way/1270952326","54.36747452466946","-4.42925616632515","Andreas Meat Co","","","butcher","","Technical Site","","Andreas Airfield","","Andreas","IM7 4ES","","https://andreasmeats.com/","","","","","",""
"900954109","way","https://osm.org/way/900954109","54.36711757349667","-4.444515838522893","Andreas Stores","","","convenience","","","","Andreas Main Road","","Andreas","","IM","","","","","","","https://www.facebook.com/andreasstores/"
"221234709","way","https://osm.org/way/221234709","54.099242397545964","-4.627900951656074","Andy's","","","convenience","","","39","Clagh Vane","","Ballasalla","","IM","","","","","","",""
"420023855","way","https://osm.org/way/420023855","54.1496189045002","-4.480584515376654","Any Other Business","","","convenience","","","","","","","","","","","","","","",""
"1139279813","way","https://osm.org/way/1139279813","54.14986581280752","-4.484658529976842","Ashcrofts","","","interior_decoration","","","35","Circular Road","","Douglas","IM1 1AD","","https://ashcrofts.im/","","","","","",""
"221230012","way","https://osm.org/way/221230012","54.0947895","-4.627963","Athol Garage","","","car","","","","Balthane Road","","Ballasalla","IM9 2AF","","https://www.athol.im","","","","","",""
"147183494","way","https://osm.org/way/147183494","54.222863787268224","-4.692196671258296","Atholl Place Collections","","","antiques","","","7","Atholl Place","","Peel","","IM","","","","","","",""
"10829691497","node","https://osm.org/node/10829691497","54.320787","-4.37959","Auld and New","","","trade","","","","","Saint Paul's Square","Ramsey","","IM","","","","","","",""
"12195333904","node","https://osm.org/node/12195333904","54.173265","-4.456889","Aurora Brides","","","yes","","Aurora Brides","6","Summer Hill","","Douglas","IM3 1LZ","","","","+44 1624 664088","","","",""
"900485882","way","https://osm.org/way/900485882","54.14669499999999","-4.503706499999999","AutoLogic vehicle servicing and repairs","","","car_repair","9-10","","","","Middle River Industrial Estate","Douglas","IM2 1AL","","https://www.autologic.im/","","","","","",""
"292928216","way","https://osm.org/way/292928216","54.1484345","-4.501863","Autocrash accident repair centre","","","car_repair","","","","","Middle River Industrial Estate","Douglas","IM2 1AL","IM","","https://www.autocrashltd.im/","","+44 1624 611400","","",""
"10829691494","node","https://osm.org/node/10829691494","54.320666","-4.379504","B & Ms","","","pastry","","","","","Saint Paul's Square","Ramsey","","IM","","","","","","",""
"78036194","way","https://osm.org/way/78036194","54.16834014726464","-4.516595607586603","B&B Furniture","","","furniture","F","","","","Snugborough Trading Estate","Union Mills","IM4 4LH","IM","https://www.bbfurniture.co.uk","","","","","",""
"59522622","way","https://osm.org/way/59522622","54.150654294791146","-4.528299076145216","B&Q","","","doityourself","35","","","","Spring Valley Industrial Estate","Douglas","IM2 2QT","IM","https://www.diy.com/store/1095","","","","","",""
"80343248","way","https://osm.org/way/80343248","54.15010337271862","-4.527502668987157","B&Q","","","garden_centre","","","","","","","","","","","","","","",""
"1206732764","way","https://osm.org/way/1206732764","54.15781354396024","-4.477973963239291","B4 and After Ltd","","","hairdresser","","","20","Broadway","","Douglas","IM2 4EL","IM","","","","+44 1624 668306","","","https://www.facebook.com/B4andafterltd/"
"11878969755","node","https://osm.org/node/11878969755","54.171708","-4.543173","BallaKarran Meat Company","","","butcher","","Cronk Beg","","","Glenlough Farm","Union Mills","IM4 4AT","IM","https://ballakarran.com","","","","","",""
"3659088390","node","https://osm.org/node/3659088390","54.178536","-4.450314","Ballacrink Stores","","","supermarket","","","","","","","","","","","","","","",""
"104425108","way","https://osm.org/way/104425108","54.090097550222005","-4.731349556353056","Ballagawne Garden Nurseries","","","garden_centre","","","","Ballagawne Road","","Colby","IM9 4AZ","","","","","","","",""
"7732165998","node","https://osm.org/node/7732165998","54.186017","-4.638269","Ballahig Farm Meats","","","butcher","","","","","The Hope","St John's","IM4 3AU","","https://www.ballahigfarm.im","","+44 1624 801222","","","",""
"6213832686","node","https://osm.org/node/6213832686","54.368202","-4.464275","Ballakelly Farm","","","butcher","","","","Kiondroghad Road","","Andreas","IM7 3EJ","IM","https://www.ballakelly.farm","","","","","","https://www.facebook.com/BallakellyFarm"
"872187556","way","https://osm.org/way/872187556","54.15456216506691","-4.489829416094052","Ballakermeen Stores","","","convenience","","","34","Westbourne Drive","","Douglas","","IM","","","","","","","https://www.facebook.com/harveyretail/"
"475393411","node","https://osm.org/node/475393411","54.205835","-4.650605","Ballaleece","","","farm","","","","","","","","","","","","","","",""
"67761899","way","https://osm.org/way/67761899","54.097362","-4.630014500000001","Ballasalla Hair","","","hairdresser","","","","","","","","","","","","","","",""
"1158812326","way","https://osm.org/way/1158812326","54.152953778302226","-4.483763929618047","Barber Code","","","hairdresser","","","","","","","","","","","","+44 7624 303137","","",""
"1069288782","node","https://osm.org/node/1069288782","54.161155","-4.481844","Barber Top Studio","","","hairdresser","","","","Lower Duke's Road","","Douglas","IM2 4BL","IM","","","","+44 7624 290199","","",""
"102856174","way","https://osm.org/way/102856174","54.32216361084509","-4.386047222551935","Barista Coffee House","","","coffee","","","89","Parliament Street","","Ramsey","IM8 1AQ","IM","","","","","","",""
"79143389","way","https://osm.org/way/79143389","54.14912968408749","-4.48126763253687","Beau","","","beauty","","","24","Church Street","","Douglas","IM1 2AB","IM","","","","","","",""
"101772901","way","https://osm.org/way/101772901","54.085754","-4.7581809999999995","Beautyroom & Coco Tanning","","","beauty","","","14","Church Road","","Port Erin","IM9 6AQ","IM","https://beauty-roomcocotanning.business.site","","+44 1624 833540","","","","https://www.facebook.com/BeautyroomCocoTanning/"
"232262140","way","https://osm.org/way/232262140","54.179333500000006","-4.4788955","Bet-a-Bet Racing","","","bookmaker","","","4","Hailwood Court","","Onchan","","IM","","","","","","",""
"102856176","way","https://osm.org/way/102856176","54.32204412312748","-4.383736934839664","Bet-a-bet Racing","","","bookmaker","","","","","","","","","","","","","","",""
"60177062","way","https://osm.org/way/60177062","54.1691064068699","-4.6344106763767","Bettridge Motors","","","car","","","","Mines Road","","Foxdale","IM4 3EX","IM","https://www.bettridges.com","","","","","",""
"146907368","way","https://osm.org/way/146907368","54.22294946268766","-4.696072484117092","Beyond Beauty","","","beauty","","","1","Castle Street","","Peel","","IM","","","","","","",""
"1204401382","way","https://osm.org/way/1204401382","54.08687597246228","-4.641306583924479","Big Red Storage","","","storage_rental","","","","","Ronaldsway Industrial Estate","Ballasalla","IM9 2AA","","https://www.bigred.im","","","","","",""
"10852484597","node","https://osm.org/node/10852484597","54.148728","-4.47508","Bikestyle IOM","","","bicycle","","Peveril Buildings","","Peveril Square","","Douglas","IM1 2BS","","https://www.bikestyle.im","","","","","","https://www.facebook.com/bikestyle"
"79212574","way","https://osm.org/way/79212574","54.18138356156969","-4.464273782673165","Birch Hill Stores","","","convenience","","","","","","","","","","","","","","",""
"420028934","way","https://osm.org/way/420028934","54.14909834674545","-4.479914805838945","Black Grace Cowley","","","estate_agent","","","51","Victoria Street","","","IM1 2LD","IM","https://www.blackgracecowley.com/","","","","","",""
"10853999902","node","https://osm.org/node/10853999902","54.076803","-4.653365","Bliss Nails & Beauty","","","beauty","","","","","","","","","","","","+44 7624 414361","","",""
"233925091","way","https://osm.org/way/233925091","54.231660670575295","-4.4065540935968395","Blond with Lucy","","","hairdresser","","","","","","","","","","","","","","",""
"102737939","way","https://osm.org/way/102737939","54.32200847901728","-4.383059903502952","Blue Beauty Bar","","","beauty","","","35","Parliament Street","","Ramsey","IM8 1AT","IM","","","","","","",""
"102783334","way","https://osm.org/way/102783334","54.32181651429354","-4.381984070740567","Blue Moon gift shop","","","gift","","","26","Parliament Street","","Ramsey","IM8 1AW","","","","","+44 1624 817280","","bluemoongiftshop@hotmail.com","https://www.facebook.com/bluemoongiftshopramsey/"
"4897707824","node","https://osm.org/node/4897707824","54.151175","-4.47859","Bonton Fabrics","","","fabric","","","","","","","","","","","","","","",""
"1288114142","way","https://osm.org/way/1288114142","54.15279618434156","-4.483646414906292","Booboo's Groom Room","","","pet_grooming","","","31","Christian Road","","Douglas","","IM","","","","","","booboosgroomroom@gmail.com",""
"418111621","way","https://osm.org/way/418111621","54.150419278122314","-4.4786531461158665","Boots Opticians","","","optician","","","10","Strand Street","","Douglas","IM1 2FD","IM","https://www.boots.com/stores/3634-isle-of-man-douglas-opticians-im1-2fd","","","","","",""
"1173431609","way","https://osm.org/way/1173431609","54.14673311791495","-4.5035633982039665","BottomLine Marine","","","boat","8","","","","Middle River Industrial Estate","Douglas","IM2 1AL","","https://www.bottomlinemarine.com/","https://www.bottomlinemarine.com/","","+44 1624 671671","","",""
"416526318","way","https://osm.org/way/416526318","54.15296376286758","-4.478896508513076","BoyleSports","","","bookmaker","","","12","Castle Street","","","","IM","","","","","","",""
"101520499","way","https://osm.org/way/101520499","54.08491028451994","-4.760079029642562","Bridge Bookshop","","","books","","","","","","","","","","","","","","",""
"102856158","way","https://osm.org/way/102856158","54.322281101127835","-4.3839703910027605","Bridge Bookshop","","","books","","","62","Parliament Street","","Ramsey","IM8 1AJ","IM","https://www.bridge-bookshop.com/","","","","","",""
"415157475","way","https://osm.org/way/415157475","54.153186519660366","-4.479250852475633","British Red Cross","","","charity","","","19","Castle Street","","Douglas","IM1 2EX","","https://www.redcross.org.uk/shop/find-a-charity-shop/douglas-isle-of-man","","","","","","https://www.facebook.com/BRCDouglasIOM/"
"1128012511","way","https://osm.org/way/1128012511","54.15484689440395","-4.483633393830844","Bulgarian Food Shop Arbanasi","","","deli","","","5","Windsor Road","","Douglas","","","","","","","","",""
"416526303","way","https://osm.org/way/416526303","54.15334926645697","-4.479136679494439","Butlers","","","interior_decoration","","","25","Castle Street","","Douglas","IM1 2EX","IM","https://www.butlers-choice.co.uk/","","","","","",""
"100054343","way","https://osm.org/way/100054343","54.0736373415512","-4.654633472883984","Butterfly Beauty Lounge","","","beauty","","","","","","","","","","","+44 7624 390237","","","",""
"900485879","way","https://osm.org/way/900485879","54.14718931372723","-4.503916012621243","CEF","","","trade","","","","","Middle River Industrial Estate","Douglas","IM2 1AL","IM","https://www.cef.co.uk/stores/iom","","","","","",""
"59523627","way","https://osm.org/way/59523627","54.15468778784541","-4.5340783907735265","Caledonian Toyota","","","car","","","","","","","","","https://caledonian.toyota.co.uk/","","","","","",""
"361410121","way","https://osm.org/way/361410121","54.31926575594755","-4.492026426186192","Caley's General Store","Caley's General Store","","general;post_office","","","","","","","","","","","","","","",""
"186415858","way","https://osm.org/way/186415858","54.146046103819835","-4.475875495652462","Callin & Co. Chartered Accountants","","","accountant","","","6-7","Douglas Head Road","","","IM1 5BG","","","","","+44 1624 675528;+44 1624 627191","+44 1624 670666","callin@manx.net",""
"280860902","way","https://osm.org/way/280860902","54.151833013090226","-4.483024003507377","Cannel Print Limited","","","copyshop","","","44","Bucks Road","","Douglas","","IM","","https://www.iomprint.com/","","+44 1624 625690","","info@iomprint.com",""
"419056950","way","https://osm.org/way/419056950","54.14951252977858","-4.478780534653987","CarShop","","","car","","","47","Duke Street","","Douglas","IM1 2AU","IM","","carshop.co.im","","+44 1624 676677","","",""
"60928927","way","https://osm.org/way/60928927","54.15025691455597","-4.479003645644364","Card Factory","","","gift","","","1-3","Strand Street","","Douglas","IM1 2EN","","https://www.sandpiperci.com/brands/card-factory/strand-street/","","","","","",""
"241013775","way","https://osm.org/way/241013775","54.15214529980243","-4.483323872520722","Carnation Cleaners","","","laundry","","","58","Bucks Road","","Douglas","IM1 3AD","IM","","","","","","",""
"101875106","way","https://osm.org/way/101875106","54.070146983824024","-4.734000886632472","Carrick Bay Seafoods","","","wholesale","","","","","","","","","","","","+44 1624 833400","+44 1624 833401","",""
"79144633","way","https://osm.org/way/79144633","54.17010518600414","-4.4955419077295335","Carrs Lane Motors","","","car","","","Unit 2","Carr's Lane","","Tromode","IM4 4QB","IM","","","","+44 1624 667989","","",""
"420028935","way","https://osm.org/way/420028935","54.149091751470856","-4.4801700904301","Carter Moon","","","estate_agent","","","","","","","","","","","","","","",""
"100018170","way","https://osm.org/way/100018170","54.073731808911496","-4.653692903227693","Castle Cutz","","","hairdresser","","","4","Malew Street","","Castletown","","IM","","","","+44 1624 829309","","",""
"103884687","way","https://osm.org/way/103884687","54.07670122741723","-4.645037663263555","Castletown Textiles","","","tailor","","","11B","College Green","","Castletown","","IM","","","","+44 1624 825820","","",""
"419052352","way","https://osm.org/way/419052352","54.149933353481394","-4.478446021189401","CeX","","","electronics","","","56-58","Duke Street","","Douglas","IM1 2AR","","https://uk.webuy.com/site/storeDetail?branchId=3060","","","","","",""
"146980739","way","https://osm.org/way/146980739","54.22279292555899","-4.694790654812024","Celtic Gold","","","jewelry","","","5","Michael Street","","Peel","","IM","https://www.celtic-gold.co.uk/","","","","","",""
"12173929085","node","https://osm.org/node/12173929085","54.157418","-4.488124","Champs","","","hairdresser","","","6","Brunswick Road","","Douglas","IM2 3LQ","","","","","","","",""
"101812274","way","https://osm.org/way/101812274","54.0770959929958","-4.739317570440932","Chantilly Lace","","","clothes","","Homemaker","","Bay View Road","","Port Saint Mary","IM9 5AG","IM","","","","","","",""
"1304426290","way","https://osm.org/way/1304426290","54.158720599813286","-4.482273374380127","Cherry Blosso Beauty Parlour","","","beauty","","","4","Bathurst Street","","Douglas","IM2 3HH","","","","","","","",""
"100438921","way","https://osm.org/way/100438921","54.073702375448896","-4.655348895305858","Chree Brae","Heart of the Hill","Chree Brae","gift","","","23","Arbory Street","","Castletown","","IM","","","","","","","https://www.facebook.com/people/Chree-Brae-Gifts-Jewellery/100063705664276/"
"158973759","way","https://osm.org/way/158973759","54.08542325595335","-4.757440994961648","Chrystals","","","estate_agent","","","23-25","Station Road","","Port Erin","IM9 6AR","","","","","","","",""
"419775937","way","https://osm.org/way/419775937","54.149201517709315","-4.47846724726751","Chrystals","","","estate_agent","","","31","Victoria Street","","Douglas","IM1 2LH","IM","https://chrystals.co.im/","","","","","",""
"12134462885","node","https://osm.org/node/12134462885","54.154273","-4.479366","Churches Bookshop","","","books;gift;stationery","","St Thomas' Church","","Finch Road","","Douglas","IM1 2PL","IM","","","","+44 1624 621593","","",""
"502471206","node","https://osm.org/node/502471206","54.152699","-4.500558","City Plumbing","","","trade","","","","Peel Road","The Milestone","Douglas","IM1 5ED","IM","https://www.cityplumbing.co.uk/branch-locator/0958/douglas-isle-of-man","","","","","",""
"419113933","way","https://osm.org/way/419113933","54.15163995088824","-4.479424780090967","Clarks","","","shoes","","","57","Strand Street","","Douglas","IM1 2EN","IM","https://www.clarks.com/en-gb/store-locator/UnitedKingdom/DOUGLAS/2563","","","","","",""
"417401592","way","https://osm.org/way/417401592","54.151120338147265","-4.478886486900653","Clintons","","","gift","","","38-42","Strand Street","","","","IM","https://www.clintoncards.co.uk/","","","","","",""
"419052356","way","https://osm.org/way/419052356","54.149875487814036","-4.478446030547298","Clucas","","","florist","","","","","","","","","http://www.clucasflorist.com","","+44 1624 673644","","","",""
"82691376","way","https://osm.org/way/82691376","54.07299943480522","-4.653622984297469","Co-op Food","","","supermarket","","","","The Parade","","Castletown","IM9 1LG","","https://www.coop.co.uk/store-finder/IM9-1LG/the-parade","","","","","",""
"99323317","way","https://osm.org/way/99323317","54.32128474950497","-4.384306928408637","Co-op Food","","","supermarket","","","3","Christian Street","","Ramsey","IM8 1DG","IM","https://www.coop.co.uk/store-finder/IM8-1DG/3-christian-street","","","","","",""
"101772717","way","https://osm.org/way/101772717","54.085506433528906","-4.757967536597883","Co-op Food","","","convenience","","","13","Station Road","","Port Erin","IM9 6AE","IM","https://www.coop.co.uk/store-finder/IM9-6AE/station-road","","","","","",""
"101812245","way","https://osm.org/way/101812245","54.07750679784651","-4.739743650361762","Co-op Food","","","convenience","","","","Bay View Road","","Port Saint Mary","IM9 5AH","IM","https://www.coop.co.uk/store-finder/IM9-5AH/bay-view-road","","","","","",""
"146980705","way","https://osm.org/way/146980705","54.222820064889135","-4.694281945253933","Co-op Food","","","supermarket","","","11","Michael Street","","Peel","IM5 1AG","IM","https://www.coop.co.uk/store-finder/IM5-1AG/michael-street","","","","","",""
"184773188","way","https://osm.org/way/184773188","54.231722345717635","-4.406173124302509","Co-op Food","","","convenience","","","","","","Laxey","IM4 7BE","","https://www.coop.co.uk/store-finder/IM4-7BE/white-house-building","","","","","",""
"420051248","way","https://osm.org/way/420051248","54.14877798938683","-4.4785676576963445","Co-op Food","","","convenience","","","","Duke Street","","Douglas","IM1 2RD","IM","https://www.coop.co.uk/store-finder/IM1-2RD/duke-street","","","","","",""
"981865469","way","https://osm.org/way/981865469","54.17453644393131","-4.455176119986241","Co-op Food","","","convenience","","","","Onchan Main Road","","Onchan","IM3 1AN","IM","https://www.coop.co.uk/store-finder/IM3-1AN/main-road","","","","","",""
"9952891795","node","https://osm.org/node/9952891795","54.183749","-4.567011","Co-op Food","","","supermarket","","","","","Crosby Meadows","Crosby","IM4 2EE","","https://www.coop.co.uk/store-finder/IM4-2EE/crosby-meadows","","+44 1624 852571","","","",""
"420028936","way","https://osm.org/way/420028936","54.14909952377035","-4.480327762171956","Colebourn","","","electronics","","","57-61","Victoria Street","","","IM1 2RP","IM","https://www.colebourn.com","","","","","",""
"170515382","way","https://osm.org/way/170515382","54.17384031228893","-4.457475944962804","Computer Services","","","computer","","","","","","","","","http://mannage.it/","","+44 1624 626100","","","",""
"420023846","way","https://osm.org/way/420023846","54.149569041895354","-4.480949114785819","Conran Archer","","","kitchen","","Belfast House","3","Prospect Hill","","Douglas","IM1 1ES","IM","","","","+44 1624 610531","","",""
"12211396064","node","https://osm.org/node/12211396064","54.148774","-4.478936","Copenhagen Luxe","","","clothes","","","","","","","","","","https://copenhagenluxe.co.uk/","","","","douglas@copenhagenluxe.co.uk",""
"10766865504","node","https://osm.org/node/10766865504","54.321929","-4.382681","Copycat","","","computer","","","","","","","","","","","","","","",""
"102638456","way","https://osm.org/way/102638456","54.32169713228048","-4.379004994012386","Corkhill & Callow","","","funeral_directors","","","7","Dale Street","","Ramsey","IM8 1BJ","IM","https://www.corkhillandcallow.co.im","","","","","",""
"1107791004","way","https://osm.org/way/1107791004","54.321702406819455","-4.380837473585895","Costa","","","coffee","","","","","","","","","","","","","","",""
"419052357","way","https://osm.org/way/419052357","54.14939146920469","-4.478396112040681","Cowley Groves","","","estate_agent","","","18","Victoria Street","","Douglas","IM1 2LQ","IM","https://www.cowleygroves.com/","","","","","",""
"419113935","way","https://osm.org/way/419113935","54.151685538732586","-4.479360823194088","Crossroads Care","","","charity","","","59","Strand Street","","Douglas","IM1 2EN","","https://www.crossroadsiom.org/","","","","","",""
"1287655063","way","https://osm.org/way/1287655063","54.1547245","-4.504801","Crossroads Home Interiors Store","","","interior_decoration","","","","New Castletown Road","","Douglas","IM2 1HE","","https://www.crossroadsiom.org/","","","","","",""
"82674223","way","https://osm.org/way/82674223","54.1516120598002","-4.484445979743633","Crossroads, Putting carers first","","","charity","","","11","Tynwald Street","","Douglas","IM1 1BF","IM","https://www.crossroadsiom.org/","","","","","",""
"416526304","way","https://osm.org/way/416526304","54.15326429143747","-4.479154297712824","Curpheys","","","shoes;bag","","","21-23","Castle Street","","Douglas","","","","","","","","","https://www.facebook.com/people/Curpheys/100068836162505/"
"204133176","way","https://osm.org/way/204133176","54.148988291102945","-4.525857616913825","Currys","","","electronics","2","","","","Spring Valley Industrial Estate","Douglas","IM2 2QR","IM","","https://www.currys.co.uk/store-finder/currys-douglas-isle-of-man--2833.html","","","","",""
"158973761","way","https://osm.org/way/158973761","54.08544968907812","-4.758600980162887","Cuts Both Ways","","","hairdresser","","","3","Station Road","","Port Erin","IM9 6AE","IM","","","+44 1624 834900","","","",""
"754867177","way","https://osm.org/way/754867177","54.153627500000006","-4.534888500000001","Cycle 360","","","bicycle","","Cycle360","","Isle of Man Business Park","","Douglas","IM2 2QZ","IM","https://cycle360.com/","","+441624649360","","","",""
"1312096791","way","https://osm.org/way/1312096791","54.154368123790135","-4.486220339346251","DW Cars","","","car","","","","Rosemount","","Douglas","IM1 3EY","","http://www.dwcars.info/","","","+44 1624 672705","","dwcars@manx.net",""
"419113949","way","https://osm.org/way/419113949","54.15146828936864","-4.479332070483551","Dancewear of Douglas","","","clothes","","","49","Strand Street","","Douglas","IM1 3LB","IM","","","+44 1624 626041","","","dancewearofdouglas@gmail.com","https://www.facebook.com/dancewearofdouglas"
"419836986","way","https://osm.org/way/419836986","54.14940918882077","-4.4789595433496086","Dandara","","","estate_agent","","European House","22-24","Victoria Street","","","IM1 2LE","IM","https://www.dandara.com/","","","","","",""
"1157273271","way","https://osm.org/way/1157273271","54.16030359480979","-4.63716018538134","David Glover Upholsterers Limited","","","furniture","","Barrule Cottage","","Foxdale Road","","Foxdale","","IM","https://www.davidgloverupholsterers.co.uk/","","+44 1624 834179;+44 7624 496845","","","",""
"420028937","way","https://osm.org/way/420028937","54.149129703551615","-4.479029509203473","Dean Wood","","","estate_agent","","","37","Victoria Street","","Douglas","IM1 2LF","IM","","","","","","",""
"433774879","way","https://osm.org/way/433774879","54.16715575173603","-4.460676815391189","Derby Castle Terminus","","Kione-Stashoon Chashtal Derby","ticket","","","","","","","","","","","","","","",""
"60692052","way","https://osm.org/way/60692052","54.207790181217234","-4.634428049702301","Design & Home","","","furniture","","","","","","","","","https://tynwaldmills.com","","","","","",""
"67496463","way","https://osm.org/way/67496463","54.15356635369552","-4.479080021459906","Devereau's","","","seafood","","","33","Castle Street","","Douglas","IM1 2EX","","https://www.isleofmankippers.com/","","","","","",""
"1601369771","node","https://osm.org/node/1601369771","54.220928","-4.698436","Devereau's","","","seafood","","","","Mill Road","","Peel","IM5 1TA","IM","https://www.isleofmankippers.com/","","","","","",""
"101812282","way","https://osm.org/way/101812282","54.0767603443705","-4.738725693735165","Di's","","","hairdresser;beauty","","","23","Bay View Road","","Port Saint Mary","","IM","","","","","","",""
"101812242","way","https://osm.org/way/101812242","54.07680686625868","-4.738803834420508","Discover Diving","","","scuba_diving","","Marina House","","Bay View Road","","Port Saint Mary","IM9 5AQ","IM","","","","","","",""
"10289485879","node","https://osm.org/node/10289485879","54.15233","-4.481151","Diva","","","beauty","","","","Finch Road","","Douglas","","","","","","","","",""
"1220527324","way","https://osm.org/way/1220527324","54.152621700378745","-4.483680128113987","Dolly Blue","","","laundry","","","74","Bucks Road","","Douglas","IM1 3AF","IM","","","","+44 1624 618394","","",""
"1312619901","way","https://osm.org/way/1312619901","54.14966971757472","-4.480562910882699","Dr Ram Aesthetics","","","beauty","","","10","Prospect Hill","","Douglas","IM1 1EJ","IM","","","","+44 7624 248926","","drramaesthetics@gmail.com",""
"416526305","way","https://osm.org/way/416526305","54.15307236778394","-4.4791347386182885","Dr Sofie Wang","","","herbalist","","","","","","","","","","","","","","",""
"10852813630","node","https://osm.org/node/10852813630","54.14887","-4.475653","Drewry's","","","hairdresser","","","7-11","Walpole Avenue","","Douglas","","IM","","","","","","",""
"10829691486","node","https://osm.org/node/10829691486","54.320882","-4.378926","Drop Inn Kids","","","charity","","","14-15","","Saint Paul's Square","Ramsey","","IM","https://dropinn.net/place/isle-of-man-shop","","+44 1624 816141","","","","https://www.facebook.com/pg/DropInnMinistriesIOM"
