"osm_id","osm_type","osm_url","lat","lon","name","ref"
"9190536428","node","https://osm.org/node/9190536428","54.147999","-4.521079","Tramman Park","10315"
"9190536429","node","https://osm.org/node/9190536429","54.148249","-4.51864","Farvane Link","10316"
"9190536430","node","https://osm.org/node/9190536430","54.149359","-4.516948","Urley Way","10317"
"9190536431","node","https://osm.org/node/9190536431","54.114988","-4.594559","Fairy Bridge Southbound","10401"
"2651176724","node","https://osm.org/node/2651176724","54.114824","-4.594902","Ballalonna Farm Entrance","10402"
"1195573114","node","https://osm.org/node/1195573114","54.107431","-4.606273","Orrisdale Road","10403"
"9190536432","node","https://osm.org/node/9190536432","54.107123","-4.606585","Orrisdale Road Junction","10404"
"9190536433","node","https://osm.org/node/9190536433","54.113216","-4.597326","Ballastrang Farm","10406"
"9190536434","node","https://osm.org/node/9190536434","54.103975","-4.613952","Orrisdale Road / Ballacreggan","10407"
"2651176723","node","https://osm.org/node/2651176723","54.104901","-4.612341","Glashen Garey","10408"
"9190536435","node","https://osm.org/node/9190536435","54.096549","-4.69634","Keyhole Farm Entrance","10701"
"3686503800","node","https://osm.org/node/3686503800","54.096308","-4.698053","Cronk-Y-Thatcher","10702"
"3686503799","node","https://osm.org/node/3686503799","54.096114","-4.705254","Colby Methodist Church","10703"
"3690075643","node","https://osm.org/node/3690075643","54.096278","-4.705112","Colby Bridge, shelter","10704"
"4031782003","node","https://osm.org/node/4031782003","54.095502","-4.710615","Opposite Belle Abbey Chapel","10705"
"3690075644","node","https://osm.org/node/3690075644","54.095618","-4.710549","Belle Abbey Chapel","10706"
"9190536438","node","https://osm.org/node/9190536438","54.093568","-4.716678","The Level Southbound","10707"
"9190536437","node","https://osm.org/node/9190536437","54.093528","-4.717206","The Level Northbound","10708"
"6597037636","node","https://osm.org/node/6597037636","54.092337","-4.721255","The Level / Croit-E-Caley Junction","10709"
"9190536436","node","https://osm.org/node/9190536436","54.092506","-4.721013","The Level / Croit-E-Caley Shelter","10710"
"9197071728","node","https://osm.org/node/9197071728","54.104526","-4.703042","Colby Glen Road / Ballachrink","10713"
"1195573117","node","https://osm.org/node/1195573117","54.148194","-4.481873","Lord Street, Hanover House","109"
"3732769890","node","https://osm.org/node/3732769890","54.147984","-4.484288","Clinch's House Lord Street","110"
"9182519116","node","https://osm.org/node/9182519116","54.147794","-4.524375","Cooil Road / Cooil Drive","1101"
"9182522817","node","https://osm.org/node/9182522817","54.147371","-4.523245","Cooil Road / Close Fletcher","1102"
"9182522818","node","https://osm.org/node/9182522818","54.151448","-4.532671","Cooil Road / Robinsons","1103"
"3732747935","node","https://osm.org/node/3732747935","54.152816","-4.535666","Cooil Road Roundabout","1104"
"9182522819","node","https://osm.org/node/9182522819","54.154034","-4.53515","Business Park / Canada Life","1105"
"3732747937","node","https://osm.org/node/3732747937","54.150721","-4.530592","Cooil Road / B & Q","1106"
"9182522820","node","https://osm.org/node/9182522820","54.150775","-4.526416","Spring Valley Industrial Estate / Unit 7","1108"
"3686501612","node","https://osm.org/node/3686501612","54.151207","-4.528913","Spring Valley Industrial Estate / B & Q","1109"
"3732769891","node","https://osm.org/node/3732769891","54.149696","-4.490903","Peel Road Brown Bobby","111"
"9182522821","node","https://osm.org/node/9182522821","54.154226","-4.533896","Business Park / Manx Telecom","1110"
"9182522822","node","https://osm.org/node/9182522822","54.153188","-4.532064","Business Park / Red Cross","1111"
"9182522823","node","https://osm.org/node/9182522823","54.151516","-4.531043","Business Park / Haldane Fisher","1112"
"9182522824","node","https://osm.org/node/9182522824","54.156677","-4.529072","Rosehill Mews, Vicarage Road","1113"
"9182522825","node","https://osm.org/node/9182522825","54.156863","-4.528698","Opposite Rosehill Mews, Vicarage Road","1114"
"7204268655","node","https://osm.org/node/7204268655","54.149985","-4.491589","Hills Meadow / Peel Road","112 / 20104"
"9179851518","node","https://osm.org/node/9179851518","54.152012","-4.499354","Pulrose Road / Peel Road","113"
"9193168780","node","https://osm.org/node/9193168780","54.134965","-4.608988","St. Mark's","11301"
"9179844236","node","https://osm.org/node/9179844236","54.154797","-4.501126","Peel Road Quarterbridge Shelter","114 / 120101"
"9197076887","node","https://osm.org/node/9197076887","54.158148","-4.638327","Ballamodha Shoulder Road","11401"
"9197076888","node","https://osm.org/node/9197076888","54.15759","-4.638268","Ballamodha Shoulder Road Junction","11402"
"9197076889","node","https://osm.org/node/9197076889","54.146856","-4.638545","Ballamodha / Ronague Road","11403"
"9197076890","node","https://osm.org/node/9197076890","54.147244","-4.638382","Ballamodha / Ronague Road Junction","11404"
"9197076891","node","https://osm.org/node/9197076891","54.131087","-4.638731","Ballamodha / St. Mark's Junction","11405"
"9197076892","node","https://osm.org/node/9197076892","54.127516","-4.639772","Ballamodha Pottery","11406"
"9197076893","node","https://osm.org/node/9197076893","54.122665","-4.640753","Ballamodha–Phildraw Road Junction","11407"
"9197076894","node","https://osm.org/node/9197076894","54.122435","-4.641026","Ballamodha Water Trough","11408"
"9190536440","node","https://osm.org/node/9190536440","54.177666","-4.64253","Lower Foxdale / Ballamoar Farm Lane","11501"
"9190536441","node","https://osm.org/node/9190536441","54.177341","-4.642292","Lower Foxdale / Ballamoar Cottage","11502"
"9190536442","node","https://osm.org/node/9190536442","54.181458","-4.641543","Lower Foxdale / Old Mill","11503"
"683440480","node","https://osm.org/node/683440480","54.181278","-4.641402","Lower Foxdale / Hamilton Close Shelter","11504"
"9179845961","node","https://osm.org/node/9179845961","54.154909","-4.478186","Harris Promenade / Gaiety Theatre","118"
"3690084686","node","https://osm.org/node/3690084686","54.084941","-4.720635","Opposite Shore Hotel","11801"
"9190542516","node","https://osm.org/node/9190542516","54.085017","-4.720903","Shore Hotel Gansey","11802"
"3683822929","node","https://osm.org/node/3683822929","54.084145","-4.726852","Gansey Opposite Avondale","11803"
"9190562417","node","https://osm.org/node/9190562417","54.084115","-4.727321","Gansey / Avondale","11803"
"9190562418","node","https://osm.org/node/9190562418","54.083022","-4.729666","Gansey Opposite Waters' Edge","11805"
"9190562419","node","https://osm.org/node/9190562419","54.082945","-4.730052","Gansey Road / Waters' Edge","11806"
"939426298","node","https://osm.org/node/939426298","54.15875","-4.475838","Central Promenade / The Esplanade","119 / 60006"
"3686505242","node","https://osm.org/node/3686505242","54.09045","-4.744552","Barrack Road Junction","11907"
"9190562424","node","https://osm.org/node/9190562424","54.090288","-4.744915","Barrack Road","11908"
"9179866785","node","https://osm.org/node/9179866785","54.160297","-4.474469","Central Promenade / Mona Drive","120 / 60006"
"937630389","node","https://osm.org/node/937630389","54.154083","-4.539553","Cooil Crossroads","1201"
"9182522826","node","https://osm.org/node/9182522826","54.154156","-4.539464","Cooil Crossroads, shelter","1202"
"939428621","node","https://osm.org/node/939428621","54.162749","-4.47096","Queens Promenade / Palace Terrace","121"
"9192577855","node","https://osm.org/node/9192577855","54.151537","-4.521513","Stevenson Way / Springfield Grange","12101"
"9192577856","node","https://osm.org/node/9192577856","54.152907","-4.523162","Stevenson Way / Hill Top Rise","12102"
"9192577857","node","https://osm.org/node/9192577857","54.155193","-4.526964","Stevenson Way / Farmhill Stores","12103"
"9192577858","node","https://osm.org/node/9192577858","54.157327","-4.525834","Stevenson Way / Vicarage Road Roundabout","12104"
"9192577859","node","https://osm.org/node/9192577859","54.157174","-4.526288","Stevenson Way / Manor Road Junction","12105"
"9192577860","node","https://osm.org/node/9192577860","54.154243","-4.525482","Stevenson Way / Manor Drive","12106"
"9192577861","node","https://osm.org/node/9192577861","54.152632","-4.522875","Stevenson Way / Opposite Hilltop View","12107"
"9192577862","node","https://osm.org/node/9192577862","54.151848","-4.522099","Stevenson Way / Ballaquark","12108"
"942430683","node","https://osm.org/node/942430683","54.164765","-4.467666","Queens Promenade / Piccadilly Court","122"
"456430220","node","https://osm.org/node/456430220","54.166066","-4.465309","Queens Promenade / Regency Hotel","123 / 20113"
"6737245051","node","https://osm.org/node/6737245051","54.166902","-4.460756","Derby Castle MER Station","124"
"463207464","node","https://osm.org/node/463207464","54.167022","-4.460853","Derby Castle MER Station","124 / 20112"
"1069323556","node","https://osm.org/node/1069323556","54.158593","-4.47984","Ballaquayle Road Rose Garden","125"
"9192577863","node","https://osm.org/node/9192577863","54.217776","-4.632986","Laurel Bank Layby","12501"
"9192577864","node","https://osm.org/node/9192577864","54.218724","-4.631915","Laurel Bank / Forestry Yard","12502"
"9192577866","node","https://osm.org/node/9192577866","54.22595","-4.617085","Glen Helen Car Park","12502"
"9192577865","node","https://osm.org/node/9192577865","54.225782","-4.617337","Glen Helen Car Park","12503"
"9192577867","node","https://osm.org/node/9192577867","54.24061","-4.607353","Cronk-Y-Voddy Crossroads","12505"
"9192577868","node","https://osm.org/node/9192577868","54.240656","-4.607519","Cronk-Y-Voddy Shelter","12506"
"9179844199","node","https://osm.org/node/9179844199","54.161294","-4.482266","Ballaquayle Road / Dukes Road","126"
"9192577869","node","https://osm.org/node/9192577869","54.260845","-4.581394","Barregarrow Chapel","12601"
"9192577870","node","https://osm.org/node/9192577870","54.260133","-4.581811","Barregarrow Crossroads","12602"
"9192577871","node","https://osm.org/node/9192577871","54.27537","-4.57979","Westwood","12603"
"9192577872","node","https://osm.org/node/9192577872","54.276176","-4.580566","Westwood / Bridge","12604"
"1807987363","node","https://osm.org/node/1807987363","54.164649","-4.483759","Ballaquayle Road / St. Ninian's Road","127"
"9192577873","node","https://osm.org/node/9192577873","54.298852","-4.571125","Bishopscourt Straight Northbound","12701"
"9192577874","node","https://osm.org/node/9192577874","54.298885","-4.570781","Bishopscourt Straight Southbound","12702"
"9192577875","node","https://osm.org/node/9192577875","54.302276","-4.566275","Bishopscourt / Orrisdale Road Junction","12703"
"9192577876","node","https://osm.org/node/9192577876","54.302594","-4.565283","Bishopscourt / Orrisdale Road Shelter","12703"
"9192577877","node","https://osm.org/node/9192577877","54.293311","-4.57731","Rhen Cullen Layby","12705"
"9192577878","node","https://osm.org/node/9192577878","54.293452","-4.576789","Rhen Cullen / Marshalls' Post","12706"
"3732769886","node","https://osm.org/node/3732769886","54.148557","-4.480566","Douglas Ridgeway Street","128"
"685539625","node","https://osm.org/node/685539625","54.150265","-4.481057","Prospect Hill","129"
"9193168781","node","https://osm.org/node/9193168781","54.13504","-4.519406","Ballacreggan","12901"
"740377152","node","https://osm.org/node/740377152","54.124656","-4.53403","Port Soderick Car Park","12902"
"9193168782","node","https://osm.org/node/9193168782","54.134948","-4.519862","Ballacreggan Junction","12902"
"9193168783","node","https://osm.org/node/9193168783","54.132313","-4.530912","Quines Hill","12903"
"2382824420","node","https://osm.org/node/2382824420","54.130152","-4.538761","Old Castletown Road Shelter","12904"
"740377180","node","https://osm.org/node/740377180","54.1246","-4.533811","Port Soderick Car Park","12905"
"9193168784","node","https://osm.org/node/9193168784","54.128097","-4.523253","Port Soderick / Marine Drive Junction","12906"
"9192636981","node","https://osm.org/node/9192636981","54.142935","-4.504719","White Hoe Junction","13001"
"9192636982","node","https://osm.org/node/9192636982","54.143296","-4.504213","White Hoe Industrial Estate","13002"
"455297055","node","https://osm.org/node/455297055","54.15448","-4.574137","Braaid Timber Shelter","1301"
"455297045","node","https://osm.org/node/455297045","54.154579","-4.574166","Braaid Concrete Shelter","1302"
"1967582955","node","https://osm.org/node/1967582955","54.168955","-4.497378","Cronkbourne Viiage No.12","13107"
"6737245069","node","https://osm.org/node/6737245069","54.168951","-4.496813","Cronkbourne Shelter","13108"
"9192636983","node","https://osm.org/node/9192636983","54.169607","-4.493652","Cronkbourne / Beechwood Rise","13113"
"9192636984","node","https://osm.org/node/9192636984","54.1697","-4.493061","Cronkbourne / Cedar Walk","13114"
"9193201080","node","https://osm.org/node/9193201080","54.171634","-4.42555","Howstrake / King Edward Road","13201"
"9193201079","node","https://osm.org/node/9193201079","54.171588","-4.425486","Howstrake Shelter","13202"
"9193201081","node","https://osm.org/node/9193201081","54.177326","-4.426548","Groudle Village Shelter","13203"
"9193168778","node","https://osm.org/node/9193168778","54.178062","-4.430364","Groudle M.E.R. Shelter","13205"
"9193168779","node","https://osm.org/node/9193168779","54.178163","-4.430416","Groudle Glen Entrance","13206"
"9193201082","node","https://osm.org/node/9193201082","54.177481","-4.42645","Groudle Village Entrance","13206"
"9179870111","node","https://osm.org/node/9179870111","54.15803","-4.486829","Woodbourne Road / Albany Lane","133"
"9193178250","node","https://osm.org/node/9193178250","54.168365","-4.448575","King Edward Road / Onchan Head","13301"
"6597046184","node","https://osm.org/node/6597046184","54.166409","-4.450943","King Edward Road / Seacliffe Road","13302"
"9193178251","node","https://osm.org/node/9193178251","54.170727","-4.445281","King Edward Road / Howe Road","13303"
"9193178252","node","https://osm.org/node/9193178252","54.169572","-4.447197","King Edward Road / Harbour Road","13304"
"9193178253","node","https://osm.org/node/9193178253","54.170901","-4.442547","Majestic Apartments","13305"
"9193178254","node","https://osm.org/node/9193178254","54.171061","-4.442281","Opposite Majestic Apartments","13306"
"9193178255","node","https://osm.org/node/9193178255","54.169939","-4.433879","Lag Birragh","13307"
"9193178256","node","https://osm.org/node/9193178256","54.170788","-4.439595","Majestic Drive","13308"
"9179870112","node","https://osm.org/node/9179870112","54.159624","-4.486167","Woodbourne Road / Childrens' Centre","134"
"6737245065","node","https://osm.org/node/6737245065","54.178955","-4.47834","The Cat With No Tail","13401"
"6737245064","node","https://osm.org/node/6737245064","54.178679","-4.478434","Cronk-Y-Berry School","13402"
"9192636985","node","https://osm.org/node/9192636985","54.179421","-4.476466","Campion Way Shelter","13403"
"9192636986","node","https://osm.org/node/9192636986","54.177536","-4.474409","Duck Pond Shelter","13404"
"9192636987","node","https://osm.org/node/9192636987","54.177523","-4.472859","Hailwood Avenue No.10","13405"
"9192636988","node","https://osm.org/node/9192636988","54.181147","-4.477958","Watterson Lane / Foxglove Close","13406"
"9192636989","node","https://osm.org/node/9192636989","54.179268","-4.476451","Opposite Campion Way","13407"
"9192636990","node","https://osm.org/node/9192636990","54.175959","-4.472994","Lakeside Road / Oakdale","13410"
"9192636991","node","https://osm.org/node/9192636991","54.175366","-4.475426","Lakeside Road No.","13411"
"9192636992","node","https://osm.org/node/9192636992","54.177032","-4.476485","Berry Woods Grove","13412"
"9192636993","node","https://osm.org/node/9192636993","54.178417","-4.47669","Lakeside Road School","13413"
"9179870113","node","https://osm.org/node/9179870113","54.162583","-4.4837","Woodbourne Road / St. Mary's","135"
"9193156795","node","https://osm.org/node/9193156795","54.228913","-4.39503","Minorca Hill / Old Chapel","13501"
"9193156796","node","https://osm.org/node/9193156796","54.227813","-4.393718","Minorca Crescent","13502"
"9193156797","node","https://osm.org/node/9193156797","54.225314","-4.390679","Laxey Promenade","13507"
"9193156798","node","https://osm.org/node/9193156798","54.229159","-4.395186","Minorca Hill / Laxey School","13508"
"9179912263","node","https://osm.org/node/9179912263","54.150963","-4.48709","Westmoreland Road No.19","136"
"9179912264","node","https://osm.org/node/9179912264","54.151704","-4.48955","Westmoreland Road Health Centre","137"
"9192658722","node","https://osm.org/node/9192658722","54.177203","-4.450731","Ballachrink First Stop","13702 / 13706"
"9192658723","node","https://osm.org/node/9192658723","54.178514","-4.450186","Ballachrink Stores","13703 / 13707"
"9192658724","node","https://osm.org/node/9192658724","54.179936","-4.450681","Ballachrink / Snaefell Crescent","13703 / 13707"
"9192658725","node","https://osm.org/node/9192658725","54.179113","-4.452888","Ballachrink / School Road","13704 / 709"
"9192658726","node","https://osm.org/node/9192658726","54.17753","-4.453429","Ballachrink / School Shelter","13705 / 13710"
"9179912265","node","https://osm.org/node/9179912265","54.154955","-4.487814","Mount Bradda","138"
"9192657822","node","https://osm.org/node/9192657822","54.169473","-4.449728","Eskdale Road No.25","13802"
"9192657823","node","https://osm.org/node/9192657823","54.170976","-4.448883","Sunningdale Drive","13803"
"9192657824","node","https://osm.org/node/9192657824","54.170737","-4.449026","Sunningdale Drive / Eskdale Road","13804"
"9192657825","node","https://osm.org/node/9192657825","54.172069","-4.44876","Harbour Road / Kirkwood","13805"
"9192657826","node","https://osm.org/node/9192657826","54.171867","-4.448813","Harbour Road No.27","13806"
"9192657827","node","https://osm.org/node/9192657827","54.173539","-4.450026","Harbour Road / The Fairway","13807"
"9192657828","node","https://osm.org/node/9192657828","54.174591","-4.447904","Groudle Road No.26","13809"
"9192657829","node","https://osm.org/node/9192657829","54.174365","-4.448653","Groudle Road / Fairway Close","13810"
"9192657830","node","https://osm.org/node/9192657830","54.17481","-4.445461","Groudle Road No.46","13811"
"9192657831","node","https://osm.org/node/9192657831","54.174719","-4.44457","Groudle Road / Windermere Drive","13812"
"9192691723","node","https://osm.org/node/9192691723","54.175562","-4.444217","Windermere Drive No.48","13813"
"9192691724","node","https://osm.org/node/9192691724","54.175915","-4.444408","Windermere Drive No.55","13814"
"9192691725","node","https://osm.org/node/9192691725","54.176476","-4.446168","Windermere Drive No.20","13815"
"9192691726","node","https://osm.org/node/9192691726","54.176762","-4.44575","Windermere Drive No.31","13816"
"9192691727","node","https://osm.org/node/9192691727","54.177402","-4.447379","Derwent Drive / Windermere Drive","13817"
"9192691728","node","https://osm.org/node/9192691728","54.177507","-4.44737","Windermere Drive No.9","13818"
"9179912266","node","https://osm.org/node/9179912266","54.155987","-4.489975","Selbourn Road / All Saint's Church","139"
"9195250676","node","https://osm.org/node/9195250676","54.175407","-4.457087","Avondale Road / Mount View Road","13901"
"9195250677","node","https://osm.org/node/9195250677","54.175567","-4.45709","Avondale Road / Village Walk","13902"
"9195250678","node","https://osm.org/node/9195250678","54.176591","-4.460657","Hillberry Road / Ballachurry","13903"
"9195250679","node","https://osm.org/node/9195250679","54.176759","-4.460673","Hillbrerry Road / Birch Hill Avenue","13904"
"9195250680","node","https://osm.org/node/9195250680","54.178313","-4.465214","Hillberry Road / Lhon Dhoo Close","13905"
"9195250681","node","https://osm.org/node/9195250681","54.178241","-4.46379","Hillberry Road / Birch Hill Crescent","13906"
"9195250682","node","https://osm.org/node/9195250682","54.179248","-4.469067","Hillberry Road / Heywood Park","13907"
"9195250683","node","https://osm.org/node/9195250683","54.178769","-4.467053","Hillberry Road / Highfield Crescent","13908"
"9195250684","node","https://osm.org/node/9195250684","54.179339","-4.467584","Highfield Crescent / Willow Close","13909"
"9195250685","node","https://osm.org/node/9195250685","54.18086","-4.469775","Highfield Crescent / Seafield Crescent","13910"
"9195250686","node","https://osm.org/node/9195250686","54.182168","-4.472062","Birch Hill Crescent / Highfield Close","13911"
"9195250687","node","https://osm.org/node/9195250687","54.183228","-4.469917","Birch Hill Crescent","13912"
"9195250688","node","https://osm.org/node/9195250688","54.181305","-4.464596","Birch Hill Stores","13913"
"9195250689","node","https://osm.org/node/9195250689","54.17943","-4.463278","Birch Hill Crescent / Kaighen's Lane","13914"
"9179912267","node","https://osm.org/node/9179912267","54.155741","-4.492706","Westminster Terrace","140"
"1069461330","node","https://osm.org/node/1069461330","54.167293","-4.609748","Eairy Dam Shelter","1401"
"9182522827","node","https://osm.org/node/9182522827","54.167215","-4.610509","Eairy Dam","1402"
"9182522828","node","https://osm.org/node/9182522828","54.16733","-4.606231","Dreemlang","1403"
"9182522829","node","https://osm.org/node/9182522829","54.167453","-4.606389","Dreemlang / Gorselands","1404"
"9182522830","node","https://osm.org/node/9182522830","54.159929","-4.587626","Garth Crossroads Towards Foxdale","1405"
"9182522831","node","https://osm.org/node/9182522831","54.159645","-4.587465","Garth Crossroads Towards Douglas","1406"
"9179948720","node","https://osm.org/node/9179948720","54.155326","-4.493845","Westminster Drive","141"
"9190171600","node","https://osm.org/node/9190171600","54.155152","-4.496461","Ballabrooie Way","142"
"9190171601","node","https://osm.org/node/9190171601","54.154067","-4.498731","Ballabrooie Drive","143"
"9190171602","node","https://osm.org/node/9190171602","54.155775","-4.496277","Devonshire Road, No.18","144"
"9190171603","node","https://osm.org/node/9190171603","54.156363","-4.494382","Devonshire Road, Hillcrest","145"
"9190171604","node","https://osm.org/node/9190171604","54.160987","-4.486492","Somerset Square","146"
"9193185803","node","https://osm.org/node/9193185803","54.339504","-4.460996","St. Judes Old School","14601"
"9193185804","node","https://osm.org/node/9193185804","54.340621","-4.469263","St. Judes Old Parsonage","14602"
"9193185805","node","https://osm.org/node/9193185805","54.340564","-4.470904","St. Judes Telephone Box","14603"
"9193185806","node","https://osm.org/node/9193185806","54.339957","-4.46383","St. Judes Church","14604"
"9193185807","node","https://osm.org/node/9193185807","54.340325","-4.466689","St. Judes Opposite Close-Y-Kee","14605"
"9193185808","node","https://osm.org/node/9193185808","54.34068","-4.470167","St. Judes Crossroads","14606"
"960876937","node","https://osm.org/node/960876937","54.163925","-4.484079","Somerset Road / St. Ninian's","147"
"3732769883","node","https://osm.org/node/3732769883","54.150559","-4.483729","No.17 Circular Road","148"
"9193160978","node","https://osm.org/node/9193160978","54.251551","-4.463244","Bungalow Station","14801"
"9193160979","node","https://osm.org/node/9193160979","54.251094","-4.463008","Bungalow Footbridge","14802"
"9193160980","node","https://osm.org/node/9193160980","54.295438","-4.40538","Guthries Memorial","14803"
"9193160981","node","https://osm.org/node/9193160981","54.295367","-4.405672","Guthries Layby","14804"
"9179948721","node","https://osm.org/node/9179948721","54.158611","-4.48898","Albany Road / Brunswick Nurseries","149"
"9179948722","node","https://osm.org/node/9179948722","54.153677","-4.487486","Kensington Road","150"
"1069461316","node","https://osm.org/node/1069461316","54.169283","-4.635127","Higher Foxdale Industrial Estate","1501"
"9182522832","node","https://osm.org/node/9182522832","54.169411","-4.635119","Foxdale School Shelter","1502"
"9182522833","node","https://osm.org/node/9182522833","54.170832","-4.639584","Higher Foxdale / Baltic Hotel","1503"
"9182522834","node","https://osm.org/node/9182522834","54.171126","-4.639587","Foxdale Main Road Shelter","1504"
"9182522835","node","https://osm.org/node/9182522835","54.169699","-4.617221","Ard Jekyll","1505"
"9182522836","node","https://osm.org/node/9182522836","54.169737","-4.616843","Ard Jekyll Car Park Exit","1506"
"9182522837","node","https://osm.org/node/9182522837","54.169098","-4.631153","Opposite Springfield Rise","1507"
"9182522838","node","https://osm.org/node/9182522838","54.169202","-4.631438","Springfield Rise","1508"
"9179948723","node","https://osm.org/node/9179948723","54.158734","-4.4787","Victoria Road / Stanley Place","151"
"9179948724","node","https://osm.org/node/9179948724","54.160403","-4.477537","Victoria Road / Princes Road","152"
"4753512042","node","https://osm.org/node/4753512042","54.160566","-4.482539","York Road","153"
"463207451","node","https://osm.org/node/463207451","54.163011","-4.476051","Victoria Crescent Shelter","156"
"9179948725","node","https://osm.org/node/9179948725","54.16398","-4.474371","Victoria Crescent Gordon House","157"
"9179948726","node","https://osm.org/node/9179948726","54.164728","-4.473495","Victoria Crescent Poplar Road","158"
"9179948727","node","https://osm.org/node/9179948727","54.166925","-4.470608","Victoria Road Shoprite","159"
"9180155177","node","https://osm.org/node/9180155177","54.166788","-4.480743","Glencrutchery Road / Mountain View","160"
"9182578864","node","https://osm.org/node/9182578864","54.156393","-4.507628","Saddle Road","1601"
"9182578865","node","https://osm.org/node/9182578865","54.156236","-4.509023","Ballaughton Manor Hill / Ballaughton Lane","1602"
"9182578866","node","https://osm.org/node/9182578866","54.156508","-4.508346","Ballaughton Manor Hill / Copse Hill","1603"
"9182578867","node","https://osm.org/node/9182578867","54.157009","-4.512868","Ballaughton Manor Hill / Cooil Farrane","1604"
"9182578868","node","https://osm.org/node/9182578868","54.157322","-4.513445","Ballaughton Manor Hill","1605"
"1830297879","node","https://osm.org/node/1830297879","54.157999","-4.515213","Meadow Crescent No.6","1606"
"9182578870","node","https://osm.org/node/9182578870","54.158075","-4.515046","Meadow Crescent","1607"
"9182578871","node","https://osm.org/node/9182578871","54.159557","-4.512695","Kirby, Vicarage Road","1608"
"9182578872","node","https://osm.org/node/9182578872","54.159315","-4.513246","Vicarage Park, Vicarage Road","1609"
"7212527592","node","https://osm.org/node/7212527592","54.168598","-4.476812","Glencrutchery Road / Greenfield Road","161"
"9182578873","node","https://osm.org/node/9182578873","54.158684","-4.517129","Heather View, Vicarage Road","1610"
"9182578874","node","https://osm.org/node/9182578874","54.158331","-4.520458","Willowbrook Gardens, Vicarage Road","1611"
"9180155179","node","https://osm.org/node/9180155179","54.169597","-4.474071","Ian Cannell Court","162 / 20155"
"9180155180","node","https://osm.org/node/9180155180","54.170526","-4.471603","Second Avenue","163"
"9180155181","node","https://osm.org/node/9180155181","54.170995","-4.470463","Third Avenue","164"
"9180155182","node","https://osm.org/node/9180155182","54.14657","-4.483495","Bridge Road / Harbour Entrance","165"
"9180155183","node","https://osm.org/node/9180155183","54.17078","-4.469077","Victoria Road / Glenside","166"
"9180155184","node","https://osm.org/node/9180155184","54.149946","-4.485128","Circular Road / St. George's Street","167"
"9180155185","node","https://osm.org/node/9180155185","54.153205","-4.488791","Westmoreland Road No.48","168"
"9180155186","node","https://osm.org/node/9180155186","54.150012","-4.501522","Middle River Industrial Estate","169"
"9182578875","node","https://osm.org/node/9182578875","54.161436","-4.506462","Braddan Bridge / Old Church Layby","1701"
"1830297880","node","https://osm.org/node/1830297880","54.160407","-4.504123","Braddan Bridge / Douglas Road Layby","1702"
"9182578876","node","https://osm.org/node/9182578876","54.165361","-4.506541","Braddan School","1703"
"9182578877","node","https://osm.org/node/9182578877","54.16535","-4.50672","Braddan School Layby","1704"
"9182578878","node","https://osm.org/node/9182578878","54.163008","-4.508334","Parkinsons","1705"
