"osm_id","osm_type","osm_url","lat","lon","name","name:en","name:gv","highway","railway","place","natural"
"25988529","way","https://osm.org/way/25988529","54.070386490995276","-4.737710821160739","Linden Avenue","Linden Avenue","Astyl Biljyn Theiley","residential","","",""
"809162626","way","https://osm.org/way/809162626","54.21806005562853","-4.681818534660562","Christian Avenue","Christian Avenue","Astyl Creesteen","residential","","",""
"809162627","way","https://osm.org/way/809162627","54.218182","-4.681705","Christian Avenue","Christian Avenue","Astyl Creesteen","residential","","",""
"25988043","way","https://osm.org/way/25988043","54.16736213032544","-4.474703332814923","Dukes Avenue","Dukes Avenue","Astyl Duke","residential","","",""
"25987845","way","https://osm.org/way/25987845","54.17910330652555","-4.476764451421974","Hailwood Avenue","Hailwood Avenue","Astyl Hailwood","residential","","",""
"267426971","way","https://osm.org/way/267426971","54.177549935912175","-4.4734160471169515","Hailwood Avenue","Hailwood Avenue","Astyl Hailwood","residential","","",""
"267426972","way","https://osm.org/way/267426972","54.178142","-4.4752209999999994","Hailwood Avenue","Hailwood Avenue","Astyl Hailwood","residential","","",""
"720326169","way","https://osm.org/way/720326169","54.178624722149976","-4.478689545919908","Hailwood Avenue","Hailwood Avenue","Astyl Hailwood","residential","","",""
"1099478143","way","https://osm.org/way/1099478143","54.178784500000006","-4.4784535000000005","Hailwood Avenue","Hailwood Avenue","Astyl Hailwood","residential","","",""
"1099478144","way","https://osm.org/way/1099478144","54.178494258097935","-4.478966943443935","Hailwood Avenue","Hailwood Avenue","Astyl Hailwood","residential","","",""
"1099478145","way","https://osm.org/way/1099478145","54.17842912974007","-4.4793186892057495","Hailwood Avenue","Hailwood Avenue","Astyl Hailwood","residential","","",""
"25989315","way","https://osm.org/way/25989315","54.150294338815456","-4.506114207370143","Laburnum Avenue","Laburnum Avenue","Astyl Laburnum","residential","","",""
"25987564","way","https://osm.org/way/25987564","54.22434513137536","-4.6752812377530075","Maple Avenue","","Astyl Mabbyl","residential","","",""
"25986624","way","https://osm.org/way/25986624","54.071146216310495","-4.739459938483433","Seafield Avenue","Seafield Avenue","Astyl Magher Marrey goll gys","residential","","",""
"25989719","way","https://osm.org/way/25989719","54.070942408460965","-4.738761842892837","St Mary's Avenue","St Mary's Avenue","Astyl Noo Moirrey","residential","","",""
"1094746444","way","https://osm.org/way/1094746444","54.07864452954678","-4.645933565542549","Poulsom Avenue","Poulsom Avenue","Astyl Poulsom","living_street","","",""
"1145694212","way","https://osm.org/way/1145694212","54.0782965","-4.6455205","Poulsom Avenue","Poulsom Avenue","Astyl Poulsom","residential","","",""
"1145694214","way","https://osm.org/way/1145694214","54.078303259031046","-4.6454158384568505","Poulsom Avenue","Poulsom Avenue","Astyl Poulsom","residential","","",""
"168817251","way","https://osm.org/way/168817251","54.219956664634175","-4.681651030346139","Clover Avenue","Clover Avenue","Astyl Shamrag","residential","","",""
"25988760","way","https://osm.org/way/25988760","54.07054704660868","-4.740122991226075","Links Avenue","Links Avenue","Astyl ny Dreeymyn","residential","","",""
"25986531","way","https://osm.org/way/25986531","54.15061234732218","-4.489590822028726","Hillside Avenue","Hillside Avenue","Astyl ny Lhargagh","unclassified","","",""
"25986950","way","https://osm.org/way/25986950","54.15048834916561","-4.486863236960829","Hillside Avenue","Hillside Avenue","Astyl ny Lhargagh","unclassified","","",""
"28647799","way","https://osm.org/way/28647799","54.150171500000006","-4.48794","Hillside Avenue","Hillside Avenue","Astyl ny Lhargagh","unclassified","","",""
"164658104","way","https://osm.org/way/164658104","54.149911133369365","-4.48714973257748","Hillside Avenue","Hillside Avenue","Astyl ny Lhargagh","unclassified","","",""
"164658105","way","https://osm.org/way/164658105","54.14957504544857","-4.486945162906373","Hillside Avenue","Hillside Avenue","Astyl ny Lhargagh","unclassified","","",""
"25989377","way","https://osm.org/way/25989377","54.06988290844048","-4.736780446821216","Endfield Avenue","Endfield Avenue","Astyl y Vagher Sjerree","residential","","",""
"25987118","way","https://osm.org/way/25987118","54.173211022146866","-4.486066498435705","Joseph Hall Avenue","Joseph Hall Avenue","Astyll Joseph Hall","residential","","",""
"562058136","way","https://osm.org/way/562058136","54.19688412918213","-4.642751162127119","Foxdale River","","Awin Forsdal","","","",""
"562058138","way","https://osm.org/way/562058138","54.18500111962464","-4.6423659568710525","Foxdale River","","Awin Forsdal","","","",""
"25988966","way","https://osm.org/way/25988966","54.14293174270477","-4.63156542685482","Awin Ruy","","Awin Ruy","","","",""
"25987063","way","https://osm.org/way/25987063","54.12224123966273","-4.6683950435763135","Awin Vitchel","","Awin Vitchel","","","",""
"562058044","way","https://osm.org/way/562058044","54.12872831303024","-4.6793521885484255","Awin Vitchel","","Awin Vitchel","","","",""
"562058045","way","https://osm.org/way/562058045","54.12953735686027","-4.688016219436346","Awin Vitchel","","Awin Vitchel","","","",""
"562058047","way","https://osm.org/way/562058047","54.12917319992712","-4.694671187536894","Awin Vitchel","","Awin Vitchel","","","",""
"884319469","way","https://osm.org/way/884319469","54.1293875","-4.6914180000000005","Awin Vitchel","","Awin Vitchel","","","",""
"884319470","way","https://osm.org/way/884319470","54.1294455","-4.6907985","Awin Vitchel","","Awin Vitchel","","","",""
"562058154","way","https://osm.org/way/562058154","54.13384452441005","-4.647179196281571","Awin ny Reash","","Awin ny Reash","","","",""
"283524052","node","https://osm.org/node/283524052","54.149466","-4.669327","South Barrule","South Barrule","Baarool Jiass","","","","peak"
"441171221","node","https://osm.org/node/441171221","54.067031","-4.640794","Castletown Bay","Castletown Bay","Baie Balley Chashtal","","","","bay"
"440623052","node","https://osm.org/node/440623052","54.157012","-4.460007","Douglas Bay","Douglas Bay","Baie Ghoolish","","","","bay"
"25988390","way","https://osm.org/way/25988390","54.07126902993932","-4.748963703846471","Perwick Bay","Perwick Bay","Baie Pherwick","residential","","",""
"158617624","way","https://osm.org/way/158617624","54.07127386161631","-4.747733128183025","Perwick Bay","Perwick Bay","Baie Pherwick","residential","","",""
"230512671","way","https://osm.org/way/230512671","54.071959967436776","-4.746008229932395","Perwick Bay","Perwick Bay","Baie Pherwick","residential","","",""
"10141404662","node","https://osm.org/node/10141404662","54.177661","-4.411943","Baih Doo","","Baih Doo","","","","bay"
"225093594","way","https://osm.org/way/225093594","54.34358055926833","-4.4541247059785745","Kerroogarroo Fort","","Ballachurry","","","",""
"25986595","way","https://osm.org/way/25986595","54.20268259136353","-4.63728284552033","Balladoyne","","Balladoyne","residential","","",""
"25988956","way","https://osm.org/way/25988956","54.20320690458924","-4.6373235064228675","Balladoyne","","Balladoyne","residential","","",""
"164406033","way","https://osm.org/way/164406033","54.20246650000001","-4.637136","Balladoyne","","Balladoyne","residential","","",""
"685942572","way","https://osm.org/way/685942572","54.19768685747346","-4.417516121632871","Ballameanagh Substation","","Ballamenagh fo-stashoon","","","",""
"475393389","node","https://osm.org/node/475393389","54.307444","-4.53512","Ballamoar Farm","Ballamoar Farm","Ballamoar","","","farm",""
"475394408","node","https://osm.org/node/475394408","54.17167","-4.645358","Ballamoar","","Ballamoar","","","farm",""
"475394968","node","https://osm.org/node/475394968","54.115331","-4.703738","Ballamoar","","Ballamoar","","","farm",""
"890790036","way","https://osm.org/way/890790036","54.205144737537466","-4.683967834602745","Ballamoar","","Ballamoar","","","farm",""
"25985975","way","https://osm.org/way/25985975","54.171861822400444","-4.51318467697531","Ballanawin","","Ballanawin","residential","","",""
"25987429","way","https://osm.org/way/25987429","54.171256","-4.5131805","Ballanawin","","Ballanawin","residential","","",""
"25988963","way","https://osm.org/way/25988963","54.17134685093892","-4.513940327455406","Ballanawin","","Ballanawin","residential","","",""
"25988996","way","https://osm.org/way/25988996","54.17152739088081","-4.513991904495689","Ballanawin","","Ballanawin","residential","","",""
"25985943","way","https://osm.org/way/25985943","54.22208203820467","-4.675515544223208","Ballellis","","Ballellis","residential","","",""
"25987771","way","https://osm.org/way/25987771","54.22144326787158","-4.675156741047633","Ballellis","","Ballellis","residential","","",""
"283519563","node","https://osm.org/node/283519563","54.100454","-4.679469","Ballabeg","Ballabeg","Balley Beg","","","hamlet",""
"60582716","way","https://osm.org/way/60582716","54.0786594309829","-4.648767338295588","Castletown","Castletown","Balley Chashtal","","station","",""
"10131472250","node","https://osm.org/node/10131472250","54.074547","-4.652816","Castletown","Castletown","Balley Chashtal","","","town",""
"283504450","node","https://osm.org/node/283504450","54.202433","-4.642044","St Johns","St Johns","Balley Keeill Eoin","","","village",""
"114185354","way","https://osm.org/way/114185354","54.28412904252623","-4.586676564838477","Kirk Michael","Kirk Michael","Balley Keeill Vaayl","","","village",""
"283505157","node","https://osm.org/node/283505157","54.284745","-4.588153","Kirk Michael","Kirk Michael","Balley Keeill Vaayl","","","village",""
"167025101","way","https://osm.org/way/167025101","54.179102","-4.5186805","Ballamillaghyn","Ballamillaghyn","Balley Millaghan","residential","","",""
"167025103","way","https://osm.org/way/167025103","54.17935200000001","-4.5194425","Ballamillaghyn","Ballamillaghyn","Balley Millaghan","residential","","",""
"167025105","way","https://osm.org/way/167025105","54.179349596621364","-4.517822652676459","Ballamillaghyn","Ballamillaghyn","Balley Millaghan","residential","","",""
"167025109","way","https://osm.org/way/167025109","54.179240935255685","-4.518744378424016","Ballamillaghyn","Ballamillaghyn","Balley Millaghan","residential","","",""
"441171223","node","https://osm.org/node/441171223","54.132373","-4.566112","Newtown","Newtown","Balley Noa","","","hamlet",""
"83354912","way","https://osm.org/way/83354912","54.31162533014631","-4.542126026758552","Ballaugh","Ballaugh","Balley ny Loghey","","","village",""
"6948740313","node","https://osm.org/node/6948740313","54.311937","-4.543054","Ballaugh","","Balley ny Loughey","","","village",""
"1148598277","way","https://osm.org/way/1148598277","54.169107773955204","-4.518183052351595","Braddan Commissioners","Braddan Commissioners","Barrante Skylley Vraddan","","","",""
"8494197619","node","https://osm.org/node/8494197619","54.16134","-4.650303","Barrule Beg","","Barrule Beg","","","","peak"
"440623047","node","https://osm.org/node/440623047","54.087893","-4.767744","Port Erin Bay","Port Erin Bay","Bay Purt Çhiarn","","","","bay"
"441984176","node","https://osm.org/node/441984176","54.076023","-4.710143","Carrick Bay","Carrick Bay","Bay ny Carrickey","","","","bay"
"241860860","way","https://osm.org/way/241860860","54.325370915814034","-4.403312710074129","Auldyn Way","Auldyn Way","Bayr Auldyn","residential","","",""
"1127904813","way","https://osm.org/way/1127904813","54.325229500000006","-4.402379","Auldyn Way","Auldyn Way","Bayr Auldyn","residential","","",""
"25987142","way","https://osm.org/way/25987142","54.18155537643428","-4.418272914018753","Road of the Middle Farm","Road of the Middle Farm","Bayr Balley Meanagh","unclassified","","",""
"25988213","way","https://osm.org/way/25988213","54.181681484906605","-4.424554962476065","Road of the Middle Farm","Road of the Middle Farm","Bayr Balley Meanagh","unclassified","","",""
"25988939","way","https://osm.org/way/25988939","54.189750585495645","-4.4141564951043915","Road of the Middle Farm","Road of the Middle Farm","Bayr Balley Meanagh","unclassified","","",""
"160411580","way","https://osm.org/way/160411580","54.184141363818796","-4.415245664593718","Road of the Middle Farm","Road of the Middle Farm","Bayr Balley Meanagh","unclassified","","",""
"160411586","way","https://osm.org/way/160411586","54.18678817271426","-4.4138364345586245","Road of the Middle Farm","Road of the Middle Farm","Bayr Balley Meanagh","unclassified","","",""
"160411588","way","https://osm.org/way/160411588","54.185481","-4.414364","Road of the Middle Farm","Road of the Middle Farm","Bayr Balley Meanagh","unclassified","","",""
"160411594","way","https://osm.org/way/160411594","54.182661499999995","-4.4164445","Road of the Middle Farm","Road of the Middle Farm","Bayr Balley Meanagh","unclassified","","",""
"234951309","way","https://osm.org/way/234951309","54.179507","-4.4202815","Road of the Middle Farm","Road of the Middle Farm","Bayr Balley Meanagh","unclassified","","",""
"234951310","way","https://osm.org/way/234951310","54.196758695116216","-4.416328702623253","Road of the Middle Farm","Road of the Middle Farm","Bayr Balley Meanagh","unclassified","","",""
"543204950","way","https://osm.org/way/543204950","54.1940173845773","-4.414592013684305","Road of the Middle Farm","Road of the Middle Farm","Bayr Balley Meanagh","unclassified","","",""
"25988598","way","https://osm.org/way/25988598","54.267283073140774","-4.590996144740746","Bayr Balleyleigh","Ballaleigh Road","Bayr Balleyleigh","secondary","","",""
"25988499","way","https://osm.org/way/25988499","54.20239210649775","-4.436954377012704","Begoade Road","Begoade Road","Bayr Bygoad","secondary","","",""
"25988474","way","https://osm.org/way/25988474","54.14693793871804","-4.52220030483621","Bayr Cam","","Bayr Cam","residential","","",""
"163036518","way","https://osm.org/way/163036518","54.146952226249645","-4.521202919810069","Bayr Cam","","Bayr Cam","residential","","",""
"25988629","way","https://osm.org/way/25988629","54.15122399999999","-4.5798925","Clannagh Road","Clannagh Road","Bayr Cleaynagh","secondary","","",""
"38707982","way","https://osm.org/way/38707982","54.13568292419341","-4.565860607197033","The Sloping Road","The Sloping Road","Bayr Cleaynagh","secondary","","",""
"163743742","way","https://osm.org/way/163743742","54.147678099503594","-4.577591499879836","Clannagh Road","Clannagh Road","Bayr Cleaynagh","secondary","","",""
"1170163749","way","https://osm.org/way/1170163749","54.14056731328202","-4.572017720213209","Clannagh Road","Clannagh Road","Bayr Cleaynagh","secondary","","",""
"25987113","way","https://osm.org/way/25987113","54.294817870350265","-4.346127612932032","Road of the Scarffe's Ridge","Road of the Scarffe's Ridge","Bayr Dreeym Skerry","secondary","","",""
"1127896192","way","https://osm.org/way/1127896192","54.301719500000004","-4.355358000000001","Road of the Scarffe's Ridge","Road of the Scarffe's Ridge","Bayr Dreeyn Skerry","secondary","","",""
"1127896193","way","https://osm.org/way/1127896193","54.30426065898553","-4.356443970542922","Road of the Scarffe's Ridge","Road of the Scarffe's Ridge","Bayr Dreeyn Skerry","secondary","","",""
"25988268","way","https://osm.org/way/25988268","54.15962034661312","-4.491922680880125","Eleanora Drive","Eleanora Drive","Bayr Eleanora","unclassified","","",""
"25989241","way","https://osm.org/way/25989241","54.127856213017296","-4.537677266471353","Port Soderick Glen Road","Port Soderick Glen Road","Bayr Glion Purt Soderick","secondary","","",""
"229979027","way","https://osm.org/way/229979027","54.12482420687835","-4.53639238777038","Port Soderick Glen Road","Port Soderick Glen Road","Bayr Glion Purt Soderick","secondary","","",""
"25989537","way","https://osm.org/way/25989537","54.168814311427724","-4.676516733867143","Glen Rushen Road","Glen Rushen Road","Bayr Glion Rosien","unclassified","","",""
"67525079","way","https://osm.org/way/67525079","54.16882774957918","-4.677467873106316","Glen Rushen Road","Glen Rushen Road","Bayr Glion Rosien","unclassified","","",""
"165267593","way","https://osm.org/way/165267593","54.17562906957036","-4.691492364965095","Glen Rushen Road","Glen Rushen Road","Bayr Glion Rosien","unclassified","","",""
"25986150","way","https://osm.org/way/25986150","54.1579134411645","-4.480148384894932","Glen Falcon Road","Glen Falcon Road","Bayr Glion Shirragh","secondary","","",""
"302527997","way","https://osm.org/way/302527997","54.15831448907565","-4.479765541815246","Glen Falcon Road","Glen Falcon Road","Bayr Glion Shirragh","secondary","","",""
"25987463","way","https://osm.org/way/25987463","54.07844555202854","-4.66456406169945","Bayr Grianagh","","Bayr Grianagh","residential","","",""
"158924005","way","https://osm.org/way/158924005","54.078877892519316","-4.662951046890897","Bayr Grianagh","","Bayr Grianagh","residential","","",""
"25986605","way","https://osm.org/way/25986605","54.2016571590635","-4.651030016014353","Patrick Road","Patrick Road","Bayr Keeill Pherick","primary","","",""
"165795664","way","https://osm.org/way/165795664","54.20446539031262","-4.692441254473685","Patrick Road","Patrick Road","Bayr Keeill Pherick","primary","","",""
"167315198","way","https://osm.org/way/167315198","54.20370454070267","-4.674462338731173","Patrick Road","Patrick Road","Bayr Keeill Pherick","primary","","",""
"167315199","way","https://osm.org/way/167315199","54.2022475","-4.6571425","Patrick Road","Patrick Road","Bayr Keeill Pherick","primary","","",""
"1203903789","way","https://osm.org/way/1203903789","54.20417225797903","-4.693859177755467","Patrick Road","Patrick Road","Bayr Keeill Pherick","primary","","",""
"25986660","way","https://osm.org/way/25986660","54.373400249694576","-4.471097582770006","Kiondroghad Road","","Bayr Kione Droghad","primary","","",""
"1176343087","way","https://osm.org/way/1176343087","54.36650731571823","-4.449852686218013","Kiondroghad Road","","Bayr Kione Droghad","primary","","",""
"25986108","way","https://osm.org/way/25986108","54.07762648295455","-4.739966379607102","Lewthaites Way","Lewthaites Way","Bayr Lewthwaite","residential","","",""
"25989074","way","https://osm.org/way/25989074","54.11063852212578","-4.64899252458504","Grenaby Road","Grenaby Road","Bayr Lhean","secondary","","",""
"39473463","way","https://osm.org/way/39473463","54.126795885699835","-4.66203737414083","Kerrowkeil Road","Kerrowkeil Road","Bayr Lhean","secondary","","",""
"39473470","way","https://osm.org/way/39473470","54.118285500000006","-4.655149","Grenaby Road","Grenaby Road","Bayr Lhean","secondary","","",""
"25988095","way","https://osm.org/way/25988095","54.154082867732754","-4.478802912540848","Marina Road","Marina Road","Bayr Ny Marrey","pedestrian","","",""
"38773782","way","https://osm.org/way/38773782","54.08530859492097","-4.7599947808222725","Shore Road","Shore Road","Bayr Ny Traie","unclassified","","",""
"38773783","way","https://osm.org/way/38773783","54.084969745124084","-4.760233276751696","Shore Road","Shore Road","Bayr Ny Traie","unclassified","","",""
"163443125","way","https://osm.org/way/163443125","54.084260019138824","-4.761489986129606","Shore Road","Shore Road","Bayr Ny Traie","unclassified","","",""
"43531310","way","https://osm.org/way/43531310","54.22315884776689","-4.694621725449521","Orry Lane","Orry Lane","Bayr Orree","residential","","",""
"25987203","way","https://osm.org/way/25987203","54.323615761432244","-4.390483851812542","Poyll Dooey Road","","Bayr Poyll Doo Aah","residential","","",""
"25985960","way","https://osm.org/way/25985960","54.078500591276665","-4.642826544174664","King William's Way","King William's Way","Bayr Ree Illiam","unclassified","","",""
"28613907","way","https://osm.org/way/28613907","54.07827460961237","-4.640708125886633","King William's Way","King William's Way","Bayr Ree Illiam","unclassified","","",""
"25987101","way","https://osm.org/way/25987101","54.35382413055383","-4.485399964917916","Bayr Rheynn Doo","","Bayr Rheynn Doo","unclassified","","",""
"25988288","way","https://osm.org/way/25988288","54.3209787817094","-4.398416529386753","Lezayre Road","","Bayr Skyll Chreest","trunk","","",""
"412956699","way","https://osm.org/way/412956699","54.3212105","-4.405365","Lezayre Road","","Bayr Skyll Chreest","trunk","","",""
"436655773","way","https://osm.org/way/436655773","54.32184059934276","-4.388267373532395","Lezayre Road","Lezayre Road","Bayr Skyll Chreest","trunk","","",""
"1197716939","way","https://osm.org/way/1197716939","54.32127704611365","-4.390725635066056","Lezayre Road","","Bayr Skyll Chreest","trunk","","",""
"25988359","way","https://osm.org/way/25988359","54.15752148683035","-4.525584981806568","Stevenson Way","Stevenson Way","Bayr Stevenson","unclassified","","",""
"28885168","way","https://osm.org/way/28885168","54.15753961960223","-4.525680047850684","Stevenson Way","Stevenson Way","Bayr Stevenson","unclassified","","",""
"164407828","way","https://osm.org/way/164407828","54.15394051763515","-4.524372026627936","Stevenson Way","Stevenson Way","Bayr Stevenson","unclassified","","",""
"165339433","way","https://osm.org/way/165339433","54.15130634871558","-4.520175435220513","Stevenson Way","Stevenson Way","Bayr Stevenson","unclassified","","",""
"25988201","way","https://osm.org/way/25988201","54.21936094402664","-4.689405407222125","Tynwald Road","Tynwald Road","Bayr Tinvaal","trunk","","",""
"37805552","way","https://osm.org/way/37805552","54.220479","-4.6913745","Tynwald Road","Tynwald Road","Bayr Tinvaal","primary","","",""
"147860266","way","https://osm.org/way/147860266","54.22110278499879","-4.692420076108798","Tynwald Road","Tynwald Road","Bayr Tinvaal","primary","","",""
"1105655962","way","https://osm.org/way/1105655962","54.21721773606965","-4.685742928060301","Douglas Road","Douglas Road","Bayr Tinvaal","trunk","","",""
"1203500464","way","https://osm.org/way/1203500464","54.219971","-4.690501","Tynwald Road","Tynwald Road","Bayr Tinvaal","trunk","","",""
"25988208","way","https://osm.org/way/25988208","54.2317078561281","-4.413105708220227","Baldhoon Road","Baldhoon Road","Bayr Vall Dowin","unclassified","","",""
"25989295","way","https://osm.org/way/25989295","54.232511431320994","-4.408598034349507","Baldhoon Road","Baldhoon Road","Bayr Vall Dowin","residential","","",""
"296946959","way","https://osm.org/way/296946959","54.23239600798795","-4.427697863564025","Baldhoon Road","Baldhoon Road","Bayr Vall Dowin","unclassified","","",""
"25986711","way","https://osm.org/way/25986711","54.164841190436576","-4.483719581891371","Ballaquayle Road","Ballaquayle Road","Bayr Valley 'c Phaayl","primary","","",""
"39187489","way","https://osm.org/way/39187489","54.15934396315012","-4.4805975878594255","Ballaquayle Road","Ballaquayle Road","Bayr Valley 'c Phaayl","primary","","",""
"62241455","way","https://osm.org/way/62241455","54.165048806499975","-4.484035740953688","Ballaquayle Road","Ballaquayle Road","Bayr Valley 'c Phaayl","primary_link","","",""
"160058074","way","https://osm.org/way/160058074","54.16361783025066","-4.483224393575731","Ballaquayle Road","Ballaquayle Road","Bayr Valley 'c Phaayl","primary","","",""
"267303627","way","https://osm.org/way/267303627","54.16208469365821","-4.482542065567124","Ballaquayle Road","Ballaquayle Road","Bayr Valley 'c Phaayl","primary","","",""
"528717351","way","https://osm.org/way/528717351","54.16422919839949","-4.483479292816522","Ballaquayle Road","Ballaquayle Road","Bayr Valley 'c Phaayl","primary","","",""
"528717379","way","https://osm.org/way/528717379","54.16066129107238","-4.481893978071885","Ballaquayle Road","Ballaquayle Road","Bayr Valley 'c Phaayl","primary","","",""
"1166161059","way","https://osm.org/way/1166161059","54.1602965","-4.4817160000000005","Ballaquayle Road","Ballaquayle Road","Bayr Valley 'c Phaayl","primary","","",""
"1094746443","way","https://osm.org/way/1094746443","54.07925087953968","-4.645837418800366","Victoria Way","Victoria Way","Bayr Victoria","living_street","","",""
"1105069737","way","https://osm.org/way/1105069737","54.07852529372234","-4.646710587634466","Victoria Way","Victoria Way","Bayr Victoria","residential","","",""
"1105069738","way","https://osm.org/way/1105069738","54.07825849200649","-4.646719208800236","Victoria Way","Victoria Way","Bayr Victoria","residential","","",""
"1105069749","way","https://osm.org/way/1105069749","54.07956850000001","-4.645823999999999","Victoria Way","Victoria Way","Bayr Victoria","living_street","","",""
"1105306066","way","https://osm.org/way/1105306066","54.0787195","-4.646580000000001","Victoria Way","Victoria Way","Bayr Victoria","residential","","",""
"25986833","way","https://osm.org/way/25986833","54.18115201950838","-4.702268221037294","Sound Road","Sound Road","Bayr Y Cheyllys","unclassified","","",""
"25987930","way","https://osm.org/way/25987930","54.225529373520764","-4.391509302298125","Shore Road","Shore Road","Bayr Y Traie","secondary","","",""
"25988385","way","https://osm.org/way/25988385","54.164134860249824","-4.739802796394051","Road of the Tail of Rocks","Road of the Tail of Rocks","Bayr Yn Arbyl","unclassified","","",""
"167271703","way","https://osm.org/way/167271703","54.163316858894675","-4.740291161794359","Road of the Tail of Rocks","Road of the Tail of Rocks","Bayr Yn Arbyl","unclassified","","",""
"437221850","way","https://osm.org/way/437221850","54.166663279067464","-4.734027054839378","Road of the Tail of Rocks","Road of the Tail of Rocks","Bayr Yn Arbyl","unclassified","","",""
"25987051","way","https://osm.org/way/25987051","54.13574161372801","-4.664629767388518","Road of the Grey Hill","Road of the Grey Hill","Bayr Yn Chor Lheeah","secondary","","",""
"165267594","way","https://osm.org/way/165267594","54.14278105022513","-4.6503821986031175","Road of the Grey Hill","Road of the Grey Hill","Bayr Yn Chor Lheeah","secondary","","",""
"25988600","way","https://osm.org/way/25988600","54.3318854558859","-4.4713978822942355","Bayr Yude Noo","St Jude's Road","Bayr Yude Noo","primary","","",""
"113048303","way","https://osm.org/way/113048303","54.287239682945504","-4.586564242821812","Balleira Road","Balleira Road","Bayr ny Balleira","unclassified","","",""
"165792238","way","https://osm.org/way/165792238","54.289193499999996","-4.5909335","Balleira Road","Balleira Road","Bayr ny Balleira","unclassified","","",""
"165792242","way","https://osm.org/way/165792242","54.2886885","-4.589117","Balleira Road","Balleira Road","Bayr ny Balleira","unclassified","","",""
"165792243","way","https://osm.org/way/165792243","54.28967437994818","-4.591222994164167","Balleira Road","Balleira Road","Bayr ny Balleira","unclassified","","",""
"165792245","way","https://osm.org/way/165792245","54.288932237865595","-4.5900763412753385","Balleira Road","Balleira Road","Bayr ny Balleira","unclassified","","",""
"43531309","way","https://osm.org/way/43531309","54.223396534202934","-4.696185741617795","Love Lane","Love Lane","Bayr ny Graih","service","","",""
"25988718","way","https://osm.org/way/25988718","54.35740146757352","-4.399521986368712","Road of the Greenfarm","Road of the Greenfarm","Bayr ny Grenaby","tertiary","","",""
"25987495","way","https://osm.org/way/25987495","54.22111563879138","-4.690136360436496","Albany Road","Albany Road","Bayr ny Halbey","tertiary","","",""
"25986156","way","https://osm.org/way/25986156","54.356943495801225","-4.444693598671853","Bernahara Road","Bernahara Road","Bayr ny Hayrey","secondary","","",""
"25989010","way","https://osm.org/way/25989010","54.32791379856339","-4.445207718670414","Bernahara Road","Bernahara Road","Bayr ny Hayrey","secondary","","",""
"892002129","way","https://osm.org/way/892002129","54.340698008111474","-4.448945393171246","Bernahara Road","Bernahara Road","Bayr ny Hayrey","secondary","","",""
"892002130","way","https://osm.org/way/892002130","54.333946999999995","-4.4490155","Bernahara Road","Bernahara Road","Bayr ny Hayrey","secondary","","",""
