"osm_id","osm_type","osm_url","lat","lon","name","name:en","name:gv","tourism","wikidata","website","contact:website","phone","contact:phone","contact:email","contact:facebook"
"283519410","node","https://osm.org/node/283519410","54.312146","-4.526437","Ballacrye Corner","","","attraction","Q4851318","","","","","",""
"1170163737","way","https://osm.org/way/1170163737","54.150487727331566","-4.577216415321345","Balladhoo Mews","","","chalet","","http://www.balladhoo-mews.com","","","","",""
"458533119","node","https://osm.org/node/458533119","54.173804","-4.549038","Ballagarey Corner","","","attraction","Q4851392","","","","","",""
"1155410599","way","https://osm.org/way/1155410599","54.31298624675244","-4.410311525241256","Ballagarrow Cottage","","","chalet","","https://www.visitisleofman.com/stay/ballagarrow-cottage-p1288771","","","","",""
"158683980","way","https://osm.org/way/158683980","54.14148700181341","-4.638499847005036","Ballaglea","","","guest_house","","https://www.isle-of-man-bed-and-breakfast.com/","","","","",""
"163139334","way","https://osm.org/way/163139334","54.14547732227855","-4.586988341799409","Ballahowin Courtyard","","","chalet","","http://www.ballahowin.com","","","","",""
"1751528049","node","https://osm.org/node/1751528049","54.171538","-4.536224","Ballahutchin Hill","","","attraction","","","","","","",""
"283520110","node","https://osm.org/node/283520110","54.083205","-4.674371","Ballakaighen","","","attraction","","","","","","",""
"159381722","way","https://osm.org/way/159381722","54.18389749999999","-4.7090605","Ballakerkey Cottage","","","chalet","","http://www.glenmaye.com/","","","","",""
"113526284","way","https://osm.org/way/113526284","54.37259766049327","-4.443355023863698","Ballalough House Beg","","","chalet","","http://gilesgate.im/","","+44 1624 880529","","",""
"1418514166","way","https://osm.org/way/1418514166","54.08029332267004","-4.663532641498352","Ballalough Reedbeds – Castletown Nature Reserve","","","attraction","","https://www.castletown.gov.im/ballalough-reedbeds-castletown-nature-reserve/","","","","","https://www.facebook.com/ballaloughreedbeds"
"10861071081","node","https://osm.org/node/10861071081","54.250374","-4.588935","Ballamenagh Cottage Studio","","","chalet","","http://isleofmancottages.co.uk/ballamenagh.html","","","","",""
"995420268","way","https://osm.org/way/995420268","54.30846016601857","-4.538878731681754","Ballamoar Campsite","","","camp_site","","https://ballamoarcampsite.im/","","+44 1624 898323","","",""
"1153365852","way","https://osm.org/way/1153365852","54.206129007989865","-4.685459494650412","Ballamoar Coach House","","","chalet","Q118188793","https://www.ballamoar-coach-house.com/","","+44 1624 842393","","","https://www.facebook.com/people/The-Coach-House-Isle-of-Man/100063861769523/"
"475393389","node","https://osm.org/node/475393389","54.307444","-4.53512","Ballamoar Farm","Ballamoar Farm","Ballamoar","camp_site","","http://www.ballamoar.com","","+44 1624 897442","","",""
"10862294647","node","https://osm.org/node/10862294647","54.093209","-4.674955","Ballanorris","","","attraction","","","","","","",""
"1200662217","way","https://osm.org/way/1200662217","54.297027712342036","-4.5835017104679325","Ballarhennie House","","","guest_house","","","","","","",""
"475394051","node","https://osm.org/node/475394051","54.200958","-4.65695","Ballaspit","","","camp_site","","","","","","",""
"496611444","node","https://osm.org/node/496611444","54.384578","-4.477712","Ballathona Farm","","","guest_house","","","","","","",""
"25987835","way","https://osm.org/way/25987835","54.3096755","-4.541443","Ballaugh Main Road","Ballaugh Main Road","","attraction","Q4851557","","","","","",""
"169812277","way","https://osm.org/way/169812277","54.35121590525835","-4.403694085212797","Ballavarteen Holiday Cottage","","","chalet","","http://www.ballavarteen.co.uk/","","+44 1624 880801","","",""
"475394744","node","https://osm.org/node/475394744","54.106954","-4.651506","Ballavell Farm","","","guest_house","","http://www.ballavellfarm.net","","","","",""
"492450565","node","https://osm.org/node/492450565","54.192537","-4.567975","Ballavitchel Farm","","","chalet","","http://www.ballavitchel.com","","","","",""
"10862294646","node","https://osm.org/node/10862294646","54.096708","-4.66982","Ballawhetstone","","","attraction","","","","","","",""
"768565627","way","https://osm.org/way/768565627","54.21132018963503","-4.507534012110393","Ballawyllin Farm","","","guest_house","","https://www.relaxatballawyllin.co.uk/properties/bed-and-breakfast","","","","",""
"1147859238","way","https://osm.org/way/1147859238","54.211217500000004","-4.5070855","Ballawyllin Farm Cottage","","","chalet","","https://www.relaxatballawyllin.co.uk/properties/ballawyllin-farm-cottage","","","","",""
"79398096","way","https://osm.org/way/79398096","54.08577242153612","-4.758841569365609","Balmoral Hotel","","","hotel","","http://www.balmoralporterin.co.uk","","","","",""
"12470935331","node","https://osm.org/node/12470935331","54.093405","-4.626931","Balthane Industrial Estate","","","information","","","","","","",""
"283481023","node","https://osm.org/node/283481023","54.260538","-4.581516","Barregarrow Crosroads","","","attraction","","","","","","",""
"101799752","way","https://osm.org/way/101799752","54.08192630337578","-4.733082636308726","Beach Croft","","","guest_house","","","","","","",""
"963255447","way","https://osm.org/way/963255447","54.31813504385476","-4.375014061833328","Beach House","","","guest_house","","https://www.visitisleofman.com/stay/beach-house-p1308441","","","","",""
"283523051","node","https://osm.org/node/283523051","54.177588","-4.471592","Bedstead Corner","","","attraction","Q7754297","","","","","",""
"166047471","way","https://osm.org/way/166047471","54.1244003243608","-4.714791495875722","Bee and Blossom Farm","","","chalet","","https://beeandblossomfarm.co.uk","","","","",""
"147183393","way","https://osm.org/way/147183393","54.22388771355631","-4.693021823833496","Ben-my-Chree","","","chalet","","http://www.peel-holiday-cottage.com","","","","",""
"10862294644","node","https://osm.org/node/10862294644","54.094347","-4.657552","Billown Dip","","","attraction","","","","","","",""
"1304030839","node","https://osm.org/node/1304030839","54.292733","-4.577906","Birkin's Bend","","","attraction","Q4916488","","","","","",""
"936116458","way","https://osm.org/way/936116458","54.26746321752918","-4.449194385233599","Black Hut","","","attraction","","","","","","",""
"475394021","node","https://osm.org/node/475394021","54.109051","-4.622247","Blackhill","","","guest_house","","","","","","",""
"8355908547","node","https://osm.org/node/8355908547","54.085858","-4.759289","Boat","","","artwork","","","","","","",""
"300040027","node","https://osm.org/node/300040027","54.104395","-4.763526","Bradda Hill","","","viewpoint","Q2923459","","","","","",""
"25987737","way","https://osm.org/way/25987737","54.16137913707723","-4.505618501138775","Braddan Bridge","","","attraction","Q4954435","","","","","",""
"475393766","node","https://osm.org/node/475393766","54.195459","-4.476838","Brandish","","","attraction","Q4956708","","","","","",""
"458533108","node","https://osm.org/node/458533108","54.164247","-4.485334","Bray Hill","","","attraction","Q3389200","","","","","",""
"475439592","way","https://osm.org/way/475439592","54.35717775846259","-4.421983513498037","Brightlife","","","hotel","","https://www.brightlife.com/","","+44 1624 880318","","",""
"283517384","node","https://osm.org/node/283517384","54.318443","-4.496421","Caley's","","","attraction","","","","","","",""
"1925453835","node","https://osm.org/node/1925453835","54.063924","-4.793537","Calf Sound","","","viewpoint","","","","","","",""
"475393099","node","https://osm.org/node/475393099","54.266368","-4.577194","Cammall Farm","","","chalet","","http://www.cammallfarm.co.uk","","","","",""
"10778781241","node","https://osm.org/node/10778781241","54.07394","-4.652007","Captain John Quilliam","","","artwork","","","","","","",""
"104720129","way","https://osm.org/way/104720129","54.09554600397109","-4.745551067330796","Carabas","","","guest_house","","https://www.carabas.im","","","","",""
"38301009","way","https://osm.org/way/38301009","54.07379284151539","-4.652864283195815","Castle Rushen","Castle Rushen","Cashtal Rushen","museum","Q2967821","https://manxnationalheritage.im/our-sites/castle-castletown/","","","","",""
"283516992","node","https://osm.org/node/283516992","54.078401","-4.655893","Castletown Corner","","","attraction","","","","","","",""
"10135859526","node","https://osm.org/node/10135859526","54.246621","-4.648477","Cave","","","attraction","","","","","","",""
"10135859527","node","https://osm.org/node/10135859527","54.245481","-4.649991","Cave","","","attraction","","","","","","",""
"60007293","way","https://osm.org/way/60007293","54.0859749632627","-4.755504492285898","Cherry Orchard","","","aparthotel","","https://www.cherry-orchard.com/","","+44 1624 833811","","",""
"10862294643","node","https://osm.org/node/10862294643","54.091273","-4.649082","Church Bends","","","attraction","","","","","","",""
"7777593447","node","https://osm.org/node/7777593447","54.068511","-4.76854","Church Farm Walk","","","information","","","","","","",""
"171845731","way","https://osm.org/way/171845731","54.16956168872742","-4.632851075027558","Clag Mooar","","","guest_house","","http://www.clagmooar.com/","","","","",""
"81446776","way","https://osm.org/way/81446776","54.15074932586915","-4.478060131475047","Claremont","","","hotel","","https://www.claremonthoteldouglas.com","","+44 1624 617068","","",""
"475392873","node","https://osm.org/node/475392873","54.331778","-4.472337","Close Chairn Cottages","","","chalet","","http://www.closechairn.co.uk","","","","",""
"130527530","way","https://osm.org/way/130527530","54.3326085","-4.5166645","Close Taggart Cottages","","","chalet","","https://www.closetaggart.co.uk/","","+44 1624 897459","","",""
"163139337","way","https://osm.org/way/163139337","54.151515499999995","-4.547052","Colooneys Farm Cottages","","","chalet","","https://www.colooneys.com/","","","","",""
"59523535","way","https://osm.org/way/59523535","54.13935028622911","-4.560752372246737","Comis Hotel and Golf Resort","","","hotel","","https://www.comishotelandgolfresort.com","","+44 1624 661111","","",""
"146907383","way","https://osm.org/way/146907383","54.222924604858534","-4.696608140894827","Corner Cottage","","","chalet","","https://www.visitisleofman.com/stay/corner-cottage-p1404561","","","","",""
"115752152","way","https://osm.org/way/115752152","54.32561547994281","-4.5558303180350554","Corvalley South Farm","","","guest_house","","http://www.corvalley.com","","","","",""
"1126021452","way","https://osm.org/way/1126021452","54.34076017719133","-4.4700519348222265","Craig Cottages","","","chalet","","https://www.craigcottages.co.uk/","","","","",""
"10858941283","node","https://osm.org/node/10858941283","54.231021","-4.617503","Creg Willey's Hill","","","attraction","Q5183967","","","","","",""
"475393925","node","https://osm.org/node/475393925","54.20715","-4.467374","Creg-ny-baa","","","attraction","Q5183966","","","","","",""
"10880817236","node","https://osm.org/node/10880817236","54.069548","-4.768631","Cregneash Cross","","","attraction","","","","","","",""
"99608774","way","https://osm.org/way/99608774","54.07580523380613","-4.655925339474762","Croft End","","","chalet","","https://www.islandescapes.im/property/642345","","","","",""
"991780874","way","https://osm.org/way/991780874","54.26064346006973","-4.579094793403857","Cronk Aashen Farm","","","camp_site","","https://www.cronkaashen.co.uk","","","","",""
"103529572","way","https://osm.org/way/103529572","54.08336008152158","-4.6745577193701555","Cronk Darragh Cottage","","","chalet","","https://www.visitisleofman.com/stay/cronk-darragh-cottage-p1289341","","","","",""
"475395188","node","https://osm.org/node/475395188","54.18342","-4.476031","Cronk-ny-mona","","Cronk-ny-mona","attraction","","","","","","",""
"283519855","node","https://osm.org/node/283519855","54.183878","-4.566098","Crosby Crossroads","","","attraction","Q5188028","","","","","",""
"7887954946","node","https://osm.org/node/7887954946","54.186817","-4.573252","Crosby Jump","","","attraction","","","","","","",""
"780295091","node","https://osm.org/node/780295091","54.095064","-4.646813","Cross Four Ways","","","attraction","","","","","","",""
"1157924354","way","https://osm.org/way/1157924354","54.31504270232666","-4.396228567320686","Crossags Campsite","","","camp_site","","","","","+44 1624 817553","",""
"1747483581","node","https://osm.org/node/1747483581","54.319439","-4.382576","Cruickshank's Corner","","","attraction","","","","","","",""
"10844057179","node","https://osm.org/node/10844057179","54.15467","-4.478366","Cultural area","","","attraction","","","","","","",""
"81446775","way","https://osm.org/way/81446775","54.15163763696172","-4.47839570459013","Cunard","","","apartment","","https://www.cunard-accom.com/","","+44 1624 676728","","",""
"10979302877","node","https://osm.org/node/10979302877","54.073231","-4.621757","Derbyhaven Bay","","","artwork","","","","","","",""
"1168282874","way","https://osm.org/way/1168282874","54.25555681636996","-4.625021548118827","Devil's Elbow","","","picnic_site","","","","","","",""
"10858845295","node","https://osm.org/node/10858845295","54.212505","-4.63074","Doran's Bend","","","attraction","Q5297510","","","","","",""
"4144257679","node","https://osm.org/node/4144257679","54.148075","-4.485372","Douglas","","","information","","","","","","",""
"10891721348","node","https://osm.org/node/10891721348","54.149219","-4.474407","Douglas Cable Tram Wheel","","","information","","","","","","",""
"283481474","node","https://osm.org/node/283481474","54.281162","-4.587981","Douglas Corner","","","attraction","","","","","","",""
"551862841","node","https://osm.org/node/551862841","54.143453","-4.4694","Douglas Head","","","viewpoint","","","","","","",""
"11009081313","node","https://osm.org/node/11009081313","54.143453","-4.467837","Douglas Head","","","information","","","","","","",""
"475393738","node","https://osm.org/node/475393738","54.138143","-4.609348","Dreemfroy","","","chalet","","https://www.dreemfroy.com/","","","","",""
"283486904","node","https://osm.org/node/283486904","54.303586","-4.563242","Dub Cottage","","","attraction","","","","","","",""
"832286809","way","https://osm.org/way/832286809","54.146900986959785","-4.721039123507149","Eary Cushlin","","","chalet","","https://www.visitisleofman.com/stay/eary-cushlin-p1289431","","","","",""
"11807118422","node","https://osm.org/node/11807118422","54.055007","-4.624865","East Cottage","","","chalet","","https://www.isle-of-man-holiday.com/accommodation/west/","","","","",""
"492916892","node","https://osm.org/node/492916892","54.143371","-4.614197","Edd Gollan Geayee","","","chalet","","https://www.eddgollangeayee.co.uk/","","","","",""
"10049617258","node","https://osm.org/node/10049617258","54.151818","-4.478305","Ellan Vannin","","","hotel","","https://www.ellanvanninhotel.im/","","+441624674824","","",""
"81446768","way","https://osm.org/way/81446768","54.1518118228089","-4.4784565552778","Ellan Vannin Hotel","","","hotel","","","","","","",""
"1444498163","way","https://osm.org/way/1444498163","54.16052360177431","-4.4750579827126735","Ellesmere","","","hotel","","","","","","",""
"6503531569","node","https://osm.org/node/6503531569","54.17966","-4.509236","FC Camping Union Mills","","","camp_site","","https://tt.umfc.tv/","","","","","https://www.facebook.com/UnionMillsFCTTCampsite/"
"38707987","way","https://osm.org/way/38707987","54.1145255","-4.5952625000000005","Fairy Bridge","","","attraction","Q3432580","","","","","",""
"10169482883","node","https://osm.org/node/10169482883","54.114646","-4.595244","Fairy Bridge","","","attraction","Q3432580","","","","","",""
"147204840","way","https://osm.org/way/147204840","54.2246475","-4.688321999999999","Fernleigh","","","hotel","","","","","","",""
"60177067","way","https://osm.org/way/60177067","54.169491","-4.636230499999999","Foxdale Heritage Centre","","","museum","","http://www.foxdale-village.net/","","","","","https://www.facebook.com/foxdaleheritage/"
"103529579","way","https://osm.org/way/103529579","54.08342468572841","-4.691179469603917","Francorchamps","","","guest_house","","http://www.francorchamps.co.uk","","","","",""
"945979229","way","https://osm.org/way/945979229","54.33554337328871","-4.3910862358350355","Garden Walk","","","chalet","","http://gardenwalk.co.uk","","","","","https://www.facebook.com/shortbreakiom/"
"10297403400","node","https://osm.org/node/10297403400","54.271522","-4.376883","Garff Commissioners","","","information","","","","","","",""
"100018176","way","https://osm.org/way/100018176","54.073126484405435","-4.653755615690425","George Hotel","","","hotel","Q118188588","https://www.thegeorge.im","","","","",""
"412956695","way","https://osm.org/way/412956695","54.32097465734962","-4.470840932460094","Ginger Hall Hotel","","","hotel","Q5563043","","","","","","https://www.facebook.com/TheGingerHallHotel"
"1145602064","way","https://osm.org/way/1145602064","54.1839152567532","-4.705006312016341","Glen Cottage","","","chalet","","","http://www.glen-cottage.com/","","+44 1624 843768","",""
"4899420258","node","https://osm.org/node/4899420258","54.173547","-4.560728","Glen Darragh Water Wheel","","","attraction","","","","","","",""
"458533095","node","https://osm.org/node/458533095","54.186962","-4.47776","Glen Dhoo","","","camp_site","","https://www.caravancampingsites.co.uk/isleofman/glendhoo.htm","","","","",""
"475395150","node","https://osm.org/node/475395150","54.225739","-4.616811","Glen Helen","","","attraction","Q5567809","","","","","",""
"901997108","way","https://osm.org/way/901997108","54.22563973114464","-4.616074957839642","Glen Helen Glamping","","","camp_site","","https://www.glenhelenglamping.com","","","","","https://www.facebook.com/glenhelenglamping"
"10868989796","node","https://osm.org/node/10868989796","54.213173","-4.630163","Glen Helen House Apartment","","","apartment","","https://www.visitisleofman.com/stay/glen-helen-house-apartment-p1319111","","","","","https://www.facebook.com/glenhelenhouseapartment/"
"478680058","node","https://osm.org/node/478680058","54.161215","-4.4744","Glen Mona","","","guest_house","","https://www.hqbar.im/glenmona.php","","","","",""
"283505662","node","https://osm.org/node/283505662","54.282114","-4.592881","Glen Wyllin","","","camp_site","","https://www.isleofman.com/Business/g/glenwyllin","","","","",""
"829392799","way","https://osm.org/way/829392799","54.07925076483704","-4.750319925142808","Glendown Farm Camping and Glamping","","","camp_site","","https://glendownfarm.com/Camping/camping-and-glamping.htm","","","","",""
"893653070","way","https://osm.org/way/893653070","54.17225192282894","-4.545311191463948","Glenlough","","","camp_site","","https://www.glenloughcampsite.com/","","","","",""
"1732884687","node","https://osm.org/node/1732884687","54.318072","-4.432749","Glentramman","","","attraction","","","","","","",""
"81446769","way","https://osm.org/way/81446769","54.151877236019395","-4.478470401882209","Gloucester House","","","apartments","","http://www.gloucesterhouse.im/","","","","",""
"5117277517","node","https://osm.org/node/5117277517","54.202224","-4.470726","Gob-ny-Geay","","","attraction","Q5575386","","","","","",""
"8555436824","node","https://osm.org/node/8555436824","54.305433","-4.381823","Gooseneck","","","attraction","","","","","","",""
"11879076094","node","https://osm.org/node/11879076094","54.165941","-4.596628","Gorselands Holiday Cottage","","","chalet","","","","","","",""
"186073444","way","https://osm.org/way/186073444","54.17204850000001","-4.4687165","Governor's Bridge","","","attraction","Q5589441","","","","","",""
"10868094898","node","https://osm.org/node/10868094898","54.171815","-4.46829","Governor's Bridge","","","attraction","Q5589441","","","","","",""
"10871602930","node","https://osm.org/node/10871602930","54.172027","-4.468963","Governor's Dip","","","attraction","","","","","","",""
"186072536","way","https://osm.org/way/186072536","54.143347568858836","-4.467308576090491","Grand Union Camera Obscura","","","attraction","Q5595201","","","","","",""
"59392898","way","https://osm.org/way/59392898","54.16768068669368","-4.477847228559331","Grandstand","","","attraction","Q7671983","","","","","",""
"283519596","node","https://osm.org/node/283519596","54.086742","-4.652849","Great Meadow","","","attraction","","","","","","",""
"458533125","node","https://osm.org/node/458533125","54.196848","-4.605775","Greeba Bridge","","","attraction","Q5601577","","","","","",""
"801114012","node","https://osm.org/node/801114012","54.192709","-4.588866","Greeba Castle","","","attraction","","","","","","",""
"161340854","way","https://osm.org/way/161340854","54.112959401357294","-4.650949374916958","Grenaby Estates","","","chalet","","https://www.grenabyestates.com/","","","","",""
"907166087","way","https://osm.org/way/907166087","54.176827888823865","-4.42332650527042","Groudle Glen Cottages","","","hotel","","https://www.groudlecottages.com/","","","","",""
"1171624282","way","https://osm.org/way/1171624282","54.17857006823666","-4.430149357646663","Groudle Glen Water Wheel","","","attraction","Q6650443","","","","","",""
"1783400412","node","https://osm.org/node/1783400412","54.248009","-4.465036","Hailwood's Rise","","","attraction","","","","","","",""
"1745777551","node","https://osm.org/node/1745777551","54.250412","-4.589163","Handley's Corner","","","attraction","Q5647476","","","","","",""
"59400625","way","https://osm.org/way/59400625","54.06867399999999","-4.768095","Harry Kelly's Cottage","Harry Kelly's Cottage","Bwaane Harry Kelly","attraction","","","","","","",""
"10669350341","node","https://osm.org/node/10669350341","54.321386","-4.379429","Heritage lamp post","","","attraction","","","","","","",""
"12218335383","node","https://osm.org/node/12218335383","54.075022","-4.652911","Heron","","","artwork","","","","","","",""
"283484388","node","https://osm.org/node/283484388","54.187954","-4.474324","Hillberry Corner","","","attraction","Q5762625","","","","","",""
"963223864","way","https://osm.org/way/963223864","54.32856202497634","-4.395973480012777","Hillingford B&B","","","guest_house","","https://www.hillingford.com/","","","","",""
"10711123023","node","https://osm.org/node/10711123023","54.064106","-4.662648","Historic Scarlett Landscape","","","information","","https://culturevannin.im/exploremore/places/scarlett-landscape-386121/","","","","",""
"416526320","way","https://osm.org/way/416526320","54.153975992817834","-4.478546330532276","Hotel Halvard","","","hotel","","https://halvard.co.uk","","","","",""
"59700879","way","https://osm.org/way/59700879","54.22184137881081","-4.697672231000578","House of Manannan","House of Manannan","Thie Vanannin","museum","Q15069659","https://manxnationalheritage.im/our-sites/house-of-manannan/","","+44 1624 648090","","",""
"80822410","way","https://osm.org/way/80822410","54.164299911583335","-4.468730678285103","Hydro","","","hotel","","http://www.hydrohotel.co.im","","+44 1624 676870","","",""
"939199118","node","https://osm.org/node/939199118","54.164052","-4.468746","Inglewood","","","guest_house","","","","01624 674734","","",""
"162111451","way","https://osm.org/way/162111451","54.232362611664804","-4.52344042616353","Injebreck Cottage","","","chalet","","http://www.injebreckcottage.co.uk","","","","",""
"283488031","node","https://osm.org/node/283488031","54.09106","-4.676176","Iron Gates","","","attraction","","","","","","",""
"813624816","way","https://osm.org/way/813624816","54.16948251667709","-4.46331213709828","Isle of Man Camping","","","camp_site","","https://www.isleofmancamping.co.uk/","","+447624493848","","",""
"450259510","way","https://osm.org/way/450259510","54.35978648488426","-4.522850152293122","Isle of Man Motor Museum","","","museum","Q113363991","","","","","",""
"60007280","way","https://osm.org/way/60007280","54.08511485186447","-4.757821513895018","Isle of Man Railway Museum","","","museum","Q7230614","https://www.iombusandrail.im/heritage/museums/port-erin-railway-museum/","","","","",""
"12459262008","node","https://osm.org/node/12459262008","54.158177","-4.477658","Isle of Man Trike Tours","","","tours","","https://www.iomtriketours.com/","","07624 492444","","",""
"734998862","node","https://osm.org/node/734998862","54.148556","-4.47379","Isle of Man Welcome Centre","","","information","","","","","","",""
"10897674917","node","https://osm.org/node/10897674917","54.252642","-4.46272","Joey Dunlop","","","artwork","","","","","","",""
"1154467407","way","https://osm.org/way/1154467407","54.16165754832514","-4.505256312542588","Joey Dunlop Foundation","","","chalet","","https://www.joeydunlopfoundation.com","","","","",""
"59400559","way","https://osm.org/way/59400559","54.06877162513294","-4.7682181375292245","Joiner's Workshop","","","attraction","","","","","","",""
"1126017844","way","https://osm.org/way/1126017844","54.35901518220253","-4.52446390543297","Jurby Transport Museum","Jurby Transport Museum","Thie Tashtee Arraghey Yurby","museum","Q6314969","http://www.jtmiom.im/","","","","",""
"160411573","way","https://osm.org/way/160411573","54.196695041728354","-4.4166224716574245","Keeling Holiday Apartment","","","chalet","","http://www.keeling-im.com","","","","",""
"502533095","node","https://osm.org/node/502533095","54.19372","-4.628883","Kenaa Holiday Accommodation","","","chalet","","https://www.kennaa.com/holidayaccommodation.htm","","","","",""
"10717665419","node","https://osm.org/node/10717665419","54.213859","-4.47988","Keppel Gate","","","attraction","Q2364611","","","","","",""
"5063392621","node","https://osm.org/node/5063392621","54.135269","-4.668008","Kerroobeg","Kerroobeg","","viewpoint","","","","","","",""
"59582056","way","https://osm.org/way/59582056","54.135336782878994","-4.667926177893774","Kerroobeg Cottage","Kerroobeg Cottage","","guest_house","","","","","","",""
"10867731359","node","https://osm.org/node/10867731359","54.321085","-4.464745","Kerrowmoar","","","attraction","","","","","","",""
"105039289","way","https://osm.org/way/105039289","54.08442151647161","-4.726518127035653","Kilavrock","","","chalet","","","","","","",""
"477370931","node","https://osm.org/node/477370931","54.289476","-4.491632","Killeabraegga Cottage","","","chalet","","https://www.isleofmancottage.com/","","","","",""
"147204862","way","https://osm.org/way/147204862","54.22467950000001","-4.688225","Kimberly House Holiday Apartments","","","chalet","","http://www.kimberley-house.com/","","","","",""
"77818790","way","https://osm.org/way/77818790","54.16548936688148","-4.466936468526685","Kings Guest House","","","guest_house","Q118188672","http://www.kings.im","","+44 1624 620829","","",""
"475393870","node","https://osm.org/node/475393870","54.172099","-4.628717","Kionslieu Farm Cottages","","","chalet","","https://www.iomfarmholidays.com/","","","","",""
"475393405","node","https://osm.org/node/475393405","54.20924","-4.703765","Knockaloe Beg","","","guest_house","","https://www.knockaloebegfarm.com","","","","",""
"217687654","way","https://osm.org/way/217687654","54.20484923354902","-4.693814012297923","Knockaloe Internment Camp & Patrick Visitor Centre","","","museum","","https://www.knockaloe.im/","","","","",""
"4861893526","node","https://osm.org/node/4861893526","54.225066","-4.698562","Lady Fenella","","","artwork","","","","","","",""
